row_index,sample_id,topic,gold_context_hit5,ROUGE_L_F1,METEOR,BERTScore_F1
506,medicine_1797,medicine,True,88.8889,81.6227,93.3688
507,medicine_11215,medicine,True,71.4286,92.5477,92.9065
508,medicine_1800,medicine,True,40.0,74.8578,81.425
509,medicine_2335,medicine,True,50.0,32.1697,85.7645
510,medicine_1824,medicine,True,93.3333,98.2892,97.2781
511,medicine_12076,medicine,True,36.9231,69.8758,80.4236
512,medicine_5418,medicine,True,81.6327,92.6291,87.2371
513,medicine_6105,medicine,True,78.4314,85.8365,89.7132
514,medicine_1630,medicine,True,67.5676,62.491,85.9962
515,medicine_6644,medicine,False,0.0,0.0,63.4526
516,medicine_6114,medicine,True,64.1509,68.7394,93.6427
517,medicine_7178,medicine,True,23.8806,33.7739,70.4256
518,medicine_12647,medicine,True,36.3636,30.4403,74.2251
519,medicine_9053,medicine,True,5.8824,1.8797,60.1887
520,medicine_10159,medicine,True,28.9157,66.3135,75.4931
521,medicine_8993,medicine,True,18.4211,20.4396,71.6401
522,medicine_5082,medicine,True,50.0,37.7143,81.1135
523,medicine_749,medicine,False,19.3548,26.9006,69.7033
524,medicine_12778,medicine,True,96.0,92.8079,98.0003
525,medicine_1296,medicine,True,64.0,83.7534,82.4882
526,medicine_6853,medicine,True,100.0,99.9898,100.0
527,medicine_2698,medicine,True,27.5,61.8047,74.7344
528,medicine_4469,medicine,True,84.4444,95.9265,91.3468
529,medicine_10985,medicine,True,61.5385,87.9962,88.4706
530,medicine_13700,medicine,False,4.0,2.6882,61.9398
531,medicine_1649,medicine,False,13.7931,15.873,69.9793
532,medicine_9328,medicine,True,45.9016,67.7321,84.6406
533,medicine_12139,medicine,True,76.0563,83.6766,87.1876
534,medicine_2913,medicine,False,5.5556,8.3333,64.6898
535,medicine_4892,medicine,True,35.7143,49.9096,80.4082
536,medicine_10134,medicine,False,25.4545,22.7152,65.8796
537,medicine_11931,medicine,False,18.1818,13.9925,70.1625
538,medicine_12929,medicine,True,33.3333,33.6009,77.2339
539,medicine_227,medicine,True,94.7368,90.8467,98.2134
540,medicine_2213,medicine,True,90.0662,84.0774,92.8555
541,medicine_1383,medicine,True,37.5839,66.3926,76.3018
542,medicine_1393,medicine,True,96.2963,93.3549,98.143
543,medicine_9770,medicine,True,5.5556,2.6596,66.3094
544,medicine_646,medicine,True,86.4865,92.3952,93.7869
545,medicine_3502,medicine,True,5.8824,1.8797,65.0139
546,medicine_11793,medicine,True,96.2963,96.2744,98.3384
547,medicine_8686,medicine,True,28.5714,38.4483,72.205
548,medicine_9170,medicine,True,93.3333,94.8841,97.3687
549,medicine_13429,medicine,True,41.0256,61.0154,86.027
550,medicine_12812,medicine,False,0.0,0.0,62.167
551,medicine_4785,medicine,True,18.6047,20.5128,71.2115
552,medicine_13802,medicine,True,75.6757,64.9612,92.4876
553,medicine_12893,medicine,True,6.25,2.0161,63.752
554,medicine_13272,medicine,True,22.0264,55.4306,71.7878
555,medicine_6139,medicine,False,40.0,35.0942,77.7463
556,medicine_204,medicine,True,10.3896,9.2937,67.0893
557,medicine_8882,medicine,True,11.7647,4.4248,69.1607
558,medicine_13577,medicine,True,100.0,99.9314,100.0
559,medicine_13751,medicine,True,22.7848,50.7726,69.8353
560,medicine_2440,medicine,True,67.6923,95.2482,87.9714
561,medicine_4535,medicine,True,100.0,99.9983,100.0
562,medicine_2775,medicine,True,63.1579,47.8771,88.0691
563,medicine_4629,medicine,True,12.987,30.5473,64.1458
564,medicine_4185,medicine,False,17.7778,18.2927,69.1311
565,medicine_8160,medicine,True,83.3333,84.3848,93.6579
566,medicine_6813,medicine,True,53.3333,38.5316,67.4915
567,medicine_10355,medicine,True,9.5238,2.9586,64.9763
568,medicine_8297,medicine,True,81.0811,82.5414,93.7883
569,medicine_12923,medicine,True,13.3333,5.2632,69.6364
570,medicine_9073,medicine,True,77.2414,75.5639,90.2337
571,medicine_8769,medicine,True,53.3333,38.5316,78.1893
572,medicine_5998,medicine,True,97.4359,97.3249,98.3363
573,medicine_4603,medicine,True,68.4932,86.328,85.455
574,medicine_6983,medicine,True,20.8333,55.0,74.4517
575,medicine_2396,medicine,False,14.9254,9.8891,68.1034
576,medicine_4925,medicine,True,30.7692,46.144,79.2823
577,medicine_3690,medicine,False,3.9216,1.1933,63.3396
578,medicine_7505,medicine,True,89.4737,89.2278,97.8558
579,medicine_7708,medicine,True,87.8049,94.0864,98.4937
580,medicine_8775,medicine,True,94.1176,89.5914,95.0591
581,medicine_4524,medicine,True,42.8571,29.3437,80.755
582,medicine_13269,medicine,True,95.4545,92.0655,98.0842
583,medicine_1173,medicine,True,24.2424,53.0372,71.21
584,medicine_386,medicine,True,75.2688,77.2311,93.2644
585,medicine_6035,medicine,True,33.3333,20.3804,60.6512
586,medicine_10429,medicine,True,10.0,3.5714,64.1868
587,medicine_7604,medicine,True,65.625,90.4781,90.5679
588,medicine_7990,medicine,True,36.9231,55.9461,81.8787
589,medicine_6963,medicine,True,73.0769,79.2444,88.8133
590,medicine_9022,medicine,True,76.9231,87.3684,90.3715
591,medicine_7440,medicine,True,42.4242,43.6238,83.5162
592,medicine_11686,medicine,True,81.4815,95.3647,88.7565
593,medicine_11546,medicine,True,28.3333,62.1281,77.6128
594,medicine_7246,medicine,True,96.2963,96.2744,99.7395
595,medicine_7066,medicine,True,89.2857,65.9216,96.658
596,medicine_10410,medicine,True,77.7778,94.4567,87.3031
597,medicine_11304,medicine,True,41.3793,45.7959,80.2864
598,medicine_5646,medicine,True,25.5319,54.1191,75.0906
599,medicine_13006,medicine,True,59.4595,66.7737,84.7248
600,medicine_4235,medicine,True,21.4286,32.877,75.6934
601,medicine_149,medicine,True,73.1707,94.494,85.6519
602,medicine_2046,medicine,True,43.6782,72.3985,80.6838
603,medicine_589,medicine,False,57.8947,55.1762,84.691
604,medicine_7107,medicine,False,10.0,3.5714,68.6732
605,medicine_7199,medicine,True,45.7143,63.3257,77.8736
606,medicine_11371,medicine,True,70.3704,64.037,92.9422
607,medicine_10001,medicine,False,25.0,7.8125,68.4141
608,medicine_758,medicine,False,14.1414,14.2499,68.2623
609,medicine_1815,medicine,False,21.6216,25.8418,73.9859
610,medicine_12847,medicine,False,9.0909,3.1646,64.8193
611,medicine_1488,medicine,True,33.3333,20.3804,77.4227
612,medicine_11531,medicine,True,82.3529,95.8815,91.3383
613,medicine_5721,medicine,True,74.0741,96.3845,92.4264
614,medicine_6159,medicine,True,73.6842,60.8585,89.2216
615,medicine_1955,medicine,True,30.4762,23.819,75.3548
616,medicine_3240,medicine,True,100.0,99.9964,100.0
617,medicine_4920,medicine,True,30.7692,18.5644,66.3277
618,medicine_9486,medicine,False,20.0,54.8706,76.0439
619,medicine_1732,medicine,True,27.2727,43.7647,73.6767
620,medicine_11594,medicine,True,40.7407,44.5811,77.6669
621,medicine_2452,medicine,True,39.0805,40.5992,80.3697
622,medicine_4757,medicine,True,81.3559,95.946,94.8698
623,medicine_5992,medicine,True,41.6667,30.0762,80.0657
624,medicine_1532,medicine,False,10.0,3.5714,69.9774
625,medicine_9948,medicine,True,69.2308,82.9445,88.0945
626,medicine_12878,medicine,False,15.7895,8.6207,63.3965
627,medicine_12118,medicine,True,5.7143,1.8182,64.6193
628,medicine_9808,medicine,True,56.3536,63.2003,82.2748
629,medicine_4783,medicine,True,74.0741,86.6087,89.6108
630,medicine_1193,medicine,True,72.2222,92.2866,84.4264
631,medicine_328,medicine,True,78.5714,83.0829,88.7496
632,medicine_9871,medicine,False,9.3458,18.7997,67.2718
633,medicine_7425,medicine,True,34.6154,29.1641,75.1195
634,medicine_10298,medicine,False,25.0,37.1667,75.731
635,medicine_2035,medicine,False,5.0,1.5625,61.9655
636,medicine_2157,medicine,True,96.5517,99.146,98.0675
637,medicine_8842,medicine,True,88.1579,76.7429,95.8919
638,medicine_7537,medicine,True,64.5161,88.4218,85.5652
639,medicine_7931,medicine,True,69.5652,55.8894,87.2894
640,medicine_183,medicine,False,5.1282,1.6077,63.5731
641,medicine_6090,medicine,True,31.5789,47.6695,78.44
642,medicine_958,medicine,True,6.5934,8.5106,66.2664
643,medicine_382,medicine,True,96.4286,93.5976,98.269
644,medicine_9612,medicine,True,50.9434,45.2519,81.9893
645,medicine_85,medicine,True,16.9014,25.6264,69.1999
646,medicine_7108,medicine,False,12.766,14.6802,64.8371
647,medicine_5407,medicine,True,42.5532,37.1287,77.1298
648,medicine_2258,medicine,True,43.1373,46.2164,89.0268
649,medicine_3334,medicine,True,90.0,97.759,95.757
650,medicine_2778,medicine,True,94.7368,98.3584,98.2962
651,medicine_7374,medicine,True,4.5455,1.4045,62.1152
652,medicine_7663,medicine,True,83.3333,90.7766,95.4952
653,medicine_9437,medicine,True,100.0,99.9987,100.0
654,medicine_2648,medicine,False,6.0606,1.9455,63.7885
655,medicine_7719,medicine,True,60.8696,62.521,92.1269
656,medicine_9676,medicine,True,50.0,75.5588,86.0569
657,medicine_7890,medicine,False,6.25,2.0161,61.0765
658,medicine_814,medicine,False,10.0,7.1429,65.7882
659,medicine_12342,medicine,True,12.766,11.6467,70.5809
660,medicine_11045,medicine,True,100.0,99.9818,100.0
661,medicine_3148,medicine,True,89.2308,90.2927,96.9742
662,medicine_7858,medicine,True,30.9859,24.1813,76.7951
663,medicine_6856,medicine,True,77.2727,90.4163,87.4748
664,medicine_446,medicine,True,77.2727,70.0206,93.7392
665,medicine_6589,medicine,True,100.0,99.9878,100.0
666,medicine_12589,medicine,False,8.5714,11.9048,67.8681
667,medicine_11759,medicine,True,78.6885,84.5874,91.3516
668,medicine_4387,medicine,True,27.7778,49.2661,78.6803
669,medicine_11275,medicine,True,13.3333,4.3478,66.1815
670,medicine_5035,medicine,True,35.2941,56.4727,82.5271
671,medicine_13277,medicine,False,9.5238,3.3557,59.0174
672,medicine_5509,medicine,True,81.25,95.5665,93.3411
673,medicine_10834,medicine,True,68.2927,78.4865,90.4429
674,medicine_6812,medicine,True,78.2609,67.7554,90.6639
675,medicine_6160,medicine,True,43.8356,58.6018,87.365
676,medicine_9815,medicine,True,38.4615,48.3665,83.6656
677,medicine_7891,medicine,True,15.9292,22.6278,69.0844
678,medicine_12272,medicine,True,90.625,99.9588,96.0467
679,medicine_5796,medicine,True,81.8182,92.3445,94.3587
680,medicine_13414,medicine,True,43.9024,44.3781,85.4296
681,medicine_11060,medicine,True,100.0,99.95,100.0
682,medicine_10506,medicine,True,4.7619,1.4793,61.705
683,medicine_9424,medicine,True,6.6667,2.1739,64.065
684,medicine_3931,medicine,True,40.0,56.2469,84.9467
685,medicine_3948,medicine,True,42.4242,38.1426,83.7246
686,medicine_11814,medicine,True,41.9355,58.2153,77.8404
687,medicine_7723,medicine,True,76.9231,64.9026,89.9085
688,medicine_3610,medicine,False,38.0952,28.9564,77.7327
689,medicine_10379,medicine,True,6.8966,2.2624,63.4563
690,medicine_2423,medicine,True,53.3333,44.9115,88.1526
691,medicine_7017,medicine,True,35.4167,34.9392,76.7398
692,medicine_13813,medicine,True,59.2593,59.1971,87.4985
693,medicine_5413,medicine,True,32.7869,49.1371,74.1102
694,medicine_5542,medicine,True,22.3776,45.4768,74.6897
695,medicine_5024,medicine,False,9.5238,3.3557,66.8799
696,medicine_9406,medicine,False,17.7778,9.0498,70.0712
697,medicine_1259,medicine,False,17.7778,22.9358,68.1315
698,medicine_8828,medicine,True,8.3333,2.8409,66.1249
699,medicine_7969,medicine,True,41.3793,69.281,78.839
700,medicine_12093,medicine,True,93.75,98.2895,97.1468
701,medicine_1897,medicine,True,33.0097,51.9431,77.6068
702,medicine_2560,medicine,True,99.1736,98.5219,99.0537
703,medicine_4053,medicine,True,45.1613,71.5513,82.4183
704,medicine_1956,medicine,True,98.3607,97.0856,97.884
705,medicine_3076,medicine,True,9.0909,3.1646,64.0154
706,medicine_9943,medicine,True,55.4622,79.8872,88.2136
707,medicine_1058,medicine,True,11.1111,6.0976,68.1145
708,medicine_12449,medicine,True,61.5385,88.6831,87.4875
709,medicine_13779,medicine,True,33.3333,43.5245,77.3717
710,medicine_11694,medicine,False,10.5263,3.8168,69.6388
711,medicine_6207,medicine,False,20.0,27.0433,70.4498
712,medicine_1523,medicine,True,76.4706,63.961,86.5397
713,medicine_8812,medicine,True,33.8028,32.0975,77.9205
714,medicine_10809,medicine,True,55.5556,39.6721,86.9249
715,medicine_11201,medicine,True,85.7143,92.0139,94.9229
716,medicine_7222,medicine,False,25.8065,26.5231,75.9438
717,medicine_4558,medicine,True,58.8235,86.5351,86.6013
718,medicine_671,medicine,True,89.4737,89.2278,94.873
719,medicine_12183,medicine,True,52.9412,30.1005,86.0751
720,medicine_6556,medicine,True,37.2093,46.1823,81.967
721,medicine_6657,medicine,True,71.1111,75.044,87.2309
722,medicine_2634,medicine,False,15.0943,17.7305,68.9764
723,medicine_9600,medicine,True,95.2381,91.3761,98.9284
724,medicine_13190,medicine,False,27.1186,23.4898,76.8874
725,medicine_7478,medicine,True,6.4516,2.0921,62.7256
726,medicine_12844,medicine,False,13.3333,31.7949,64.8437
727,medicine_1764,medicine,True,100.0,99.9938,100.0
728,medicine_4842,medicine,False,7.5472,2.2883,63.5829
729,medicine_8316,medicine,True,62.2222,79.5455,84.5097
730,medicine_2255,medicine,True,80.0,79.4776,90.6291
731,medicine_2665,medicine,False,26.6667,35.9937,73.3602
732,medicine_3487,medicine,False,35.0877,64.4771,73.7991
733,medicine_4109,medicine,True,92.3077,92.281,98.0545
734,medicine_5215,medicine,True,15.7895,20.2073,64.158
735,medicine_13057,medicine,False,7.1429,12.0968,63.9089
736,medicine_5737,medicine,True,73.9726,88.459,86.2458
737,medicine_10329,medicine,True,36.6864,72.1845,79.8004
738,medicine_1366,medicine,True,8.6957,2.994,67.8224
739,medicine_5279,medicine,True,55.4217,74.7795,84.0571
740,medicine_13492,medicine,False,25.5319,40.0314,72.9202
741,medicine_1023,medicine,False,23.5294,38.5274,76.7819
742,medicine_7433,medicine,True,73.6842,60.7808,80.5462
743,medicine_12552,medicine,False,43.2432,59.878,80.5173
744,medicine_7131,medicine,True,86.3636,83.1693,97.6602
745,medicine_10324,medicine,True,62.2642,72.161,85.5871
746,medicine_333,medicine,True,50.3401,37.7418,88.6634
747,medicine_10885,medicine,True,68.5185,90.1781,84.2269
748,medicine_12643,medicine,True,69.3069,56.7707,91.3192
749,medicine_856,medicine,True,34.7826,31.5126,80.5865
750,medicine_9503,medicine,True,8.0,2.7027,65.3082
751,medicine_4623,medicine,True,100.0,99.9711,100.0
752,medicine_7754,medicine,True,77.4194,95.5295,92.2193
753,medicine_4465,medicine,True,54.5455,73.1584,84.2373
754,medicine_10272,medicine,True,29.1667,27.7778,75.5372
755,medicine_4035,medicine,True,91.8919,98.1859,97.0977
756,medicine_11730,medicine,True,66.6667,90.8874,92.4648
757,medicine_750,medicine,False,11.1111,6.0976,66.1145
758,medicine_13413,medicine,True,50.0,34.5714,80.4807
759,medicine_9737,medicine,True,76.6234,68.6489,89.0036
760,medicine_842,medicine,True,85.7143,83.1404,93.4103
761,medicine_13808,medicine,True,23.8095,36.3377,72.7114
762,medicine_2706,medicine,True,51.2821,41.1117,85.4432
763,medicine_11657,medicine,True,74.0741,78.4252,89.4687
764,medicine_6277,medicine,True,59.1549,43.7603,87.2832
765,medicine_10027,medicine,True,34.7826,39.3357,77.88
766,medicine_1629,medicine,True,88.8889,81.6227,90.1839
767,medicine_11115,medicine,True,97.6744,99.5207,95.5861
768,medicine_2608,medicine,True,8.6957,2.994,65.9239
769,medicine_905,medicine,True,94.1176,98.669,96.391
770,medicine_10124,medicine,True,37.7778,72.5955,78.5004
771,medicine_4051,medicine,True,100.0,99.9852,100.0
772,medicine_4084,medicine,True,60.0,77.8906,86.9743
773,medicine_3001,medicine,False,10.1695,13.1449,61.2845
774,medicine_4636,medicine,False,14.9254,14.2047,68.3177
775,medicine_2700,medicine,False,66.6667,73.2422,92.1795
776,medicine_7249,medicine,False,56.4103,52.6808,87.7887
777,medicine_8870,medicine,False,6.25,2.0161,59.7452
778,medicine_1832,medicine,True,79.0698,72.2757,91.855
779,medicine_145,medicine,False,40.5405,45.8815,82.344
780,medicine_8543,medicine,True,9.0909,5.3191,68.2067
781,medicine_7280,medicine,True,39.2157,75.2546,85.7875
782,medicine_10595,medicine,False,12.5,10.9013,63.7053
783,medicine_8517,medicine,True,69.7674,70.9876,90.404
784,medicine_8606,medicine,True,73.2394,65.1171,88.2498
785,medicine_11038,medicine,True,57.1429,67.2597,82.714
786,medicine_10647,medicine,True,41.3793,50.8814,79.801
787,medicine_10333,medicine,True,66.6667,89.8537,92.8313
788,medicine_8250,medicine,False,19.0476,16.9691,68.3035
789,medicine_5505,medicine,False,9.0909,3.1646,62.4861
790,medicine_2534,medicine,True,14.2857,5.814,70.1615
791,medicine_13743,medicine,True,80.4734,83.596,91.8623
792,medicine_13711,medicine,True,43.3333,40.2676,80.5706
793,medicine_13446,medicine,True,53.3333,85.1051,85.4053
794,medicine_4054,medicine,True,72.7273,85.9692,93.0765
795,medicine_1137,medicine,True,52.1739,79.2254,81.8562
796,medicine_3139,medicine,False,9.5238,5.6625,62.2134
797,medicine_11781,medicine,True,3.7736,1.1442,60.7272
798,medicine_3603,medicine,True,100.0,99.9711,100.0
799,medicine_12921,medicine,True,6.4516,2.0921,64.1582
800,medicine_9451,medicine,True,67.6056,62.0648,88.1413
801,medicine_7807,medicine,False,19.8758,24.1991,68.9916
802,medicine_5933,medicine,False,15.3846,21.6273,65.2506
803,medicine_7104,medicine,True,70.8333,56.1699,89.8208
804,medicine_128,medicine,True,84.2105,96.3738,90.54
805,medicine_8469,medicine,False,3.9216,1.1933,58.9025
806,medicine_8214,medicine,True,36.5854,61.4876,80.3227
807,medicine_8155,medicine,True,27.451,48.0769,73.4515
808,medicine_2856,medicine,True,65.4545,67.2669,85.2243
809,medicine_2827,medicine,False,7.1429,5.6818,64.6194
810,medicine_10912,medicine,True,25.641,28.2663,74.7261
811,medicine_9938,medicine,True,76.4706,88.879,87.9588
812,medicine_7476,medicine,True,66.6667,86.2292,87.1837
813,medicine_12325,medicine,True,69.3333,86.7982,84.6958
814,medicine_1640,medicine,True,68.1818,62.3823,87.5641
815,medicine_3056,medicine,True,29.7297,27.5435,73.7772
816,medicine_9586,medicine,True,35.5556,52.727,82.7695
817,medicine_7075,medicine,True,56.7164,86.7517,85.0698
818,medicine_3142,medicine,True,69.0,72.5951,82.7379
819,medicine_8630,medicine,False,29.5082,37.0881,74.3439
820,medicine_11259,medicine,True,65.3061,76.8293,88.2278
821,medicine_1923,medicine,False,15.3846,6.4935,70.4117
822,medicine_7853,medicine,True,44.4444,30.6122,79.2231
823,medicine_6877,medicine,True,82.1429,71.7953,93.6386
824,medicine_4802,medicine,True,100.0,99.9979,100.0
825,medicine_13118,medicine,True,69.2308,55.2507,86.9035
826,medicine_2241,medicine,True,100.0,99.9993,98.5604
827,medicine_5538,medicine,True,52.6316,38.0153,83.0928
828,medicine_10055,medicine,True,74.1379,83.7232,90.5794
829,medicine_13474,medicine,True,11.1111,3.5211,66.023
830,medicine_345,medicine,True,80.0,76.6695,95.4505
831,medicine_4042,medicine,True,52.8736,84.7767,84.3061
832,medicine_3368,medicine,True,64.8649,70.7771,85.2852
833,medicine_4749,medicine,True,73.3333,85.1966,87.5912
834,medicine_4712,medicine,True,16.6667,5.6818,65.5463
835,medicine_1281,medicine,True,33.3333,34.0944,80.7421
836,medicine_7538,medicine,True,39.0244,53.7177,82.3696
837,medicine_11441,medicine,True,44.4444,41.1834,74.4575
838,medicine_7866,medicine,False,9.7561,6.2112,69.0014
839,medicine_6399,medicine,False,0.0,0.0,64.0939
840,medicine_4107,medicine,True,52.0833,47.804,79.4352
841,medicine_1310,medicine,True,8.0,2.7027,65.365
842,medicine_9765,medicine,False,18.1818,8.4746,70.343
843,medicine_7751,medicine,True,77.9221,66.5056,91.9291
844,medicine_2941,medicine,True,87.5,97.2045,91.7177
845,medicine_4093,medicine,True,70.0,81.7458,89.1393
846,medicine_7789,medicine,True,47.619,33.104,77.4249
847,medicine_13612,medicine,True,98.2143,99.6185,99.0289
848,medicine_11408,medicine,True,45.283,65.0706,83.3829
849,medicine_6704,medicine,True,52.0,63.7616,87.721
850,medicine_13838,medicine,True,6.6667,2.1739,64.107
851,medicine_12578,medicine,True,100.0,99.9995,100.0
852,medicine_4910,medicine,True,92.3077,92.094,97.1488
853,medicine_9260,medicine,True,45.3333,44.7494,84.6572
854,medicine_5778,medicine,True,80.9249,88.8231,86.0838
855,medicine_478,medicine,True,25.8065,43.841,73.5471
856,medicine_4210,medicine,True,38.2353,58.4741,80.1373
857,medicine_6476,medicine,False,44.4444,53.4999,81.6949
858,medicine_12138,medicine,True,34.1463,21.484,76.5129
859,medicine_8493,medicine,True,55.5556,58.5526,85.1662
860,medicine_9158,medicine,True,41.0714,70.5424,79.9058
861,medicine_3528,medicine,True,62.9032,64.7735,87.986
862,medicine_11277,medicine,True,97.2973,95.1728,99.003
863,medicine_35,medicine,True,75.7576,96.0767,92.7244
864,medicine_6179,medicine,True,91.8919,98.2646,96.5047
865,medicine_13214,medicine,True,68.5714,68.3971,83.6561
866,medicine_5601,medicine,True,60.7595,65.906,87.3346
867,medicine_1674,medicine,True,38.0952,28.1955,70.6597
868,medicine_11883,medicine,False,45.614,78.5015,83.0599
869,medicine_4137,medicine,True,47.0588,71.5398,81.2256
870,medicine_3527,medicine,True,37.4101,76.3159,81.9799
871,medicine_11729,medicine,True,4.6512,1.4409,63.5146
872,medicine_12312,medicine,True,32.6531,35.3774,70.8928
873,medicine_12784,medicine,False,29.7872,25.529,70.3607
874,medicine_277,medicine,False,8.0,5.1546,74.5026
875,medicine_4263,medicine,True,92.3077,92.094,98.6152
876,medicine_1315,medicine,True,81.3559,69.7358,92.2123
877,medicine_13498,medicine,True,68.4211,63.4191,92.1423
878,medicine_515,medicine,False,18.1818,13.5135,66.5548
879,medicine_838,medicine,True,25.0,51.185,78.8809
880,medicine_3750,medicine,True,66.6667,49.3421,82.5279
881,medicine_5841,medicine,False,25.0,27.2495,74.6998
882,medicine_4700,medicine,True,46.875,82.4881,86.1039
883,medicine_6045,medicine,True,57.1429,47.9106,83.278
884,medicine_1740,medicine,True,79.2079,82.4791,92.8872
885,medicine_5411,medicine,True,14.8148,24.5949,66.692
886,medicine_11288,medicine,True,95.5224,94.3838,98.7332
887,medicine_3281,medicine,True,22.2222,49.1453,81.3942
888,medicine_11537,medicine,True,79.2899,90.4808,85.7006
889,medicine_7930,medicine,False,9.5238,3.3557,67.1183
890,medicine_10262,medicine,True,36.0,27.6121,71.6702
891,medicine_3249,medicine,True,31.3725,45.0465,76.8275
892,medicine_10738,medicine,True,100.0,99.9898,100.0
893,medicine_9569,medicine,True,58.5366,81.2261,86.8698
894,medicine_2769,medicine,True,10.5263,3.8168,66.8454
895,medicine_6333,medicine,True,85.7143,87.6153,91.6651
896,medicine_3101,medicine,True,15.0,24.6582,68.2145
897,medicine_5889,medicine,True,81.4815,78.334,95.4516
898,medicine_8618,medicine,True,56.7164,70.7963,85.6042
899,medicine_11249,medicine,True,42.8571,28.8671,72.9349
900,medicine_417,medicine,True,81.8182,90.6017,90.007
901,medicine_3044,medicine,False,8.3333,2.8409,64.3149
902,medicine_8285,medicine,True,94.7368,90.4103,94.1399
903,medicine_8061,medicine,True,17.0213,33.6826,72.7607
904,medicine_827,medicine,True,8.0,2.7027,66.4249
905,medicine_2366,medicine,True,93.8776,89.4647,97.5933
906,medicine_10704,medicine,True,17.6471,25.8709,67.789
907,medicine_3122,medicine,False,10.0,3.5714,64.9647
908,medicine_11184,medicine,False,20.2899,22.1207,69.8879
909,medicine_704,medicine,True,55.814,70.5256,79.3142
910,medicine_3584,medicine,True,81.9672,92.913,94.3846
911,medicine_11750,medicine,True,81.6327,77.6897,91.2706
912,medicine_4871,medicine,True,87.7193,91.5516,90.728
913,medicine_13352,medicine,True,70.7071,77.5474,88.5485
914,medicine_8742,medicine,True,79.4118,74.1608,93.1883
915,medicine_8027,medicine,True,21.4286,11.8689,68.0765
916,medicine_8382,medicine,True,73.0159,82.6691,91.3683
917,medicine_7244,medicine,True,85.9375,77.1676,89.2933
918,medicine_13499,medicine,True,8.3333,2.551,62.4245
919,medicine_5003,medicine,True,89.5522,84.3114,95.244
920,medicine_9739,medicine,True,79.1045,73.93,90.1333
921,medicine_9386,medicine,True,36.9231,67.2669,77.4312
922,medicine_6551,medicine,True,84.6154,96.4899,91.1158
923,medicine_11183,medicine,False,41.3793,50.3324,74.6603
924,medicine_1182,medicine,True,98.4848,98.4734,99.0728
925,medicine_7530,medicine,True,50.0,48.0769,86.5462
926,medicine_2275,medicine,True,28.8288,80.7183,79.3248
927,medicine_1233,medicine,True,96.5517,99.2885,98.6352
928,medicine_3505,medicine,False,30.1887,36.4165,76.9574
929,medicine_13104,medicine,True,88.8889,98.6269,95.7872
930,medicine_13594,medicine,True,90.9091,87.6754,98.0418
931,medicine_9776,medicine,False,5.7143,1.8182,64.1499
932,medicine_11582,medicine,True,23.913,38.5069,77.1387
933,medicine_11953,medicine,True,85.7143,94.9821,90.4104
934,medicine_10569,medicine,True,11.1111,4.0984,68.2354
935,medicine_7054,medicine,True,79.4521,64.9506,93.215
936,medicine_9338,medicine,True,16.9492,14.9845,74.886
937,medicine_12853,medicine,False,8.6957,2.994,63.9767
938,medicine_669,medicine,True,86.4865,84.3771,96.4559
939,medicine_6116,medicine,True,55.0,49.6941,84.3983
940,medicine_1902,medicine,True,44.7761,73.8916,81.3015
941,medicine_7238,medicine,True,81.25,84.2806,93.592
942,medicine_5659,medicine,True,17.0213,19.8506,74.0148
943,medicine_12608,medicine,True,90.0,97.759,93.9345
944,medicine_8128,medicine,True,5.4054,1.7065,64.083
945,medicine_7935,medicine,False,25.0,31.3521,76.5586
946,medicine_2817,medicine,False,19.5122,25.1977,66.3231
947,medicine_1810,medicine,True,48.1481,64.0601,85.9919
948,medicine_1015,medicine,True,100.0,99.9624,100.0
949,medicine_13163,medicine,True,12.9032,6.9767,69.0525
950,medicine_13518,medicine,True,83.5821,92.8328,94.6256
951,medicine_1564,medicine,False,33.3333,51.185,71.9837
952,medicine_10563,medicine,True,75.0,62.3553,88.2185
953,medicine_8834,medicine,True,55.5556,70.6991,88.6241
954,medicine_4728,medicine,True,90.3226,87.0235,94.2188
955,medicine_1596,medicine,True,24.4898,29.8866,73.0034
956,medicine_3159,medicine,False,15.3846,11.1136,66.449
957,medicine_12614,medicine,False,24.3902,24.147,68.8761
958,medicine_6502,medicine,True,64.1509,67.1868,86.8835
959,medicine_13353,medicine,False,18.6047,19.893,69.967
960,medicine_13124,medicine,True,80.0,86.2772,90.0688
961,medicine_6384,medicine,True,61.0169,72.6408,91.4113
962,medicine_528,medicine,True,15.7303,39.6411,73.5939
963,medicine_1123,medicine,True,16.6667,7.3529,66.2018
964,medicine_9248,medicine,True,44.0678,62.2038,84.573
965,medicine_6050,medicine,False,6.25,2.0161,64.5151
966,medicine_11676,medicine,True,97.6744,99.5207,97.4253
967,medicine_13366,medicine,True,91.2281,97.7643,96.8354
968,medicine_4260,medicine,True,82.6667,71.9757,95.4029
969,medicine_450,medicine,True,98.4615,99.6763,99.0588
970,medicine_3047,medicine,True,81.25,73.4098,92.4525
971,medicine_1142,medicine,True,95.7746,96.2352,98.4947
972,medicine_3003,medicine,True,26.6667,33.2836,76.9099
973,medicine_10741,medicine,True,17.0732,27.8072,74.956
974,medicine_12746,medicine,True,23.5294,13.6861,58.4845
975,medicine_10680,medicine,True,76.3636,94.1297,89.8507
976,medicine_1595,medicine,True,9.2308,6.7787,66.6446
977,medicine_6193,medicine,True,38.4615,70.5323,83.9718
978,medicine_13181,medicine,True,91.3043,90.9889,95.4921
