row_index,sample_id,topic,question,first_gold_rank,hit_at_1,hit_at_3,hit_at_5,latency_s,retrieved_context_hashes
688,medicine_3610,medicine,Củ dòm có thể dùng ngoài da để điều trị bệnh gì?,,False,False,False,0.0913749999999709,df8ca2adfdbb1177e29c|1f55c2277f71dd1adca1|e0391959362c4756d229|0cff241f125db8e7492b|0a6c0ae7de5b920b3afb
689,medicine_10379,medicine,Tang bạch bì có công dụng điều trị đối với trường hợp nào?,3,False,True,True,0.1002148000006855,0c571e8f5d35502ae33d|a57a66e7adf1c4a63188|9d2d6bfc1a3f8723a533|8e04675b8a75dde54e1d|c007d1cc3cc73e6ebd60
690,medicine_2423,medicine,Cây muối có tác dụng chống lại loại virus nào?,1,True,True,True,0.10426359999837587,2d731edfebece30c8c15|56820addd34973cef470|967ce6d0a3a5d9fb374e|84654f86a76812ba3b30|c007d1cc3cc73e6ebd60
691,medicine_7017,medicine,Tại sao ma tử nhân là nguồn cung cấp đạm thực vật phong phú?,1,True,True,True,0.10265059999801451,b0195cc9032b5a091fe4|d3b9a0b580441de3a008|2bf98bfaa7f7a815485a|489a8b000aa5f9492640|f9d06e89d7253b305ac5
692,medicine_13813,medicine,Ancaloit và dipeptide được tìm thấy trong Địa cốt bì là hợp chất gì?,1,True,True,True,0.09691440000096918,3dbaed423728fe059295|53181d77a06f31a4b001|2b059a0e400ee8b2624d|ec0aa61030eaaa960697|d3dee8546418468bf45d
693,medicine_5413,medicine,Liều dùng húng quế để chữa tiêu chảy là bao nhiêu?,1,True,True,True,0.06767259999833186,420c8fe5cfd0fb8299ef|431b0b972c302c38b706|d521ce6325a28a58abfb|0ee5a4c4b4b9916f289f|8ea12ab90fbff839ab30
694,medicine_5542,medicine,Hạt Bo bo có tác dụng gì đối với bệnh nhân đái tháo đường?,1,True,True,True,0.09142040000006091,973427301162abf18b33|ebd20ea249d8ca8079af|1279124c56a40b71aaf4|1fcac0177762d89e6fbb|c19741e819ec5ace996a
695,medicine_5024,medicine,"Ngoài Hoàng tinh, bài thuốc kinh nghiệm còn sử dụng những thành phần nào?",,False,False,False,0.10825919999842881,acc6b35dbc36a061c3ab|a07074063d848e038a30|488281dd577d82748224|5cb9d6b26a14db7a5659|695ee5ba0e5fa45fe28c
696,medicine_9406,medicine,Rau răm là gì?,,False,False,False,0.10577660000126343,6275045721f85842db0b|a370251964c2afda452d|30bfc348dae5cb219180|3a116e75f139c143384e|5d6c283f72e3e43eded7
697,medicine_1259,medicine,Bổ cốt chỉ có vị gì?,,False,False,False,0.09117629999673227,2b059a0e400ee8b2624d|5e25779f06420fbf62a1|b0195cc9032b5a091fe4|f870889c3d5a188b14e4|7e169cd68938f7b288a4
698,medicine_8828,medicine,Phèn chua có ứng dụng gì trong công nghiệp giấy?,1,True,True,True,0.07304909999947995,8a2dc40a85a03d1e6f13|1be80d8b3602c0a21325|a3bcbf642c48da4c83ae|4619965851b273ecf8ba|fd10f00ee6d67c72d2ce
699,medicine_7969,medicine,Các bệnh lý về gan mà Nghệ trắng giúp chữa trị là gì?,1,True,True,True,0.07968089999849326,455a60226652ee112943|f450d8960bd8190d5cf0|84654f86a76812ba3b30|a07074063d848e038a30|e08baa797df4a90e820b
700,medicine_12093,medicine,"Đâu là tên khoa học của ""táo rừng""?",1,True,True,True,0.06930160000047181,9b30529eda69b2d21faf|673d9fdb1c5523e04d0e|9e0c31f23833aa969026|b46fa867783111b0960f|8b92796c413afc1b32f0
701,medicine_1897,medicine,Cáp giới và nhân sâm được sử dụng cùng nhau để điều trị tình trạng gì?,1,True,True,True,0.08655889999863575,d812e128a8ccbde8df0f|a07074063d848e038a30|a07074063d848e038a30|314ffeec59123e3c7fab|6d67843b142de1606339
702,medicine_2560,medicine,Những thành phần chính có trong cây ráy là gì?,1,True,True,True,0.07299550000243471,fecceb6e291514fe506b|df8ca2adfdbb1177e29c|c3dda64f7fbce9b12698|e7774410fb955246a2bb|ec0aa61030eaaa960697
703,medicine_4053,medicine,Tác dụng dược lý của dây tơ hồng vàng đã được ghi nhận ở đâu?,1,True,True,True,0.0953685000022233,ff42fa96c35d62ee36a7|260ecf12bd2f90d48740|4e45df33c5d7b1c9ad49|f1d6a4a3059c101401a0|ffe5419384b72bcdb1d2
704,medicine_1956,medicine,Ở những vùng nào trên thế giới thường phân bố và tập trung chủ yếu của cây Câu đằng?,1,True,True,True,0.11443860000144923,0baf9a931677f8b6f4ca|bdcfcc042c6d1550c927|49b7da014f29f8e8a02e|4c7ab74053f8075294d0|911a4a622451702a3b25
705,medicine_3076,medicine,"Đối với cây cải cúc, bộ phận của cây nào khi dùng làm dịch chiết ethanol có tác dụng kháng khuẩn trên Bacillus subtilis và Micrococcus luteus lufe?",1,True,True,True,0.11581170000135899,139d45286ff0af164bc4|631a79d762cbea0a0916|932fa4fd741b001b7bc1|9f98bd515a2b8da6552d|7e32f6aae8cd42c66c17
706,medicine_9943,medicine,Tác dụng của Miroestrol có trong sâm tố nữ đối với sức khỏe của phụ nữ là gì?,1,True,True,True,0.08811459999924409,ca57309e3a8fc6d73cce|6d67843b142de1606339|ccf494bf22b27d34706f|1f866ad71c2ac3f4dcb6|6dbed5c7db4625b0466c
707,medicine_1058,medicine,"Trong bài thuốc chữa vàng da, vàng niêm mạc mắt, tiểu ra sắc tố mật, cần dùng bao nhiêu gam Rễ Bạch đồng nữ?",1,True,True,True,0.1005864000035217,01b66710f751d1b7808c|78e7242ef304e4620cef|c9f66078dee803a8cdba|f72b8bfdf02105af2676|31cc61fc9290701512c9
708,medicine_12449,medicine,Tác dụng của tỏi đen so với tỏi tươi như thế nào?,1,True,True,True,0.08438419999947655,a734e029435bbcf07273|523b236abbee6f15833d|acad03ce28e3865d0ba9|ddb125d8c815ea2dbf2a|0b97964f88544ef3ece9
709,medicine_13779,medicine,Vì sao đậu đen giúp giảm sự tồn tại của các chất độc trong cơ thể?,1,True,True,True,0.0870563000025868,2abbe34c99074d06d0aa|c5bb4d0cf43f2c36e94f|973427301162abf18b33|6bacee16917da3cb6034|2e43600de2798a66c18a
710,medicine_11694,medicine,Liều dùng của bài thuốc chứa Toàn phúc hoa như thế nào?,,False,False,False,0.09864329999982147,695ee5ba0e5fa45fe28c|8ea12ab90fbff839ab30|18310d2ef6fd1f5dd493|638ccf4e5fdf601e7be4|5a8c163fdcbc3bb83d2e
711,medicine_6207,medicine,Liều lượng sử dụng Kim thất tai trong bài thuốc là bao nhiêu?,,False,False,False,0.09181240000179969,b815fc90a75f094cea26|638ccf4e5fdf601e7be4|f05ab7bd9c454509b5e6|8cd757650540202b560f|c3db4aa85d323a8a9f45
712,medicine_1523,medicine,Thân cây Chè dây đặc điểm nổi bật như thế nào?,2,False,True,True,0.07098150000092573,49b7da014f29f8e8a02e|188f66bb40612f7f1f4a|d7e7f4afcbb6fd307a8b|22890463450a1a2b6f91|c9d992afa6fbe6dc04f1
713,medicine_8812,medicine,Phan tả diệp có giúp trị rối loạn tiêu hóa thực tích đầy bụng không?,1,True,True,True,0.08348830000250018,b95b39c3e88fe72bc327|f0500fceba2db96fe6f4|f92127bdf22ae131464b|5a6d021b92cf88a91378|8a066b98dd85f93a61fd
714,medicine_10809,medicine,Cây thương lục ưa thích điều kiện khí hậu nào?,1,True,True,True,0.07202150000011898,35cee8b77e2b81883f9b|ab8031d88adadad3f42e|0762f8c56c4dc243d57d|d6f6491a8dc8eb6db3dd|70013134782825eb6051
715,medicine_11201,medicine,"Theo Trung tâm y tế tổng hợp và bổ sung quốc gia Hoa Kỳ (NCCIH), tác dụng của viên nhộng tinh dầu bạc hà pha loãng tan trong ruột đối với hội chứng ruột kích thích (IBS) là gì?",1,True,True,True,0.14776249999704305,d9933ab012c22185b526|aab4cdf0f9d3b23cb80a|5b355616a0e9ecb73fbb|96daaaf48a5129fb9044|43195941463a0e1d5d82
716,medicine_7222,medicine,Cây Mè đất dùng bộ phận nào làm thuốc?,,False,False,False,0.0691809000018111,4762e05207764ac591dd|1ea4a9d2de5ce106ac8f|949dbb27d30f2cf7be63|9a73d87d43ac22ac104d|030d1b4b44dfc0f3c12c
717,medicine_4558,medicine,Khi nào thì thu hoạch gai bồ kết?,1,True,True,True,0.06764829999883659,fa44e2fe5d75f9ea0ef6|0baf9a931677f8b6f4ca|2d7022bb48dafb8c014f|3528b4c1060cfadf8eec|8864eeca3fa6b9511081
718,medicine_671,medicine,Thời điểm thu hái cây bạc hà là khi nào?,1,True,True,True,0.08016939999652095,3d0bf56d40d426f51fd4|954e5f53cc20b6f2f3f8|49b7da014f29f8e8a02e|6d58aef7979a24ac8296|d9933ab012c22185b526
719,medicine_12183,medicine,Tô diệp là gì?,2,False,True,True,0.11114939999970375,0e558316a6410c078dd0|20638588d42fe8c3fb71|30bfc348dae5cb219180|496ac3596883c12955fa|555a94e333a624878841
720,medicine_6556,medicine,Lá bàng tươi có công dụng gì trong điều trị?,1,True,True,True,0.08723559999998542,4b47e197405954e546a0|13224cdd41779e9f326f|dc80f7b00ea66e824bad|3eaef0270397c3625dbe|9ec719fdb77c0af9b482
721,medicine_6657,medicine,"Sau khi thu hái, người ta xử lý lá khôi như thế nào?",1,True,True,True,0.08027319999746396,084b411c2b79c4083388|0e558316a6410c078dd0|20907b963d73792a99c0|8f35a9ceae56dc7b8220|acc6b35dbc36a061c3ab
722,medicine_2634,medicine,Cây sậy là gì?,,False,False,False,0.06314660000134609,bf711033c82844d85f6e|17741f8037fad8d14887|98607176ac175f3c4895|13224cdd41779e9f326f|69630c82026b949d116d
723,medicine_9600,medicine,Bông mo của cây ráy gai có chứa thành phần gì?,1,True,True,True,0.07408290000239504,91f1a57e21c9df2506aa|c3dda64f7fbce9b12698|df8ca2adfdbb1177e29c|fecceb6e291514fe506b|410b88c154cb23e6ffe4
724,medicine_13190,medicine,Những lợi ích mà tinh dầu hoàng đàn mang lại là gì?,,False,False,False,0.0772581999990507,1dd17cc95ae63384400b|af23feb0fde0047ec19c|774880bfe8b772bb7e26|8d9b5e23d18ca75fd910|9ba5236f8781c4281a91
725,medicine_7478,medicine,Cách sử dụng mướp tây để điều trị chứng tiểu đục ra sao?,3,False,True,True,0.07357340000089607,9ec719fdb77c0af9b482|e3a11544ce54925117e2|e580d7643f0d89cf7a39|eb132960d4703b9e2bf6|0a6c0ae7de5b920b3afb
726,medicine_12844,medicine,"Xuyên tiêu có vị gì, tính gì?",,False,False,False,0.0654541000003519,c22e856ea68f07427ca1|73c2166ae0e9cf50c55b|84ad1bc3aef15514f671|4b765070af3f5de829af|69630c82026b949d116d
727,medicine_1764,medicine,Tác dụng của quả cà dại hoa tím ra sao?,1,True,True,True,0.06859550000081072,78e7242ef304e4620cef|875eb4532566bf0d0161|f23c3e0a2e3de5d970bf|0143e478956d3df6d484|6bd55727a15abcf1f661
728,medicine_4842,medicine,Cơ chế hoạt động của hoa đậu biếc trong việc cải thiện thị lực là gì?,,False,False,False,0.0883849999991071,9e0c31f23833aa969026|6135d6c5c703b7a113f8|da01644c366eb124a56e|d101d23dd6a199371d23|8668749b363da73286f7
729,medicine_8316,medicine,Ngấy hương có đặc hữu của vùng nào?,1,True,True,True,0.0771972000002279,c3202bf4a78f33e38ef6|aab4cdf0f9d3b23cb80a|0d6f5fff595f22b69a45|37bab8584baf056c14c4|e26b9357e310bd52ed9f
730,medicine_2255,medicine,Chiều cao của cây Hoa mào gà trắng có thể đạt tới bao nhiêu?,3,False,True,True,0.08641810000335681,99d2b6a2efd8648c9ef9|8efd172c135232b784b7|81245f0ecb6558edb479|3c9f06e461ad8f641cd6|0762f8c56c4dc243d57d
731,medicine_2665,medicine,Bộ phận nào của Cây thuốc bỏng được sử dụng làm dược liệu?,,False,False,False,0.08668990000296617,949dbb27d30f2cf7be63|030d1b4b44dfc0f3c12c|dc80f7b00ea66e824bad|1f866ad71c2ac3f4dcb6|6d58aef7979a24ac8296
732,medicine_3487,medicine,Cần chuẩn bị bao nhiêu cỏ the tươi để làm bài thuốc?,,False,False,False,0.1234535000003234,26a867cd384af0265c5e|89b3c0be567480d8ba1e|0ebd7200efaf0de06826|cfab65b9b3477053b22f|93572fb1edb11245422e
733,medicine_4109,medicine,Các giống cây dương xỉ được dùng làm cây cảnh có màu sắc lá gì?,1,True,True,True,0.10143339999922318,2db1eae1e2858c61b43d|489a8b000aa5f9492640|7ff342b56815dfc743a3|eaecb9184fd017089137|c3dda64f7fbce9b12698
734,medicine_5215,medicine,How should I use Dược liệu - Huyền hồ - Đơn thuốc kinh nghiệm - Đau ngực sườn??,5,False,False,True,0.09482470000148169,a40a82991f1a7939a0ff|da329ca4131766d4c427|5bf8646956efc0435c4b|b4012293714828a88942|8f46f7d0f71cd0d1349b
735,medicine_13057,medicine,"Xương sông được dùng như thế nào trong bài thuốc để chữa chứng trúng phong hàn, cấm khẩu?",,False,False,False,0.10145370000100229,9ba2d7f9310b42bbf7cd|c2e00ea5a42be5f98bea|8ea12ab90fbff839ab30|1f866ad71c2ac3f4dcb6|dc80f7b00ea66e824bad
736,medicine_5737,medicine,Đơn thuốc chữa kinh nguyệt không đều sử dụng hồi đầu thảo như thế nào?,1,True,True,True,0.09031189999950584,1bd8445ca064e8066af6|2d7022bb48dafb8c014f|a40a82991f1a7939a0ff|4efdacca29e0dd503566|5ce2fef1b5c3770edfec
737,medicine_10329,medicine,Nêu đặc điểm của cây Tam thất nam.,2,False,True,True,0.07206790000054752,84ad1bc3aef15514f671|97c51b201e481d4ee5a9|ab8031d88adadad3f42e|d08d1cdeae540db2fc15|13c9a506f2135ed5569d
738,medicine_1366,medicine,Đối với người thường xuyên bị nóng trong người thì nên dùng Cao ban long theo cách nào?,1,True,True,True,0.08032789999924717,3742d850eeeebb4331e9|f95e29072129efe1d3d5|7e139328892cf138b814|89ab6ca2a39ae7b6a08e|a493f81048befbaefee9
739,medicine_5279,medicine,Nghiên cứu nào đã chỉ ra tác dụng kháng viêm của Hà diệp?,1,True,True,True,0.06338329999925918,555a94e333a624878841|967ce6d0a3a5d9fb374e|d9933ab012c22185b526|e04249926fe5708bf96c|5d12b239aa145923ab50
740,medicine_13492,medicine,Đăng tâm thảo được coi là phần riêng của loại thuốc nào?,,False,False,False,0.07684410000001662,63b3f3418c3f95b6e444|e0391959362c4756d229|d1795fcf6743f57ec432|3301fb18081b36c7f21f|7a78b88258eb5f2bdca1
741,medicine_1023,medicine,Tổng quan Bạch đậu khấu gồm mấy thành phần?,,False,False,False,0.07069019999835291,9a23d78a0a883f1327fe|cdc9ce5630e1e11b8246|59beb7fa744ef21235ce|393ac5200391fd407747|2b059a0e400ee8b2624d
742,medicine_7433,medicine,Liều lượng sử dụng Mướp hương là bao nhiêu?,1,True,True,True,0.062356300000828924,c36a5fada1159e9596d3|0d6f5fff595f22b69a45|6fef910f3254b5a540b6|90b88c988571847add48|89b3c0be567480d8ba1e
743,medicine_12552,medicine,Dược liệu Tỳ bà diệp thường được sử dụng để chữa bệnh gì?,,False,False,False,0.059687000000849366,f01b11ddbeb61be0fd94|8e04675b8a75dde54e1d|431b0b972c302c38b706|d812e128a8ccbde8df0f|44b22008e22c8e431acb
744,medicine_7131,medicine,Giới thiệu thành phần hóa học của quả Mâm xôi?,1,True,True,True,0.06335010000111652,affbe5d377d4ce56e6a4|c3202bf4a78f33e38ef6|bd60e2ba3ef74b741418|ec0aa61030eaaa960697|e7774410fb955246a2bb
745,medicine_10324,medicine,Khi sử dụng Tam lăng cần lưu ý điều gì?,5,False,False,True,0.0693582999992941,40d412ea0c1f04594853|61011ff205768f49b73b|6fae63f32f0fc9713346|a07074063d848e038a30|31b467e75130dd5ec5d1
746,medicine_333,medicine,Thành phần hóa học của Bán chi liên cụ thể gồm những gì?,4,False,False,True,0.07401540000137175,53dd2ef3a499b8361293|e898f4b68460a7686a70|ec9c7968047bc6676857|386ed7a941f1d931edee|2955ce32bb941980e726
747,medicine_10885,medicine,"Ngoài tác dụng bổ phần âm trong cơ thể, Thạch hộc còn có tác dụng gì nữa?",1,True,True,True,0.07578270000158227,a493f81048befbaefee9|9e93622992bec318e97e|d101d23dd6a199371d23|707cb75ca884a0e17da8|c40a6842d3a62ac7eccb
748,medicine_12643,medicine,Alkaloid pyrolizidin trong Vòi voi có tác dụng gì?,1,True,True,True,0.08893349999925704,a5a3c121f61ce028f394|967ce6d0a3a5d9fb374e|ac6358fdf71e88e6e629|b72bbc38f960d0dcebe5|7a406b6bc88fba1546bf
749,medicine_856,medicine,Bạch hạc có tác dụng đối kháng với chất nào?,1,True,True,True,0.09252310000010766,ef5c987605ffb2cf5a56|c007d1cc3cc73e6ebd60|631a79d762cbea0a0916|3cc0a2a649d111734b93|2a6382d34ac0e43798f2
750,medicine_9503,medicine,"Trong tế bào người, rau đắng biển hoạt động như thế nào?",2,False,True,True,0.1029820000003383,0b93ae10eba05629e7b1|b7df972866c2d172f61b|89b3c0be567480d8ba1e|ed8e39664062289c1069|bf711033c82844d85f6e
751,medicine_4623,medicine,Tên khoa học của Găng tu hú?,1,True,True,True,0.06822720000127447,f95bb0667f3edea9ff28|c338e1d0fe70c77bd4b3|c62dd524c9cec481a7bf|9e0c31f23833aa969026|9b30529eda69b2d21faf
752,medicine_7754,medicine,Mộc hoa trắng mọc nhiều ở đâu?,2,False,True,True,0.07041590000153519,5e7d904d59579326fdbe|954e5f53cc20b6f2f3f8|0762f8c56c4dc243d57d|a10fc5e0d73ccc4143c2|6bd55727a15abcf1f661
753,medicine_4465,medicine,Các đặc điểm của thân cây Dền gai?,1,True,True,True,0.0640702999990026,410b88c154cb23e6ffe4|444f0bddfd8d8b3a706c|22890463450a1a2b6f91|d08d1cdeae540db2fc15|8e84046b3b422df06c02
754,medicine_10272,medicine,Sử quân tử có thể dùng dưới dạng nào?,1,True,True,True,0.06541819999984,c6cb422273bfd903cbc9|11888902a22ec376860b|a07074063d848e038a30|4ec65fb604d2aad61745|695ee5ba0e5fa45fe28c
755,medicine_4035,medicine,Dây thìa canh có tác dụng làm giảm chỉ số gì ở môn vị của dạ dày?,1,True,True,True,0.07233980000091833,17470f68a74b9fdcdb88|89891dc3ca8f3a66ba1f|d9933ab012c22185b526|eb465e10c99b59fe2e07|aef24b3073fab12490e5
756,medicine_11730,medicine,Cây Trinh nữ hoàng cung có tên khoa học là gì?,1,True,True,True,0.0647296000024653,ddb125d8c815ea2dbf2a|d9db87f1753ac1d5f7ef|9e0c31f23833aa969026|acc6b35dbc36a061c3ab|da6973b0ef99a5b105f3
757,medicine_750,medicine,Thành phần hóa học chính của Bạch chỉ là gì?,,False,False,False,0.07400540000162437,ec0aa61030eaaa960697|4eb51f084e60acfb269f|2d9ca54021bb70e9510c|9dd5d493cb8fe86c0e0d|e7774410fb955246a2bb
758,medicine_13413,medicine,"Để chữa bệnh, ta cần lấy loại nào của cây đinh lăng?",4,False,False,True,0.08176470000034897,40d412ea0c1f04594853|2b73bfc45d461b81a316|2b4b46fdd0468eb74eaf|c872a9a64937d83ec892|23af3e67e008dc4692d4
759,medicine_9737,medicine,Trong quả Sa nhân trắng có chứa những thành phần hóa học nào?,1,True,True,True,0.07365539999955217,715cf6c5ad84ae55b75d|260d17250b917371e593|e7774410fb955246a2bb|83507d7163a6fc13f4ef|1fcac0177762d89e6fbb
760,medicine_842,medicine,Bạch hoa xà thiệt thảo có tác dụng gì đối với nam giới?,1,True,True,True,0.09015250000084052,5cb9d6b26a14db7a5659|5bd1313cb020033694b3|e60ad2115dd9a0b1e973|ef5c987605ffb2cf5a56|89b3c0be567480d8ba1e
761,medicine_13808,medicine,Đậu đỏ có những tác dụng gì trong Đông y?,1,True,True,True,0.09464959999968414,ebd20ea249d8ca8079af|bfd74c1aece0777bf95c|6135d6c5c703b7a113f8|afc5e2b5e47a63ddd177|0bd111a2e4bfeec05f49
762,medicine_2706,medicine,Cây thần xạ có thể thu hoạch quanh năm không?,2,False,True,True,0.07316159999754746,abc82f0053759275cbc1|12a9e3894261479ddffe|97c51b201e481d4ee5a9|81d541cf94bbcd74680c|c9d992afa6fbe6dc04f1
763,medicine_11657,medicine,Tiểu hồi có tác động như thế nào đối với chức năng tiêu hóa ở trẻ nhỏ?,1,True,True,True,0.08181630000035511,f0500fceba2db96fe6f4|6ce714d4c06a48018862|75a5cbc3895ced8cafc6|583bffbcd3ac2ca4476b|ed746f005db0b5f1d9e7
764,medicine_6277,medicine,Cây kiều mạch thường được trồng ở những khu vực nào trên thế giới?,1,True,True,True,0.07637059999979101,63e9c42974c79fa33d2d|8efd172c135232b784b7|c9d992afa6fbe6dc04f1|0762f8c56c4dc243d57d|6856fe0c4bc75f9ad6d0
765,medicine_10027,medicine,Sâm đất gồm những bộ phận nào?,1,True,True,True,0.0653768999982276,42aab89a601dc72e43ae|b858b45b819b45d7fafd|c3202bf4a78f33e38ef6|4762e05207764ac591dd|c796f1dc063404965fd4
766,medicine_1629,medicine,Chùm ngây có những bộ phận nào được sử dụng làm dược liệu?,5,False,False,True,0.07119489999968209,9e52ab18c6b3f19c0f4b|6d58aef7979a24ac8296|bfd74c1aece0777bf95c|1f866ad71c2ac3f4dcb6|196daa1e468b9773284e
767,medicine_11115,medicine,Nơi phân bố phổ biến của cây Thồm lồm là những quốc gia nào?,1,True,True,True,0.07798089999778313,a3053219463aad209c1c|3d0514a8017996be8b77|b935bf4ed58c53e92c4c|e67acccc9813924fc25d|911a4a622451702a3b25
768,medicine_2608,medicine,Vị trí trồng Cây Sảng phổ biến ở địa phương là gì?,1,True,True,True,0.06423670000003767,030d1b4b44dfc0f3c12c|d17a9c0df4b4b1b0b1c8|8efd172c135232b784b7|0d6f5fff595f22b69a45|c9d992afa6fbe6dc04f1
769,medicine_905,medicine,Bạch mao căn có những tác dụng gì đối với sức khỏe?,1,True,True,True,0.07687790000272798,9ca7a54b495b75cad940|f01b11ddbeb61be0fd94|d101d23dd6a199371d23|ccf494bf22b27d34706f|fa126732dd66dc9002d0
770,medicine_10124,medicine,Cơ chế hoạt động của Sơn nại trong việc an thần là gì?,1,True,True,True,0.08473049999884097,a76346d89a652df4f7db|f34ae988be6a6de66830|63b3f3418c3f95b6e444|b1eb3e39f58782c9be41|a07074063d848e038a30
771,medicine_4051,medicine,Hoạt chất sinh học chính của dây tơ hồng là gì?,1,True,True,True,0.08508780000192928,f1d6a4a3059c101401a0|4e45df33c5d7b1c9ad49|260ecf12bd2f90d48740|ff42fa96c35d62ee36a7|d3dee8546418468bf45d
772,medicine_4084,medicine,Nơi nào là nguồn gốc của Dưa gang tây?,1,True,True,True,0.10034799999993993,ab8031d88adadad3f42e|0a6c0ae7de5b920b3afb|c1f1fbbd52b514b2b2c1|260d17250b917371e593|0c6db1af35dd3b293a16
773,medicine_3001,medicine,Các hợp chất được tìm thấy trong rễ Cúc tần là gì?,,False,False,False,0.07037230000059935,0762f8c56c4dc243d57d|70013134782825eb6051|bcc16ee78b7cef8e4edc|c34712990c8f42a909bd|e26b1315e0413c971942
774,medicine_4636,medicine,Găng Tu hú có đặc tính diệt khuẩn không?,,False,False,False,0.06263409999883152,f95bb0667f3edea9ff28|c338e1d0fe70c77bd4b3|47b313974602d9fb080c|ccf237e32596700edd6e|393ac5200391fd407747
775,medicine_2700,medicine,Cây thần xạ thuộc loại thân gì?,,False,False,False,0.06434140000055777,13015252cebab2395b93|447db51cc61746881681|030d1b4b44dfc0f3c12c|12a9e3894261479ddffe|8e94d1de14d557ee3f56
776,medicine_7249,medicine,Rễ cây mía dò có tác dụng gì?,,False,False,False,0.06463649999932386,82a8447028d67158c013|aca8cf83cea0a8b68776|57e7f464f6bab274a0c7|69630c82026b949d116d|42342a3687139792ddcb
777,medicine_8870,medicine,Đặc điểm rễ cây phòng kỷ là gì?,,False,False,False,0.057628400001703994,5ab5fa58d5451d536caf|17741f8037fad8d14887|a80942fcab1ac31bd8d6|7a406b6bc88fba1546bf|69630c82026b949d116d
778,medicine_1832,medicine,Bạn có thể mô tả cây càng cua như thế nào trong giai đoạn trưởng thành?,1,True,True,True,0.06929320000199368,e1807a072f470a020eb7|5e4e8222d22c12a2954f|a3f49c94bd97788ce607|ec5b44ccc9088a3c420f|7494b9574ca1137758ab
779,medicine_145,medicine,Đâu là những nơi có nhiều cây ba kích nhất ở Việt Nam?,,False,False,False,0.0834149999973306,0c6db1af35dd3b293a16|4c7ab74053f8075294d0|7c60f4b573f7e80922cb|911a4a622451702a3b25|b935bf4ed58c53e92c4c
780,medicine_8543,medicine,Nàng nàng ra hoa quả vào thời gian nào?,1,True,True,True,0.07481910000205971,bdcfcc042c6d1550c927|887edca0ef9b3a3b774e|0762f8c56c4dc243d57d|13fb4ec2ba3ed3ac5466|954e5f53cc20b6f2f3f8
781,medicine_7280,medicine,Nước mía lau có thể được sử dụng để giảm thâm quầng và sưng mắt như thế nào?,1,True,True,True,0.07924439999987953,24342f03a4c9e74e5eba|9a642d72c4b2b2b4ee8c|6ce714d4c06a48018862|9c8c55e78c368298c240|79436222f418a7141a17
782,medicine_10595,medicine,"Thiên sơn tuyết liên có thành phần hóa học đa dạng, những hợp chất đó có gì nổi bật?",,False,False,False,0.08205639999869163,70013134782825eb6051|2b0f8b5ef9bb8194de4f|3b9d312c47e60e3e0a53|c22e856ea68f07427ca1|054f125f0bf4a06226e2
783,medicine_8517,medicine,Màu sắc của hạt nhục đậu khấu như thế nào?,1,True,True,True,0.07566059999953723,97922f5ad347851e12e8|bfd74c1aece0777bf95c|f2f955f3878283c51c44|9a23d78a0a883f1327fe|ebd20ea249d8ca8079af
784,medicine_8606,medicine,"Theo nghiên cứu trên chuột mắc bệnh tiểu đường, tác dụng của nấm Chaga là gì?",1,True,True,True,0.09380120000059833,c007d1cc3cc73e6ebd60|c007d1cc3cc73e6ebd60|631a79d762cbea0a0916|0f15b8496f78b6debe47|e04249926fe5708bf96c
785,medicine_11038,medicine,Thảo quả bình vị tán có công dụng gì?,1,True,True,True,0.07200639999791747,d7664f9983c813219ae7|f05ab7bd9c454509b5e6|30bfc348dae5cb219180|c9f66078dee803a8cdba|95f9f42455a8722badc6
786,medicine_10647,medicine,"Những bộ phận nào của cây Thuốc mọi được dùng để trị tiểu tiện quá nhiều, ỉa lỏng và nôn mửa?",1,True,True,True,0.09347080000225105,18310d2ef6fd1f5dd493|23c9ab1e63b4a236b290|f0500fceba2db96fe6f4|d93a4df46f344bc54797|7c71d237882888de1a69
787,medicine_10333,medicine,Nêu tác dụng nổi bật của Tam thất nam theo y học cổ truyền?,1,True,True,True,0.09157480000067153,84ad1bc3aef15514f671|f8253ed4cf3dc77383f0|721d148c9aeb66adbd3c|c96781d8521ef6f46e17|c6c973fd1728f256af6f
788,medicine_8250,medicine,Ngưu hoàng gồm những đặc điểm nào?,,False,False,False,0.06961489999957848,625c3ebe46d9c912b894|d9db87f1753ac1d5f7ef|94ebbc6d758b768056ac|31c3cde39532d48265b5|5bed8bd4228958274d10
789,medicine_5505,medicine,Nơi nào có điều kiện tối ưu nhất cho sự phát triển của Hạ khô thảo?,,False,False,False,0.09089680000033695,817c631c0d3196d178c2|13b8292b94309f590708|4c3121f83f7b2a99301e|74a13f2556729e7d0b0e|0b97964f88544ef3ece9
790,medicine_2534,medicine,"Khi sắc thuốc chữa viêm lợi, nên sắc rễ cây Nổ đặc tới mức nào?",1,True,True,True,0.09254510000027949,8b16956aec81dc06693f|f23c3e0a2e3de5d970bf|91f7aa72355e1e05bed5|69630c82026b949d116d|78e7242ef304e4620cef
791,medicine_13743,medicine,Thành phần hóa học của hạt Đậu mèo gồm những gì?,1,True,True,True,0.07338909999816678,81c897afea79b141524a|ebd20ea249d8ca8079af|054f125f0bf4a06226e2|6135d6c5c703b7a113f8|bfd74c1aece0777bf95c
