kb,question,ground_truth,mrr_score,ap_score,latency_sec,num_relevant,docs_preview
kb2,Dung tích dạ dày bé từ ngày thứ 5 đến ngày thứ 7 sau đẻ là bao nhiêu v a,Khoảng 43 – 57 ml cho mỗi lần bú.,0.0,0.0,0.041,0,"Chăm sóc ngày thứ 4 và ngày thứ 5 Vào ngày thứ 4 và ngày thứ 5 trong giai đoạn c ||| 466 | SỔ THEO DÕI SỨC KHỎE BÀ MẸ VÀ TRẺ EM 1. Công dụng của Sổ theo dõi sức khỏ ||| | 285 * DCTC giải phóng levonorgestrel - Trong vòng 7 ngày đầu kể từ ngày đầu ti ||| Số bữa ăn dặm trong ngày của trẻ từ 6 tháng - 24 tháng Cho trẻ ăn dặm mấy bữa mỗ ||| Tuy nhiên, với những sản phụ đã trải qua giai đoạn chuyển dạ quá khó trước khi q"
kb2,Sưa mẹ chứa bao nhiêu phần trăm là nước các Mom nhỉ,Sữa mẹ chứa tới 88% là nước.,0.0,0.0,0.0444,0,"Câu hỏi	Trả lời	Nguồn: - Tùy theo độ tuổi của bé để bố mẹ cân nhắc việc bổ sung  ||| đường kính ít nhất 3 m. - Các công trình và vật liệu gây ô nhiễm hay gây độc (bu ||| Câu hỏi	Trả lời	Nguồn: • Uống nhiều nước. Các loại nước lạnh None: chua,có mùi d ||| CƠ THỂ PHÁT TRIỂN, TRÍ TUỆ PHÁT TRIỂN ĐỒ CHƠI TỰ LÀM HOẶC SẴN CÓ Vật dụng trong  ||| Các loại bóng bay luôn có sức hấp dẫn mãnh liệt với trẻ và lúc này bé đã có thể "
kb2,Tại sao k nên cho bé bú bình hoặc dùng núm vú giả ạ,"Trẻ bú bằng bình với núm vú giả vì sẽ làm cho trẻ quen bú vú giả bỏ bú mẹ sau này, gây giảm bú và giảm sản xuất sữa.",1.0,1.0,0.0555,5,Hậu quả trẻ ngậm bắt vú sai • Đau núm vú • Tổn thương núm vú • Cương tức vú • Tr ||| Điều kiện 9 Không cho trẻ nhỏ ngậm đầu vú cao su hoặc vú ngậm giả • Đầu vú cao s ||| Điều kiện 8 Khuyến khích cho trẻ bú mẹ theo nhu cầu. Bú theo nhu cầu là cho trẻ  ||| Câu hỏi	Trả lời	Nguồn: - Cũng có thể đơn giản là do tư thế cho bé bú chưa đúng c ||| Nuôi con khi trẻ không chịu bú mẹ (1) Các dấu hiệu nhận biết trẻ không chịu bú m
kb2,Hormon nào chịu trách nhiệm tạo sưa và hormon nào giúp phun sưa ai ơi,Prolactin giúp tạo sữa và Oxytocin giúp phun sữa (tống sữa ra ngoài).,0.2,0.2,0.0491,1,"198 | 2.2. Cận lâm sàng: - FSH ≥ 40mIU/ml - Estradiol < 30pg/ml 2.3 Chẩn đoán -  ||| 3 ĐẾN 6 TUỔI BẠN CÓ THỂ LÀM GÌ ĐỂ BÉ THẤY ĐƯỢC AN TOÀN, YÊN TÂM, YÊU THƯƠNG VÀ T ||| 62 | - Ký hiệu ghi độ lọt của ngôi thai được ghi bằng dấu O, nối các điểm với nh ||| 56 hormone cần thiết trong cơ th ể ngăn rụng tr ứng, làm m ỏng niêm mạc tử cung, ||| 1 CHƯƠNG 1: NHỮNG THAY ĐỔI CỦA BÀ MẸ SAU SINH THAY ĐỔI VỀ NỘI TIẾT Sụt giảm nồng"
kb2,Kích thích phản xạ oxytocin trước khi vắt sữa có quan trọng không z ạ,"Phản xạ oxytocin rất quan trọng giúp tống sữa ra ngoài. Khi bà mẹ vắt sữa, phản xạ oxytocin không thể hoạt động tốt bằng khi trẻ bú. Bà mẹ cần biết cách hỗ trợ cho phản xạ oxytocin, nếu không bà mẹ sẽ gặp khó khăn trong việc vắt sữa.",1.0,1.0,0.046,5,"Phản xạ Oxytocin • Hoạt động trước và trong bữa bú làm cho sữa tiết ra • Tử cung ||| 56 hormone cần thiết trong cơ th ể ngăn rụng tr ứng, làm m ỏng niêm mạc tử cung, ||| Chuẩn bị vắt sữa Chuẩn bị dụng cụ đựng sữa • Chọn một chiếc cốc, ly, lọ hoặc bìn ||| Kích thích phản xạ oxytocin Giúp đỡ bà mẹ vê tâm lý : • Xây dựng niềm tin. • Giả ||| Giải pháp hỗ trợ phản xạ oxytocin hoạt động tốt • Tạo điều kiện cho bà mẹ luôn ở"
kb2,Nếu vú đầy sữa thì sự bài tiết sữa sẽ như thế nào ạ,Nếu vú đầy sữa thì sự bài tiết sữa sẽ dừng lại.,1.0,1.0,0.055,5,Các yếu tố ức chế trong sữa mẹ Nếu vú đầy sữa thì sự bài tiết sữa sẽ dừng lạiChấ ||| Vú căng sữa và cương tức (1) 1. Vú căng sữa ; 2 Cương tức ||| Đặc điểm giải phẫu vú Núm vú Xoang sữa Ống dẫn sữa Tuyến Montgomery Quầng vú Các ||| Viêm vú và tắc ống dẫn sữa Nguyên nhân • Sữa lưu thông kém tại toàn bộ bầu vú là ||| Vú căng sữa và cương tức (2) Vú căng sữa Vú cương tức • Nóng • Đau • Nặng • Phù 
kb2,Hậu quả của việc bé nhà t ngậm bắt vú sai là j,"Gây đau,tổn thương núm vú, cương tức vú, trẻ bú không đủ sữa, trẻ đòi bú liên tục, mỗi lần bú kéo dài hơn bình thường, giảm sự tạo sữa và trẻ không tăng cân.",0.5,0.5333,0.0484,3,"3/8 Nhìn từ bên ngoài Nhìn từ bên trong 3/9 Kỹ thuật cho trẻ ngậm bắt vú (1) Dấu ||| Viêm vú và tắc ống dẫn sữa Nguyên nhân • Sữa lưu thông kém tại toàn bộ bầu vú là ||| Dấu hiệu ngậm bắt vú đúng Kỹ thuật cho trẻ ngậm bắt vú (1) 3/7 Ngậm bắt vú đúng  ||| Phản xạ tìm kiếm Khi có một vật chạm vào môi, trẻ mở miệng đưa lưỡi xuống dưới v ||| 37 Cách nâng bầu vú khi cho trẻ bú - Ngón tay cái để trên vú. - Các ngón tay còn"
kb2,Có bao nhiêu trường hợp các Mom đc khuyến nghị cần vắt sưa,"Có 7 trường hợp chính:                                                                                                                                       1. Để lại sữa cho con khi mẹ đi làm.
2. Nuôi trẻ nhẹ cân, không thể bú mẹ được.
3. Nuôi trẻ bệnh, không thể bú đủ.
4. Duy trì nguồn sữa khi bà mẹ hoặc trẻ bị ốm.
5. Ngăn không cho sữa chảy ra khi mẹ đi làm xa.
6. Giúp trẻ ngậm bắt bầu vú đang căng đầy.
7. Giúp cải thiện tình trạng cương tức vú",0.0,0.0,0.05,0,"7 Sản dịch: - Là d ịch t ừ trong đư ờng sinh d ục mà ch ủ yếu là t ừ buồng tử cu ||| AN TOÀN VÀ PHÒNG CHỐNG THƯƠNG TÍCH • Trẻ em không an toàn khi đi trên máy kéo và ||| 3 ĐẾN 6 TUỔI BẠN CÓ THỂ LÀM GÌ ĐỂ BÉ THẤY ĐƯỢC AN TOÀN, YÊN TÂM, YÊU THƯƠNG VÀ T ||| 160 | - Đặt tiếp cành thứ hai, đối xứng để khớp với cành thứ nhất. Nếu cành thứ  ||| XỬ LÝ CÁC VẤN ĐỀ VỀ HÀNH VI ĂN VẠ ĐIỀU GÌ ĐANG XẢY RA? “Nếu bé tức giận hoặc khô"
kb2,Cách chuẩn bị dụng cụ đựng sưa trước khi vắt như thế nào,"Chọn cốc miệng rộng, rửa bằng xà phòng và nước(bà mẹ có thể chuẩn bị từ hồm trước), rót nước sôi vào cốc và để trong vài phút. Nước đang sôi sẽ tiêu diệt hầu hết các vi khuẩn. Khi đã sẵn sàng vắt sữa thì đỏ nước đi.",1.0,1.0,0.0391,1,"Chuẩn bị vắt sữa Chuẩn bị dụng cụ đựng sữa • Chọn một chiếc cốc, ly, lọ hoặc bìn ||| 160 | - Đặt tiếp cành thứ hai, đối xứng để khớp với cành thứ nhất. Nếu cành thứ  ||| 16 | 1.4.2. Sấy khô. - Phương pháp này chỉ dùng cho các dụng cụ y tế bằng kim lo ||| AN TOÀN VÀ PHÒNG CHỐNG THƯƠNG TÍCH • Trẻ em không an toàn khi đi trên máy kéo và ||| chỉ định. * Lưu ý - Theo dõi nhịp tim, quan sát các dấu hiệu suy hô hấp trong su"
kb2,Sưa mẹ bảo quản trong ngăn mát tủ lạnh (<4°C) đc bao lâu mn ơi,Tốt nhất trong 4 ngày và có thể để tới 8 ngày.,1.0,1.0,0.0581,1,"Bảo quản sữa mẹ đã vắt ra Nơi bảo quản Nhiệt độ Thời gian bảo quản  Ở nhiệt độ  ||| Tránh các loại chai/ túi có ký hiệu tái chế số 7 (Bisphenol-A), biểu tượng này c ||| 1 ĐẾN 2 TUỔI NHỮNG HOẠT ĐỘNG BẠN CÓ THỂ LÀM CÙNG BÉ • Đọc và kể chuyện. Xem và đ ||| Sữa mẹ có thể được bảo quản trong túi đá giữ nhiệt tối đa 24 giờ nếu bạn đi du l ||| | 417  Bơm hút MVA Plus, ống hút Ipas EasyGrip và ống hút mềm Karman có thể sử "
kb2,Thời gian bảo quản sưa mẹ trong ngăn đá tủ lạnh (-18 đến -20°C),Tốt nhất trong 6 tháng và có thể lên tới 12 tháng.,0.0,0.0,0.0565,0,"Bảo quản sữa mẹ đã vắt ra Nơi bảo quản Nhiệt độ Thời gian bảo quản  Ở nhiệt độ  ||| Tránh các loại chai/ túi có ký hiệu tái chế số 7 (Bisphenol-A), biểu tượng này c ||| Câu hỏi	Trả lời	Nguồn: Trẻ bú bao nhiêu lần trong ngày là đủ ? khoảng cách giữa  ||| Sữa mẹ có thể được bảo quản trong túi đá giữ nhiệt tối đa 24 giờ nếu bạn đi du l ||| | 399 HƯỚNG DẪN CHUNG Phá thai là chủ động sử dụng các phương pháp khác nhau để "
kb2,Cách rã đông và làm nóng sưa mẹ đã vắt ra đúng cách như thế nào v ạ,"• Rã đông sữa: Đưa sữa lên ngăn mát tủ lạnh cho đỡ đông sau đó để ở nhiệt độ thường cho tan hết đá, lắc đều sữa rồi làm nóng sữa.
• Làm nóng sữa: Ngâm bình sữa trong nước nóng vài phút khi sữa ấm lên là được. Không đun sôi sữa, không làm nóng sữa bằng lò vi sóng.",1.0,0.8875,0.0593,4,"Sữa mẹ có thể được bảo quản trong túi đá giữ nhiệt tối đa 24 giờ nếu bạn đi du l ||| 52 - Không l ắc bình s ữa m ới rã đông và tránh rã đông nhanh trong nước sôi. ||| 49 - Trước khi vắt sữa, bà mẹ cần rửa tay sạch sẽ và dùng khăn mềm, sạch lau qua ||| Chuẩn bị vắt sữa Chuẩn bị dụng cụ đựng sữa • Chọn một chiếc cốc, ly, lọ hoặc bìn ||| Cho trẻ ăn sữa mẹ đã vắt ra • Rã đông sữa: Đưa sữa lên ngăn mát tủ lạnh cho đỡ đ"
kb2,10 điều kiện nuôi con bằng sưa mẹ thành công bao gồm những j,"Các cơ sở y tế có nhiệm vụ chăm sóc sức khoẻ bà mẹ và trẻ em cần:
1. Có bản qui định về nuôi con bằng sữa mẹ và được phổ biến thường xuyên cho cán bộ y tế.
2. Đào tạo cho tất cả cán bộ y tế những kỹ năng cần thiết để thực hiện quy định này.
3. Thông tin cho tất cả phụ nữ có thai về lợi ích và cách thực hiện nuôi con bằng sữa mẹ.
4. Giúp các bà mẹ bắt đầu cho con bú trong vòng 1 giờ đầu sau đẻ.
5. Chỉ dẫn cho các bà mẹ cách cho con bú và duy trì nguồn sữa ngay cả khi phải xa con.
6. Không cho trẻ sơ sinh bất cứ đồ ăn thức uống gì ngoài sữa mẹ, trừ khi có chỉ định của y tế.
7. Thực hiện mẹ con ở cùng phòng để con gần mẹ suốt 24 giờ trong ngày.
8. Khuyến khích cho trẻ bú theo nhu cầu.
9. Không cho trẻ nhỏ đang bú mẹ ngậm bất cứ loại vú giả hoặc đầu vú cao su nào.
10. Khuyến khích thành lập các nhóm hỗ trợ nuôi con bằng sữa mẹ và giới thiệu các bà mẹ tới đó sau khi họ ra viện.",1.0,0.7,0.0474,3,"Điều kiện 1 Có bản qui định về nuôi con bằng sữa mẹ và được phổ biến thường xuyê ||| Cha mẹ của trẻ có thể sẽ ngạc nhiên về những trò chơi thú vị mà họ có thể mang l ||| | 399 HƯỚNG DẪN CHUNG Phá thai là chủ động sử dụng các phương pháp khác nhau để  ||| Tắc tia sữa sau sinh: Nguyên nhân, biểu hiện, chẩn đoán và phòng ngừa 19/06/2023 ||| Tránh các loại chai/ túi có ký hiệu tái chế số 7 (Bisphenol-A), biểu tượng này c"
kb2,Bú mẹ theo nhu cầu đc định nghĩa như thế nào chat ơi,"Bú theo nhu cầu là cho trẻ bú bất cứ khi nào trẻ hoặc bà mẹ muốn, không hạn chế
thời gian và số lần bú.",0.3333,0.3333,0.0824,1,"Câu hỏi	Trả lời	Nguồn: Nghén ảnh hưởng như thế nào đến thai?	""Lắng nghe không ph ||| Đặc biệt, Cá hồi là món cung cấp chất dinh dưỡng rất thích hợp cho những bà mẹ m ||| MẪU QUAN SÁT MỘT BỮA BÚ (1) Tên bà mẹ ............................. Ngày quan sá ||| TÓM TẮT NỘI DUNG CHIẾN LƯỢC TOÀN CẦU VỀ NDTN (1) Cần thúc đẩy các Quốc gia trên "
kb2,Dấu hiệu chắc chắn cho thấy các Mom k đủ sưa là j,"Trẻ tăng cân kém: dưới 500g/1tháng (trong 6 tháng đầu trả phải tăng ít nhất 500gam/1tháng). Đi tiểu ít(dưới 6 lần/ngày) và nước tiểu cô đặc, nặng mùi và có màu vàng.",0.0,0.0,0.064,0,"62 | - Ký hiệu ghi độ lọt của ngôi thai được ghi bằng dấu O, nối các điểm với nh ||| 366 | KỸ NĂNG SỐNG LIÊN QUAN ĐẾN SỨC KHỎE SINH SẢN/SỨC KHỎE TÌNH DỤC CỦA VỊ THÀN ||| 266 |  Cố định đầu trẻ bằng tay phải, cầm đèn bằng tay trái. Đưa lưỡi đèn vào d ||| 0 ĐẾN 6 THÁNG TUỔI ĐỒ CHƠI GIÚP BÉ VUI VÀ HỌC Những thứ để nhìn: • Đồ vật di độn"
kb2,Cách xử trí khi vú bị căng sưa hoặc cương tức fải làm sao,"Cho con bú thường xuyên hơn, bú đúng cách và dùng bơm để hút bớt sữa ra.",1.0,0.7,0.0454,3,"Nuôi con nhỏ khi bà mẹ gặp khó khăn về tình trạng vú Tình trạng khó khăn về vú t ||| Vú căng sữa và cương tức (1) 1. Vú căng sữa ; 2 Cương tức ||| 440 | XƠ CỨNG VẬT HANG 1. Đại cương Bệnh xơ cứng vật hang còn gọi là bệnh La Pey ||| Vú căng sữa và cương tức (2) Vú căng sữa Vú cương tức • Nóng • Đau • Nặng • Phù  ||| 40 - Bầu ngực của mẹ bắt đầu xuất hiện những cục cứng, gồ ghể, có kích thước khá"
kb2,Nguyên nhân gây tắc ống dẫn sưa và viêm vú là j mn ơi,"Nguyên nhân:                                                                                                                                                                     • Sữa lưu thông kém tại toàn bộ bầu vú là do bà mẹ không cho trẻ bú thường xuyên hoặc trẻ bú không hiệu quả. Trẻ ngậm bắt vú không đúng.
• Sữa lưu thông kém tại một phần vú có thể do bú không hiệu quả, áo quá chật đè vào bầu vú, đặc biệt là áo nịt ngực vào ban đêm, hoặc ngón tay bà mẹ kẹp vào bầu vú khi cho trẻ bú.
• Trẻ ngậm bắt vú kém sẽ làm nứt núm vú, từ đó vi khuẩn sẽ xâm nhập vào mô vú và có thể gây ra viêm vú.",1.0,1.0,0.0422,5,"Triệu chứng và mối liên hệ giữa tắc ống dẫn sữa và viêm vú ||| 42 khiến sữa bị tắc, không thể thoát ra ngoài d ẫn đến tình trạng sữa đông kết,  ||| | 181 BỆNH VÚ LÀNH TÍNH 1. Đại cương Bệnh vú lành tính là tất cả các bệnh lý của ||| Nuôi con nhỏ khi bà mẹ gặp khó khăn về tình trạng vú Tình trạng khó khăn về vú t ||| Tắc tia sữa sau sinh: Nguyên nhân, biểu hiện, chẩn đoán và phòng ngừa 19/06/2023"
kb2,Cách xử trí nứt núm vú cho mẹ bỉm sau bú bs ơi,"Sau mỗi lần trẻ bú hãy vắt một ít sữa bôi xung quanh núm và đầu vú. Điều này sẽ giúp chóng lành vết thương. Không nên rửa đầu vú bằng xà phòng hoặc khắc khô ráp, làm mất đi chất dầu tự nhiên có ở da núm vú càng gây khô nứt hơn hoặc dùng các loại thuốc hoặc dầu bôi sẽ gây kích ứng da núm vú và chưa có bằng chứng nói rằng các loại thuốc này có tác dụng.",1.0,1.0,0.0512,5,Nuôi con nhỏ khi bà mẹ gặp khó khăn về tình trạng vú Tình trạng khó khăn về vú t ||| 38 - Cho trẻ bú không đúng cách - Tắc tia sữa - Áo ngực quá chặt Biểu hiện - Hai ||| Viêm vú và tắc ống dẫn sữa Nguyên nhân • Sữa lưu thông kém tại toàn bộ bầu vú là ||| Xử trí các trường hợp núm vú phẳng và tụt vào trong (1) • Cải thiện tình trạng v ||| Điều trị tắc ống dẫn sữa và viêm vú Cải thiện sự lưu thông sữa ở phần vú bị bệnh
kb2,Triệu chứng khi núm vú bị nhiễm nấm Candida các Mom ơi,"Triệu chứng
• Núm vú của bà mẹ rất đau và ngứa. Đau phải bỏng như có kim châm vào.
• Da bầu vú có thể đỏ, căng bóng và bong ra từng mảng. Núm vú và quầng vú
có thể mất đi một số sắc tố.
• Thường xảy ra sau khi điều trị viêm vú hoặc nhiễm khuẩn khác.
• Kiểm tra xem trẻ có bị tưa, đốm trắng ở miệng hoặc đốm nốt ở mông.",1.0,0.8042,0.0537,4,Núm vú nhiễm nấm Candida Triệu chứng • Núm vú của bà mẹ rất đau và ngứa. Đau phả ||| Khảo sát chất tiết âm đạo Soi tươi với nước muối sinh lý: - Vài đến nhiều tế bào ||| Nấm miệng (tưa miệng) ở trẻ nhỏ Hình ảnh của nấm miệng là các mảng trắng hoặc và ||| | 181 BỆNH VÚ LÀNH TÍNH 1. Đại cương Bệnh vú lành tính là tất cả các bệnh lý của ||| 43 - Cho con bú không đúng tư th ế gây tổn thương đầu vú mẹ - Sử dụng má y hút s
kb2,Bé sinh thấp cân đc kđịnh nghĩa là j vậy ạ,"Là trẻ sinh ra có cân nặng dưới 2500 gram, bao gồm cả trẻ sinh non và sinh đủ tháng.",1.0,1.0,0.0453,1,"Đặc điểm chung của trẻ sinh thấp cân • Trẻ sinh thấp cân là trẻ sinh ra có cân n ||| Trẻ 21 tháng chậm phát triển chiều cao, chân tay ngắn có nguy cơ mắc bệnh lùn kh ||| Câu hỏi	Trả lời	Nguồn: - Ngoài kiểm tra sức khỏe cho người mẹ None: trẻ sơ sinh  ||| lâm sàng. - Eo dưới: góc vòm vệ nhọn là khung chậu giới hạn eo dưới. 2.3.2. Các  ||| Dấu hiệu cảnh báo trẻ chậm biết đi Bài viết được tư vấn chuyên môn bởi Bác sĩ ch"
kb2,Lượng sưa cần cho bé nhà mình từ khi sinh đến 1 tháng tuổi là bao nhiêu mỗi ngày,"Tổng cộng khoảng 480 ml/ngày, chia làm 8 bữa, mỗi bữa 60 ml.",0.5,0.5,0.0563,1,"Số bữa ăn dặm trong ngày của trẻ từ 6 tháng - 24 tháng Cho trẻ ăn dặm mấy bữa mỗ ||| Ước tính lượng sữa cần cho trẻ mỗi ngày Tuổi của trẻ Số bữa ăn/ngày Lượng sữa/bữ ||| Trắc nghiệm: Sự phát triển tinh thần, vận động của bé thế nào là đúng chuẩn? Khi ||| 14 Duy trì sức khỏe trẻ • Kiểm tra xác định bé dựa trên mẹ vào mỗi ca trực • Thự ||| Câu hỏi	Trả lời	Nguồn: Sau khi sinh None: trẻ vẫn cần nhận vitamin K từ sữa mẹ h"
kb2,Tổng lượng sưa cần thiết cho bé từ 4 đến 6 tháng tuổi mỗi ngày,"Khoảng 900 ml/ngày, chia làm 6 bữa, mỗi bữa 150 ml.",0.5,0.5,0.056,1,Số bữa ăn dặm trong ngày của trẻ từ 6 tháng - 24 tháng Cho trẻ ăn dặm mấy bữa mỗ ||| Ước tính lượng sữa cần cho trẻ mỗi ngày Tuổi của trẻ Số bữa ăn/ngày Lượng sữa/bữ ||| các dị tật của thai Nếu có điều kiện: xét nghiệm triple test vào tuổi thai 16 -1 ||| 466 | SỔ THEO DÕI SỨC KHỎE BÀ MẸ VÀ TRẺ EM 1. Công dụng của Sổ theo dõi sức khỏ ||| 14 Duy trì sức khỏe trẻ • Kiểm tra xác định bé dựa trên mẹ vào mỗi ca trực • Thự
kb2,Kỹ thuật cho bé ăn bằng cốc đúng cách là như thế nào mn ơi,"Hướng dẫn bà mẹ cho trẻ ăn bằng cốc
• Rửa tay sạch.
• Chuẩn bị lượng sữa đủ một bữa ăn của trẻ
• Bế trẻ ngồi thẳng hoặc nghiêng trong lòng mẹ
• Đặt cốc vào môi trẻ, nghiêng cốc sao cho sữa vừa chạm vào môi trẻ giúp trẻ cảm nhận được và dùng lưỡi liếm, mút sữa vào miệng.
• Không rót sữa vào miệng trẻ để tập phản xạ mút cho trẻ.
• Khi nhận đủ sữa trẻ sẽ ngậm miệng lại không ăn nữa.
• Đo lượng sữa trẻ ăn được theo ngày (không tính theo bữa) để đảm bảo trẻ nhận đủ sữa cần thiết.",1.0,1.0,0.0509,5,"Hướng dẫn bà mẹ cho trẻ ăn bằng cốc • Rửa tay sạch. • Chuẩn bị lượng sữa đủ một  ||| Cho bé ăn dặm từ lỏng đến đặc Nên cho trẻ ăn bột loãng từ 2 - 3 ngày sau đó tăng ||| Phản xạ tìm kiếm Khi có một vật chạm vào môi, trẻ mở miệng đưa lưỡi xuống dưới v ||| Điều kiện 9 Không cho trẻ nhỏ ngậm đầu vú cao su hoặc vú ngậm giả • Đầu vú cao s ||| CHĂM SÓC TRẺ C H Ă M S Ó C R Ă N G M I Ệ N G C Ủ A T R Ẻ Khi trẻ 3 tuổi, trẻ sẽ "
kb2,Hậu quả của thiếu dinh dưỡng trong 3 tháng cuối thai kỳ là j v,Con đẻ ra có nguy cơ bị nhẹ cân và mắc bệnh tiểu đường về sau.,0.0,0.0,0.048,0,"Tầm quan trọng của chăm sóc dinh dưỡng bà mẹ thời kỳ mang thai và NCBSM Tình trạ ||| Câu hỏi	Trả lời	Nguồn: • Một số nghiên cứu cho thấy uống vitamine 3 tháng trước  ||| Nếu XNTĐH dương tính cần khám chuyên ngành nội khoa kết hợp với thăm khám thai đ ||| Câu hỏi	Trả lời	Nguồn: Trẻ sơ sinh gần như ngủ suốt ngày đêm None: chỉ thức dậy  ||| Khóc mà không có lý do rõ ràng. Khó ngủ, khó ăn và khó đưa ra lựa chọn. Tự hỏi l"
kb2,Phụ nữ Châu Á mang thai nên tăng bao nhiêu kg là hợp lý v,Mức tăng cân trung bình nên đạt từ 10 - 12 kg.,0.0,0.0,0.0581,0,"Khuyến nghị tăng cân hợp lý khi mang thai Khuyến nghị mức tăng cân dựa trên tình ||| Câu hỏi	Trả lời	Nguồn: Một số yếu tố làm tăng nguy cơ mắc tiểu đường thai kỳ là  ||| Nếu sản phụ gặp khó khăn khi đi đại tiện, lưu ý không nên dùng sức để rặn mà nên ||| Nhu cầu năng lượng của phụ nữ Việt Nam theo lứa tuổi, tình trạng sức khỏe và mức ||| | 39 TƯ VẤN CHO PHỤ NỮ CÓ THAI Tư vấn cho phụ nữ có thai là quá trình giao ti ếp"
kb2,Nhu cầu năng lượng bổ sung hàng ngày cho mẹ bỉm nuôi con bú 6 tháng đầu,Cần bổ sung thêm khoảng 505 - 675 kcal mỗi ngày so với bình thường(tương đương 3 bát cơm).,0.2,0.2,0.1134,1,Số bữa ăn dặm trong ngày của trẻ từ 6 tháng - 24 tháng Cho trẻ ăn dặm mấy bữa mỗ ||| Nuôi con bằng sữa mẹ trong 7 ngày đầu sau sinh • Cho trẻ tiếp xúc da kề da và bú ||| Nhu cầu năng lượng theo tuổi của trẻ và năng lượng từ sữa mẹ ||| KHUYẾN NGHỊ VỀ NCBSM (2) Cho trẻ bú kéo dài đến 24 tháng hoặc lâu hơn • Từ 6 thá ||| Nhu cầu dinh dưỡng của bà mẹ thời kỳ mang thai và NCBSM Nhu cầu dinh dưỡng /ngày
kb2,Những loại đồ uống nào mẹ bỉm mang thai nên hạn chế ạ,"Không nên dùng các loại đồ uống kích thích như rượu, cà phê, thuốc lá, nước chè đặc...",1.0,1.0,0.0484,1,"Những đồ ăn thức uống nên hạn chế Khi mang thai • Không nên dùng các loại đồ uốn ||| Sữa mẹ có thể được bảo quản trong túi đá giữ nhiệt tối đa 24 giờ nếu bạn đi du l ||| Câu hỏi	Trả lời	Nguồn: • Uống nhiều nước. Các loại nước lạnh None: chua,có mùi d ||| | 37 6. Cung cấp thuốc thiết yếu. - Thuốc sốt rét (vùng sốt rét lưu hành) theo p ||| Câu hỏi	Trả lời	Nguồn: Tác hại của việc uống quá nhiều sữa là gì?	""Mặc dù sữa tư"
kb2,Khuyến nghị về số lần khám thai tối thiểu trong thai kỳ các Mom,"Nên đi khám thai ít nhất 3 lần, mỗi quý khám thai một lần.",0.5,0.45,0.0539,2,"42 | QUẢN LÝ THAI Quản lý thai là các biện pháp giúp cán bộ y tế xã nắm chắc số  ||| Câu hỏi	Trả lời	Nguồn: Em đang trong giai đoạn hậu sản, cho em hỏi kinh nguyệt s ||| | 91 3.3. Chửa trứng. Chửa trứng là bệnh của rau trong đó gai rau thoái hóa thàn ||| các dị tật của thai Nếu có điều kiện: xét nghiệm triple test vào tuổi thai 16 -1 ||| trong 3 tháng đầu thai kỳ và tốt nhất là cho phụ nữ muốn có thai. Đặc biệt ở nhữ"
kb2,Đặc tính của sữa non là j,"• Bài tiết trong vài ngày đầu sau đẻ.
• Sữa non sánh đặc có màu vàng nhạt hoặc trong.
• Nhiều năng lượng, chất đạm, Nhiều vitamin A, kháng thể và tế bào bạch cầu.
• có tác dụng xổ nhẹ giúp trẻ thải phân su.
• Là thức ăn tốt nhất cho trẻ trong tuần đầu, đã có sẵn ở vú mẹ ngay khi sinh.",1.0,1.0,0.0454,5,"Sự khác nhau giữa sữa non và sữa trưởng thành Fat Protein Lactose Sữa đầu Sữa cu ||| Các yếu tố ức chế trong sữa mẹ Nếu vú đầy sữa thì sự bài tiết sữa sẽ dừng lạiChấ ||| Câu hỏi	Trả lời	Nguồn: Không nên cho trẻ uống sữa vắt trực tiếp None: thay vào đ ||| Câu hỏi	Trả lời	Nguồn: Độ tuổi nào thì nên cho bé dùng sữa tươi?	""Sữa tươi chứa  ||| 51 Trong ngăn mát tủ lạnh, nhiệt độ ≤-4 độ C thời gian bảo quản tốt nhất 4 ngày "
kb2,Sự khác biệt về hàm lượng Protein giữa sưa mẹ và sữa bò mn nhỉ,• Lượng protein trong sữa mẹ: Lượng chính xác và dễ tiêu hóa.                                                                • Lượng protein trong sữa bò: khó tiêu hóa.,1.0,1.0,0.0511,5,Sự khác nhau về chất lượng protein trong các loại sữa Sữa bòSữa người Whey prote ||| So sánh các chất dinh dưỡng trong sữa mẹ và sữa động vật ||| Sự khác nhau giữa sữa non và sữa trưởng thành Fat Protein Lactose Sữa đầu Sữa cu ||| Câu hỏi	Trả lời	Nguồn: - Thành phần dinh dưỡng trong sữa tươi có chứa rất ít sắt ||| Câu hỏi	Trả lời	Nguồn: Sữa tươi hay sữa bột đều có những ưu và nhược điểm của nó
