scenario_id,scenario_title,source_note,method,memory_mode,question,raw_history_messages,processed_history_messages,raw_history_chars,processed_history_chars,history_reduction_percent,api_calls_logged,summary_tokens,rewrite_tokens,api_tokens_logged_total,api_tokens_logged_each,elapsed_s,rewritten_question,intent,context_ok,matched_keywords,missing_keyword_groups,error
child_constipation,Điều chỉnh ăn uống khi trẻ 3 tuổi táo bón,KB1 câu 190.,summary_only,summary_only,Còn nhóm thực phẩm đó nên tăng cho bé để cải thiện tình trạng gì?,10,1,882,309,64.97,2,574,993,1567,574 | 993,0.999,Nhóm thực phẩm giàu chất xơ nên được tăng cường cho trẻ 3 tuổi để cải thiện tình trạng táo bón và đi ngoài khó khăn.,RAG,True,táo bón | 3 tuổi | chất xơ,,
child_constipation,Điều chỉnh ăn uống khi trẻ 3 tuổi táo bón,KB1 câu 190.,acm,light_summary,Còn nhóm thực phẩm đó nên tăng cho bé để cải thiện tình trạng gì?,10,10,882,882,0.0,1,0,1174,1174,1174,0.452,"Nhóm thực phẩm giàu chất xơ như rau xanh, đu đủ hoặc mận nên được tăng cường cho trẻ 3 tuổi để cải thiện tình trạng táo bón và đi ngoài khó khăn.",RAG,True,táo bón | 3 tuổi | chất xơ,,
newborn_jaundice,Phân biệt vàng da sinh lý và bệnh lý ở trẻ 5 ngày tuổi,KB1 câu 153.,no_memory,none,Còn loại đó có những dấu hiệu nào cho thấy bé cần đi khám?,10,0,884,0,100.0,1,0,888,888,888,0.398,Dấu hiệu nào cho thấy trẻ cần đi khám và làm gì khi nhận thấy những dấu hiệu đó?,RAG,False,đi khám,(vàng da bệnh lý OR vàng da) | (5 ngày OR trẻ 5 ngày),
newborn_jaundice,Phân biệt vàng da sinh lý và bệnh lý ở trẻ 5 ngày tuổi,KB1 câu 153.,fixed_window,last_6_messages,Còn loại đó có những dấu hiệu nào cho thấy bé cần đi khám?,10,6,884,527,40.38,1,0,1064,1064,1064,0.46,"Trẻ 6 tháng tuổi có những dấu hiệu nào cho thấy cần đi khám sức khỏe định kỳ để theo dõi cân nặng, chiều cao, các mốc phát triển tâm vận động và nhận tư vấn về dinh dưỡng, tiêm chủng?",RAG,False,đi khám,(vàng da bệnh lý OR vàng da) | (5 ngày OR trẻ 5 ngày),
newborn_jaundice,Phân biệt vàng da sinh lý và bệnh lý ở trẻ 5 ngày tuổi,KB1 câu 153.,full_history,full,Còn loại đó có những dấu hiệu nào cho thấy bé cần đi khám?,10,10,884,884,0.0,1,0,1183,1183,1183,0.556,"Dấu hiệu vàng da xuất hiện sớm trong 1 đến 2 ngày đầu, lan rộng, kéo dài hoặc kèm bỏ bú, nôn, sốt, khóc nhiều hay phân bạc màu cần được khám cho trẻ 5 ngày tuổi.",RAG,True,vàng da | 5 ngày | xuất hiện sớm,,
newborn_jaundice,Phân biệt vàng da sinh lý và bệnh lý ở trẻ 5 ngày tuổi,KB1 câu 153.,summary_only,summary_only,Còn loại đó có những dấu hiệu nào cho thấy bé cần đi khám?,10,1,884,275,68.89,2,585,986,1571,585 | 986,0.931,Dấu hiệu vàng da bệnh lý ở trẻ 5 ngày tuổi bao gồm gì và khi nào cần đi khám?,RAG,True,vàng da bệnh lý | 5 ngày | đi khám,,
newborn_jaundice,Phân biệt vàng da sinh lý và bệnh lý ở trẻ 5 ngày tuổi,KB1 câu 153.,acm,light_summary,Còn loại đó có những dấu hiệu nào cho thấy bé cần đi khám?,10,10,884,884,0.0,1,0,1183,1183,1183,0.466,"Dấu hiệu vàng da xuất hiện sớm trong 1 đến 2 ngày đầu, lan rộng, kéo dài hoặc kèm bỏ bú, nôn, sốt, khóc nhiều hay phân bạc màu cần được khám cho trẻ 5 ngày tuổi.",RAG,True,vàng da | 5 ngày | xuất hiện sớm,,
child_fever,Ngưỡng sốt và dấu hiệu nguy hiểm ở trẻ 18 tháng,KB1 câu 10 và 185.,no_memory,none,Còn mức nhiệt đó kèm biểu hiện nào thì phải đưa bé đi khám?,10,0,774,0,100.0,1,0,888,888,888,0.562,"Bé cần được đưa đi khám khi xuất hiện các biểu hiện bất thường kèm theo mức nhiệt cao, bao gồm cả sốt và các triệu chứng khác như nôn mửa, tiêu chảy, hoặc khó thở.",RAG,False,sốt | khó thở,(18 tháng OR trẻ 18 tháng),
child_fever,Ngưỡng sốt và dấu hiệu nguy hiểm ở trẻ 18 tháng,KB1 câu 10 và 185.,fixed_window,last_6_messages,Còn mức nhiệt đó kèm biểu hiện nào thì phải đưa bé đi khám?,10,6,774,522,32.56,1,0,1065,1065,1065,0.457,Khi nào thì cần đưa trẻ đi khám sức khỏe định kỳ nếu bé vẫn đang khỏe mạnh và có biểu hiện sốt kèm mức nhiệt cụ thể?,RAG,False,sốt | đi khám,(18 tháng OR trẻ 18 tháng),
child_fever,Ngưỡng sốt và dấu hiệu nguy hiểm ở trẻ 18 tháng,KB1 câu 10 và 185.,full_history,full,Còn mức nhiệt đó kèm biểu hiện nào thì phải đưa bé đi khám?,10,10,774,774,0.0,1,0,1164,1164,1164,0.439,"Khi nào thì cần đưa bé 18 tháng tuổi đi khám khi sốt kèm các biểu hiện nguy hiểm như li bì, khó thở, co giật hoặc sốt cao không hạ?",RAG,True,sốt | 18 tháng | li bì,,
child_fever,Ngưỡng sốt và dấu hiệu nguy hiểm ở trẻ 18 tháng,KB1 câu 10 và 185.,summary_only,summary_only,Còn mức nhiệt đó kèm biểu hiện nào thì phải đưa bé đi khám?,10,1,774,259,66.54,2,566,981,1547,566 | 981,0.94,Mức nhiệt độ sốt nào kèm theo biểu hiện nào thì phải đưa trẻ 18 tháng tuổi đi khám sức khỏe?,RAG,True,sốt | 18 tháng | đi khám,,
child_fever,Ngưỡng sốt và dấu hiệu nguy hiểm ở trẻ 18 tháng,KB1 câu 10 và 185.,acm,keep_all,Còn mức nhiệt đó kèm biểu hiện nào thì phải đưa bé đi khám?,10,10,774,774,0.0,1,0,1164,1164,1164,0.489,"Khi nào thì cần đưa trẻ 18 tháng tuổi đi khám khi sốt kèm các biểu hiện nguy hiểm như li bì, khó thở, co giật hoặc sốt cao không hạ?",RAG,True,sốt | 18 tháng | li bì,,
postpartum_urinary_retention,Xử trí bí tiểu sau sinh,KB1 câu 104--108.,no_memory,none,Còn biện pháp đó được dùng để hỗ trợ tình trạng nào sau sinh?,10,0,842,0,100.0,1,0,888,888,888,0.487,Biện pháp hỗ trợ tình trạng nào sau sinh?,RAG,False,sau sinh,(bí tiểu OR tiểu tồn lưu) | (vận động sớm OR 3 giờ OR tập tiểu),
postpartum_urinary_retention,Xử trí bí tiểu sau sinh,KB1 câu 104--108.,fixed_window,last_6_messages,Còn biện pháp đó được dùng để hỗ trợ tình trạng nào sau sinh?,10,6,842,542,35.63,1,0,1068,1068,1068,0.399,Biện pháp hỗ trợ sau sinh được dùng để hỗ trợ tình trạng nào sau sinh?,RAG,False,sau sinh,(bí tiểu OR tiểu tồn lưu) | (vận động sớm OR 3 giờ OR tập tiểu),
postpartum_urinary_retention,Xử trí bí tiểu sau sinh,KB1 câu 104--108.,full_history,full,Còn biện pháp đó được dùng để hỗ trợ tình trạng nào sau sinh?,10,10,842,842,0.0,1,0,1163,1163,1163,0.524,Còn biện pháp vận động sớm và tập đi tiểu mỗi 3 giờ một lần được dùng để hỗ trợ tình trạng tiểu tồn lưu hoặc bí tiểu sau sinh.,RAG,True,bí tiểu | sau sinh | vận động sớm,,
postpartum_urinary_retention,Xử trí bí tiểu sau sinh,KB1 câu 104--108.,summary_only,summary_only,Còn biện pháp đó được dùng để hỗ trợ tình trạng nào sau sinh?,10,1,842,252,70.07,2,564,977,1541,564 | 977,7.08,Biện pháp hỗ trợ vận động sớm và tập đi tiểu mỗi 3 giờ một lần được dùng để hỗ trợ tình trạng tiểu tồn lưu hoặc bí tiểu sau sinh.,RAG,True,bí tiểu | sau sinh | vận động sớm,,
postpartum_urinary_retention,Xử trí bí tiểu sau sinh,KB1 câu 104--108.,acm,light_summary,Còn biện pháp đó được dùng để hỗ trợ tình trạng nào sau sinh?,10,10,842,842,0.0,1,0,1163,1163,1163,0.513,Còn biện pháp vận động sớm và tập đi tiểu mỗi 3 giờ một lần được dùng để hỗ trợ tình trạng tiểu tồn lưu hoặc bí tiểu sau sinh.,RAG,True,bí tiểu | sau sinh | vận động sớm,,
