question_id,kb,source_row,budget,question,reference_answer,expected_source,answer,valid_answer,retrieved_doc_count,generation_doc_count,context_estimated_tokens,context_chars,rouge_l_f1,latency_seconds,generation_sources,error
Q017,KB1,280,1500,"em thấy trên thị trường có nhiều loại tã quá, làm sao để em chọn được loại tã giấy vừa vặn và thoải mái nhất cho bé nhà em ạ?","Cách chọn bỉm cho trẻ theo độ tuổi: • Trẻ sơ sinh: Trong khoảng 3 ngày đầu, trẻ sẽ đi phân su màu đen với số lượng không nhiều. Những ngày tiếp theo trẻ đi tè và ị nhiều hơn. Mẹ có thể đóng tã giấy, hoặc dùng miếng lót phân su và mặc cùng với tã quần cho bé. • Trẻ 1 - 2 tháng: Bé sẽ đi vệ sinh rất nhiều, mỗi ngày từ 8 - 10 lần. Do trẻ bú nhiều hơn, phân cũng lỏng chứ không chặt như ban đầu. Ban ngày mẹ có thể dùng tã giấy, ban đêm thay tã quần để phân và nước tiểu không bị tràn, giúp con thoải mái hơn. • Từ 3 tháng tuổi trở lên: Bé đi nặng ít hơn, chỉ khoảng 2 - 3 lần mỗi ngày, nhưng số lượng mỗi lần sẽ nhiều. Mẹ có thể cho bé đóng bỉm hoàn toàn mà không dùng tã giấy, hoặc dùng tã vải để vừa tiết kiệm vừa tránh hăm tã. Cách chọn bỉm cho trẻ theo cân nặng: • Tã Newborn: Trẻ sơ sinh dưới 1 tháng tuổi và nhẹ hơn 5 kg • Size S: Tùy theo mỗi hãng tã, có thể chia trong khoảng 0 - 8 kg • Size M: Khoảng 5 - 12 kg, tùy theo từng hãng • Size L: Khoảng 8 - 14 kg, tùy theo từng hãng • Size XL: Khoảng 11 - 17 kg hoặc trên 13 kg, tùy từng hãng • Size XXL: Trên 14 kg hoặc từ 15 - 25 kg tùy theo từng hãng Ba mẹ cần chú ý chọn bỉm theo cân nặng của trẻ Lưu ý, nên thay đổi kích cỡ tã lớn hơn khi thấy các dấu hiệu sau: • Tã bó sát vòng eo và đùi của bé, để lại vết hằn trên da • Phải dùng tới mép của băng dán mới giữ tã nằm đúng vị trí • Kéo tã lên bị ngắn, lưng tã thấp dưới rốn • Tràn tã thường xuyên • Cân nặng của bé vượt quá mức được chỉ dẫn Cách chọn tã cho bé theo giới tính: • Bé gái: Thấm hút nhiều ở phần giữa và phía sau, hoặc tã quần có đường diềm để lót thêm tã vải bên trong • Bé trai: Bỉm có lớp lót phụ thêm ở phía trước, màng ngăn hai bên đảm bảo không tràn nước tiểu. Hình dạng của tã theo giai đoạn: • Trẻ sơ sinh: Thường dùng loại dán hai bên • Trẻ biết bò: Hai dây dán chặt hơn và chắc chắn hơn • Trẻ tập đi: Dùng bỉm quần để tránh tuột và xê dịch khi vận động. Ưu tiên chọn tã dán hai bên cho trẻ sơ sinh",Tã dùng một lần.docx,"Tã giấy phù hợp và thoải mái nhất cho bé thường được chọn dựa trên độ tuổi và cân nặng của trẻ. Tuy nhiên, tài liệu không cung cấp thông tin cụ thể về loại tã giấy nào vừa vặn và thoải mái nhất cho bé.",1,5,1,774,1778,0.0742268041237113,1.0198610999996165,Tã dùng một lần.docx,
Q017,KB1,280,2200,"em thấy trên thị trường có nhiều loại tã quá, làm sao để em chọn được loại tã giấy vừa vặn và thoải mái nhất cho bé nhà em ạ?","Cách chọn bỉm cho trẻ theo độ tuổi: • Trẻ sơ sinh: Trong khoảng 3 ngày đầu, trẻ sẽ đi phân su màu đen với số lượng không nhiều. Những ngày tiếp theo trẻ đi tè và ị nhiều hơn. Mẹ có thể đóng tã giấy, hoặc dùng miếng lót phân su và mặc cùng với tã quần cho bé. • Trẻ 1 - 2 tháng: Bé sẽ đi vệ sinh rất nhiều, mỗi ngày từ 8 - 10 lần. Do trẻ bú nhiều hơn, phân cũng lỏng chứ không chặt như ban đầu. Ban ngày mẹ có thể dùng tã giấy, ban đêm thay tã quần để phân và nước tiểu không bị tràn, giúp con thoải mái hơn. • Từ 3 tháng tuổi trở lên: Bé đi nặng ít hơn, chỉ khoảng 2 - 3 lần mỗi ngày, nhưng số lượng mỗi lần sẽ nhiều. Mẹ có thể cho bé đóng bỉm hoàn toàn mà không dùng tã giấy, hoặc dùng tã vải để vừa tiết kiệm vừa tránh hăm tã. Cách chọn bỉm cho trẻ theo cân nặng: • Tã Newborn: Trẻ sơ sinh dưới 1 tháng tuổi và nhẹ hơn 5 kg • Size S: Tùy theo mỗi hãng tã, có thể chia trong khoảng 0 - 8 kg • Size M: Khoảng 5 - 12 kg, tùy theo từng hãng • Size L: Khoảng 8 - 14 kg, tùy theo từng hãng • Size XL: Khoảng 11 - 17 kg hoặc trên 13 kg, tùy từng hãng • Size XXL: Trên 14 kg hoặc từ 15 - 25 kg tùy theo từng hãng Ba mẹ cần chú ý chọn bỉm theo cân nặng của trẻ Lưu ý, nên thay đổi kích cỡ tã lớn hơn khi thấy các dấu hiệu sau: • Tã bó sát vòng eo và đùi của bé, để lại vết hằn trên da • Phải dùng tới mép của băng dán mới giữ tã nằm đúng vị trí • Kéo tã lên bị ngắn, lưng tã thấp dưới rốn • Tràn tã thường xuyên • Cân nặng của bé vượt quá mức được chỉ dẫn Cách chọn tã cho bé theo giới tính: • Bé gái: Thấm hút nhiều ở phần giữa và phía sau, hoặc tã quần có đường diềm để lót thêm tã vải bên trong • Bé trai: Bỉm có lớp lót phụ thêm ở phía trước, màng ngăn hai bên đảm bảo không tràn nước tiểu. Hình dạng của tã theo giai đoạn: • Trẻ sơ sinh: Thường dùng loại dán hai bên • Trẻ biết bò: Hai dây dán chặt hơn và chắc chắn hơn • Trẻ tập đi: Dùng bỉm quần để tránh tuột và xê dịch khi vận động. Ưu tiên chọn tã dán hai bên cho trẻ sơ sinh",Tã dùng một lần.docx,Tã giấy phù hợp cho bé là loại tã vừa vặn và thoải mái nhất khi được chọn dựa trên độ tuổi và cân nặng của bé.,1,5,2,1529,3514,0.0643776824034334,61.385641299999406,Tã dùng một lần.docx | Cách thay tã vải cho trẻ sơ sinh.docx,
Q017,KB1,280,3000,"em thấy trên thị trường có nhiều loại tã quá, làm sao để em chọn được loại tã giấy vừa vặn và thoải mái nhất cho bé nhà em ạ?","Cách chọn bỉm cho trẻ theo độ tuổi: • Trẻ sơ sinh: Trong khoảng 3 ngày đầu, trẻ sẽ đi phân su màu đen với số lượng không nhiều. Những ngày tiếp theo trẻ đi tè và ị nhiều hơn. Mẹ có thể đóng tã giấy, hoặc dùng miếng lót phân su và mặc cùng với tã quần cho bé. • Trẻ 1 - 2 tháng: Bé sẽ đi vệ sinh rất nhiều, mỗi ngày từ 8 - 10 lần. Do trẻ bú nhiều hơn, phân cũng lỏng chứ không chặt như ban đầu. Ban ngày mẹ có thể dùng tã giấy, ban đêm thay tã quần để phân và nước tiểu không bị tràn, giúp con thoải mái hơn. • Từ 3 tháng tuổi trở lên: Bé đi nặng ít hơn, chỉ khoảng 2 - 3 lần mỗi ngày, nhưng số lượng mỗi lần sẽ nhiều. Mẹ có thể cho bé đóng bỉm hoàn toàn mà không dùng tã giấy, hoặc dùng tã vải để vừa tiết kiệm vừa tránh hăm tã. Cách chọn bỉm cho trẻ theo cân nặng: • Tã Newborn: Trẻ sơ sinh dưới 1 tháng tuổi và nhẹ hơn 5 kg • Size S: Tùy theo mỗi hãng tã, có thể chia trong khoảng 0 - 8 kg • Size M: Khoảng 5 - 12 kg, tùy theo từng hãng • Size L: Khoảng 8 - 14 kg, tùy theo từng hãng • Size XL: Khoảng 11 - 17 kg hoặc trên 13 kg, tùy từng hãng • Size XXL: Trên 14 kg hoặc từ 15 - 25 kg tùy theo từng hãng Ba mẹ cần chú ý chọn bỉm theo cân nặng của trẻ Lưu ý, nên thay đổi kích cỡ tã lớn hơn khi thấy các dấu hiệu sau: • Tã bó sát vòng eo và đùi của bé, để lại vết hằn trên da • Phải dùng tới mép của băng dán mới giữ tã nằm đúng vị trí • Kéo tã lên bị ngắn, lưng tã thấp dưới rốn • Tràn tã thường xuyên • Cân nặng của bé vượt quá mức được chỉ dẫn Cách chọn tã cho bé theo giới tính: • Bé gái: Thấm hút nhiều ở phần giữa và phía sau, hoặc tã quần có đường diềm để lót thêm tã vải bên trong • Bé trai: Bỉm có lớp lót phụ thêm ở phía trước, màng ngăn hai bên đảm bảo không tràn nước tiểu. Hình dạng của tã theo giai đoạn: • Trẻ sơ sinh: Thường dùng loại dán hai bên • Trẻ biết bò: Hai dây dán chặt hơn và chắc chắn hơn • Trẻ tập đi: Dùng bỉm quần để tránh tuột và xê dịch khi vận động. Ưu tiên chọn tã dán hai bên cho trẻ sơ sinh",Tã dùng một lần.docx,"Loại tã giấy phù hợp và thoải mái nhất cho bé không được đề cập cụ thể trong tài liệu. Tuy nhiên, tài liệu cho biết trẻ sơ sinh có thể đi vệ sinh nhiều lần trong ngày, nên có thể sử dụng tã giấy để tiện lợi hơn.",1,5,3,2274,5226,0.0778688524590163,1.1950532999999268,Tã dùng một lần.docx | Cách thay tã vải cho trẻ sơ sinh.docx | Cách thay tã vải cho trẻ sơ sinh.docx,
Q018,KB1,378,1000,Nhau bong non là gì?,"Nhau bong non là một biến chứng sản khoa nghiêm trọng xảy ra khi bánh nhau tách ra khỏi thành tử cung trước khi thai nhi được sinh ra. Tình trạng này có thể gây nguy hiểm đến tính mạng của cả mẹ và thai nhi nếu không được phát hiện và xử trí kịp thời. Do đó, việc nhận biết các dấu hiệu bất thường của nhau bong non đóng vai trò rất quan trọng trong việc giảm thiểu nguy cơ tử vong và biến chứng.",qa_me_bim_sau_sinh_100.csv.xlsx,Nhau bong non là tình trạng nhau thai bong ra khỏi thành tử cung trước khi thai nhi được sinh ra.,1,5,3,723,1657,0.3148148148148148,0.9768062000002828,Bo_De_Me_Va_Be.xlsx | qa_me_bim_sau_sinh_100.xlsx | Bo_De_Me_Va_Be.xlsx,
Q018,KB1,378,1500,Nhau bong non là gì?,"Nhau bong non là một biến chứng sản khoa nghiêm trọng xảy ra khi bánh nhau tách ra khỏi thành tử cung trước khi thai nhi được sinh ra. Tình trạng này có thể gây nguy hiểm đến tính mạng của cả mẹ và thai nhi nếu không được phát hiện và xử trí kịp thời. Do đó, việc nhận biết các dấu hiệu bất thường của nhau bong non đóng vai trò rất quan trọng trong việc giảm thiểu nguy cơ tử vong và biến chứng.",qa_me_bim_sau_sinh_100.csv.xlsx,Nhau bong non là một biến chứng sản khoa nghiêm trọng xảy ra khi bánh nhau tách ra khỏi thành tử cung trước khi thai nhi được sinh ra.,1,5,5,1381,3169,0.5,0.931843200000003,Bo_De_Me_Va_Be.xlsx | qa_me_bim_sau_sinh_100.xlsx | Bo_De_Me_Va_Be.xlsx | qa_me_bim_sau_sinh_100.xlsx | qa_me_bim_sau_sinh_100.xlsx,
Q018,KB1,378,2200,Nhau bong non là gì?,"Nhau bong non là một biến chứng sản khoa nghiêm trọng xảy ra khi bánh nhau tách ra khỏi thành tử cung trước khi thai nhi được sinh ra. Tình trạng này có thể gây nguy hiểm đến tính mạng của cả mẹ và thai nhi nếu không được phát hiện và xử trí kịp thời. Do đó, việc nhận biết các dấu hiệu bất thường của nhau bong non đóng vai trò rất quan trọng trong việc giảm thiểu nguy cơ tử vong và biến chứng.",qa_me_bim_sau_sinh_100.csv.xlsx,Nhau bong non là một biến chứng sản khoa nghiêm trọng xảy ra khi bánh nhau tách ra khỏi thành tử cung trước khi thai nhi được sinh ra.,1,5,5,1381,3169,0.5,0.8731972999994468,Bo_De_Me_Va_Be.xlsx | qa_me_bim_sau_sinh_100.xlsx | Bo_De_Me_Va_Be.xlsx | qa_me_bim_sau_sinh_100.xlsx | qa_me_bim_sau_sinh_100.xlsx,
Q018,KB1,378,3000,Nhau bong non là gì?,"Nhau bong non là một biến chứng sản khoa nghiêm trọng xảy ra khi bánh nhau tách ra khỏi thành tử cung trước khi thai nhi được sinh ra. Tình trạng này có thể gây nguy hiểm đến tính mạng của cả mẹ và thai nhi nếu không được phát hiện và xử trí kịp thời. Do đó, việc nhận biết các dấu hiệu bất thường của nhau bong non đóng vai trò rất quan trọng trong việc giảm thiểu nguy cơ tử vong và biến chứng.",qa_me_bim_sau_sinh_100.csv.xlsx,Nhau bong non là một biến chứng sản khoa nghiêm trọng xảy ra khi bánh nhau tách ra khỏi thành tử cung trước khi thai nhi được sinh ra.,1,5,5,1381,3169,0.5,0.9196400999990146,Bo_De_Me_Va_Be.xlsx | qa_me_bim_sau_sinh_100.xlsx | Bo_De_Me_Va_Be.xlsx | qa_me_bim_sau_sinh_100.xlsx | qa_me_bim_sau_sinh_100.xlsx,
Q019,KB1,233,1000,"Ngoài việc cải thiện chuyện tiểu tiện, tập phục hồi sàn chậu có giúp ích gì cho đời sống vợ chồng sau sinh không ạ?","Có, tập luyện giúp thu nhỏ âm đạo, tăng sức mạn cơ vùng chậu, từ đó cải thiện chức năng tình dục và tăng cảm giác trong quan hệ vợ chồng.",Phục hồi chức năng sàn chậu và lợi ích đối với các bà mẹ sau sinh.docx,"Tập phục hồi sàn chậu sau sinh có giúp cải thiện chất lượng đời sống tình dục. Cải thiện chất lượng đời sống tình dục là một trong những lợi ích của việc tập phục hồi chức năng sàn chậu sau sinh, theo như thông tin trong tài liệu.",1,5,1,746,1715,0.175,1.247958300000391,Phục hồi chức năng sàn chậu và lợi ích đối với các bà mẹ sau sinh.docx,
Q019,KB1,233,1500,"Ngoài việc cải thiện chuyện tiểu tiện, tập phục hồi sàn chậu có giúp ích gì cho đời sống vợ chồng sau sinh không ạ?","Có, tập luyện giúp thu nhỏ âm đạo, tăng sức mạn cơ vùng chậu, từ đó cải thiện chức năng tình dục và tăng cảm giác trong quan hệ vợ chồng.",Phục hồi chức năng sàn chậu và lợi ích đối với các bà mẹ sau sinh.docx,"Tập phục hồi sàn chậu sau sinh có giúp cải thiện chất lượng đời sống tình dục. Cải thiện chất lượng đời sống tình dục là một trong những lợi ích của việc tập phục hồi chức năng sàn chậu sau sinh, theo như thông tin trong tài liệu.",1,5,1,746,1715,0.175,1.050142699999924,Phục hồi chức năng sàn chậu và lợi ích đối với các bà mẹ sau sinh.docx,
Q019,KB1,233,2200,"Ngoài việc cải thiện chuyện tiểu tiện, tập phục hồi sàn chậu có giúp ích gì cho đời sống vợ chồng sau sinh không ạ?","Có, tập luyện giúp thu nhỏ âm đạo, tăng sức mạn cơ vùng chậu, từ đó cải thiện chức năng tình dục và tăng cảm giác trong quan hệ vợ chồng.",Phục hồi chức năng sàn chậu và lợi ích đối với các bà mẹ sau sinh.docx,"Tập phục hồi sàn chậu sau sinh có giúp cải thiện chất lượng đời sống tình dục. Cụ thể, bài tập Kegel giúp kích hoạt cơ đáy chậu và giúp cơ quan sinh dục, cơ vòng hậu môn được săn chắc hơn. Điều này có thể giúp phụ nữ sau sinh cải thiện chất lượng đời sống tình dục.",1,5,3,1724,3962,0.2,61.40848709999955,Phục hồi chức năng sàn chậu và lợi ích đối với các bà mẹ sau sinh.docx | Phục hồi chức năng sàn chậu và lợi ích đối với các bà mẹ sau sinh.docx | qa_me_bim_sau_sinh_100.xlsx,
Q019,KB1,233,3000,"Ngoài việc cải thiện chuyện tiểu tiện, tập phục hồi sàn chậu có giúp ích gì cho đời sống vợ chồng sau sinh không ạ?","Có, tập luyện giúp thu nhỏ âm đạo, tăng sức mạn cơ vùng chậu, từ đó cải thiện chức năng tình dục và tăng cảm giác trong quan hệ vợ chồng.",Phục hồi chức năng sàn chậu và lợi ích đối với các bà mẹ sau sinh.docx,"Tập phục hồi sàn chậu sau sinh có giúp cải thiện chất lượng đời sống tình dục. Cụ thể, tập luyện phục hồi chức năng sàn chậu bằng bài tập Kegel hoặc tập luyện với máy sẽ giúp ngăn ngừa và điều trị hiệu quả bệnh lý són tiểu, xì hơi không kiểm soát, són phân, mắc tiểu không cầm được, tiểu đêm, giúp kiểm soát lại hoạt động tiểu tiện và đại tiện theo ý muốn. Ngoài ra, tập luyện phục hồi chức năng sàn chậu còn giúp ngăn ngừa sa các tạng trong vùng chậu gồm: sa tử cung, bàng quang, trực tràng. Vì vậy, các bà mẹ sau sinh nên tập luyện phục hồi chức năng sàn chậu để cải thiện chất lượng đời sống tình dục và ngăn ngừa các bệnh lý liên quan.",1,5,4,2516,5782,0.1420118343195266,1.955058999999892,Phục hồi chức năng sàn chậu và lợi ích đối với các bà mẹ sau sinh.docx | Phục hồi chức năng sàn chậu và lợi ích đối với các bà mẹ sau sinh.docx | qa_me_bim_sau_sinh_100.xlsx | Phục hồi chức năng sàn chậu và lợi ích đối với các bà mẹ sau sinh.docx,
Q020,KB1,387,1000,Cách phòng bệnh tay chân miệng hiệu quả?,"Bệnh Tay Chân Miệng hiện nay vẫn chưa có thuốc điều trị đặc hiệu và không phải là bệnh có thể miễn nhiễm suốt đời. Vì vậy, việc nâng cao nhận thức và chủ động phòng bệnh là chìa khóa quan trọng giúp bảo vệ trẻ trước nguy cơ tái nhiễm và những biến chứng không mong muốn. Các biện pháp phòng bệnh bao gồm: Vệ sinh cá nhân, rửa tay thường xuyên bằng xà phòng, đặc biệt sau khi ho, hắt hơi hoặc xì mũi, thay tã, đi vệ sinh... Làm sạch và nên khử trùng các bề mặt hay đồ dùng thường xuyên tiếp xúc, vệ sinh đồ chơi, vật dụng của trẻ. Không cho trẻ tiếp xúc với người đang bệnh. Giữ sạch môi trường sống. Tránh chạm vào mắt, mũi, miệng khi tay chưa rửa. Dạy và tập cho trẻ không đưa tay, đồ vật vào miệng. Vắc xin: hiện nay chưa phổ biến.",qa_me_bim_sau_sinh_100.csv.xlsx,"Bệnh Tay Chân Miệng hiện nay vẫn chưa có thuốc điều trị đặc hiệu và không phải là bệnh có thể miễn nhiễm suốt đời. Vì vậy, việc nâng cao nhận thức và chủ động phòng bệnh là chìa khóa quan trọng giúp bảo vệ trẻ trước nguy cơ tái nhiễm và những biến chứng không mong muốn. Các biện pháp phòng bệnh bao gồm: - Vệ sinh cá nhân, rửa tay thường xuyên bằng xà phòng, đặc biệt sau khi ho, hắt hơi hoặc xì mũi, thay tã, đi vệ sinh... - Làm sạch và nên khử trùng các bề mặt hay đồ dùng thường xuyên tiếp xúc, vệ sinh đồ chơi, vật dụng của trẻ. - Không cho trẻ tiếp xúc với người đang bệnh. - Giữ sạch môi trường sống. - Tránh chạm vào mắt, mũi, miệng khi tay chưa rửa. - Dạy và tập cho trẻ không đưa tay, đồ vật vào miệng.",1,5,2,903,2075,0.9773462783171522,61.57448300000033,qa_me_bim_sau_sinh_100.xlsx | qa_me_bim_sau_sinh_100.xlsx,
Q020,KB1,387,1500,Cách phòng bệnh tay chân miệng hiệu quả?,"Bệnh Tay Chân Miệng hiện nay vẫn chưa có thuốc điều trị đặc hiệu và không phải là bệnh có thể miễn nhiễm suốt đời. Vì vậy, việc nâng cao nhận thức và chủ động phòng bệnh là chìa khóa quan trọng giúp bảo vệ trẻ trước nguy cơ tái nhiễm và những biến chứng không mong muốn. Các biện pháp phòng bệnh bao gồm: Vệ sinh cá nhân, rửa tay thường xuyên bằng xà phòng, đặc biệt sau khi ho, hắt hơi hoặc xì mũi, thay tã, đi vệ sinh... Làm sạch và nên khử trùng các bề mặt hay đồ dùng thường xuyên tiếp xúc, vệ sinh đồ chơi, vật dụng của trẻ. Không cho trẻ tiếp xúc với người đang bệnh. Giữ sạch môi trường sống. Tránh chạm vào mắt, mũi, miệng khi tay chưa rửa. Dạy và tập cho trẻ không đưa tay, đồ vật vào miệng. Vắc xin: hiện nay chưa phổ biến.",qa_me_bim_sau_sinh_100.csv.xlsx,"Cách phòng bệnh tay chân miệng hiệu quả bao gồm: - Vệ sinh cá nhân, rửa tay thường xuyên bằng xà phòng, đặc biệt sau khi ho, hắt hơi hoặc xì mũi, thay tã, đi vệ sinh... - Làm sạch và nên khử trùng các bề mặt hay đồ dùng thường xuyên tiếp xúc, vệ sinh đồ chơi, vật dụng của trẻ. - Không cho trẻ tiếp xúc với người đang bệnh. - Giữ sạch môi trường sống. - Tránh chạm vào mắt, mũi, miệng khi tay chưa rửa. - Dạy và tập cho trẻ không đưa tay, đồ vật vào miệng.",1,5,4,1439,3305,0.7322834645669292,1.125272600000244,qa_me_bim_sau_sinh_100.xlsx | qa_me_bim_sau_sinh_100.xlsx | qa_me_bim_sau_sinh_100.xlsx | qa_me_bim_sau_sinh_100.xlsx,
Q020,KB1,387,2200,Cách phòng bệnh tay chân miệng hiệu quả?,"Bệnh Tay Chân Miệng hiện nay vẫn chưa có thuốc điều trị đặc hiệu và không phải là bệnh có thể miễn nhiễm suốt đời. Vì vậy, việc nâng cao nhận thức và chủ động phòng bệnh là chìa khóa quan trọng giúp bảo vệ trẻ trước nguy cơ tái nhiễm và những biến chứng không mong muốn. Các biện pháp phòng bệnh bao gồm: Vệ sinh cá nhân, rửa tay thường xuyên bằng xà phòng, đặc biệt sau khi ho, hắt hơi hoặc xì mũi, thay tã, đi vệ sinh... Làm sạch và nên khử trùng các bề mặt hay đồ dùng thường xuyên tiếp xúc, vệ sinh đồ chơi, vật dụng của trẻ. Không cho trẻ tiếp xúc với người đang bệnh. Giữ sạch môi trường sống. Tránh chạm vào mắt, mũi, miệng khi tay chưa rửa. Dạy và tập cho trẻ không đưa tay, đồ vật vào miệng. Vắc xin: hiện nay chưa phổ biến.",qa_me_bim_sau_sinh_100.csv.xlsx,"Cách phòng bệnh tay chân miệng hiệu quả bao gồm: - Vệ sinh cá nhân, rửa tay thường xuyên bằng xà phòng, đặc biệt sau khi ho, hắt hơi hoặc xì mũi, thay tã, đi vệ sinh... - Làm sạch và nên khử trùng các bề mặt hay đồ dùng thường xuyên tiếp xúc, vệ sinh đồ chơi, vật dụng của trẻ. - Không cho trẻ tiếp xúc với người đang bệnh. - Giữ sạch môi trường sống. - Tránh chạm vào mắt, mũi, miệng khi tay chưa rửa. - Dạy và tập cho trẻ không đưa tay, đồ vật vào miệng.",1,5,5,1696,3895,0.7322834645669292,1.0014208000011422,qa_me_bim_sau_sinh_100.xlsx | qa_me_bim_sau_sinh_100.xlsx | qa_me_bim_sau_sinh_100.xlsx | qa_me_bim_sau_sinh_100.xlsx | qa_me_bim_sau_sinh_100.xlsx,
Q020,KB1,387,3000,Cách phòng bệnh tay chân miệng hiệu quả?,"Bệnh Tay Chân Miệng hiện nay vẫn chưa có thuốc điều trị đặc hiệu và không phải là bệnh có thể miễn nhiễm suốt đời. Vì vậy, việc nâng cao nhận thức và chủ động phòng bệnh là chìa khóa quan trọng giúp bảo vệ trẻ trước nguy cơ tái nhiễm và những biến chứng không mong muốn. Các biện pháp phòng bệnh bao gồm: Vệ sinh cá nhân, rửa tay thường xuyên bằng xà phòng, đặc biệt sau khi ho, hắt hơi hoặc xì mũi, thay tã, đi vệ sinh... Làm sạch và nên khử trùng các bề mặt hay đồ dùng thường xuyên tiếp xúc, vệ sinh đồ chơi, vật dụng của trẻ. Không cho trẻ tiếp xúc với người đang bệnh. Giữ sạch môi trường sống. Tránh chạm vào mắt, mũi, miệng khi tay chưa rửa. Dạy và tập cho trẻ không đưa tay, đồ vật vào miệng. Vắc xin: hiện nay chưa phổ biến.",qa_me_bim_sau_sinh_100.csv.xlsx,"Cách phòng bệnh tay chân miệng hiệu quả bao gồm: - Vệ sinh cá nhân, rửa tay thường xuyên bằng xà phòng, đặc biệt sau khi ho, hắt hơi hoặc xì mũi, thay tã, đi vệ sinh... - Làm sạch và nên khử trùng các bề mặt hay đồ dùng thường xuyên tiếp xúc, vệ sinh đồ chơi, vật dụng của trẻ. - Không cho trẻ tiếp xúc với người đang bệnh. - Giữ sạch môi trường sống. - Tránh chạm vào mắt, mũi, miệng khi tay chưa rửa. - Dạy và tập cho trẻ không đưa tay, đồ vật vào miệng.",1,5,5,1696,3895,0.7322834645669292,1.1840458999995462,qa_me_bim_sau_sinh_100.xlsx | qa_me_bim_sau_sinh_100.xlsx | qa_me_bim_sau_sinh_100.xlsx | qa_me_bim_sau_sinh_100.xlsx | qa_me_bim_sau_sinh_100.xlsx,
Q021,KB2,211,1000,"Bé nhà mình hay hỏi ""Tại sao?"" liên tục, đôi khi em thấy rất mệt mỏi, có nên trả lời hết các câu hỏi đó k",Những câu hỏi này chứng tỏ bé rất tò mò và ham học hỏi; bạn hãy kiên nhẫn trả lời đơn giản hoặc cùng bé đi tìm câu trả lời để khuyến khích tư duy của con.,Sách Không ai hoàn hảo - Trí tuệ,"Trẻ nhà bạn hay hỏi ""Tại sao?"" liên tục, đôi khi bạn thấy rất mệt mỏi, có nên trả lời hết các câu hỏi đó không? MomCare chưa tìm thấy đủ thông tin trong kho tài liệu để trả lời câu hỏi này.",1,5,2,554,1273,0.175,1.3763091999990138,qa_me_bim_sau_sinh_100.xlsx | Bo_De_Me_Va_Be.xlsx,
Q021,KB2,211,1500,"Bé nhà mình hay hỏi ""Tại sao?"" liên tục, đôi khi em thấy rất mệt mỏi, có nên trả lời hết các câu hỏi đó k",Những câu hỏi này chứng tỏ bé rất tò mò và ham học hỏi; bạn hãy kiên nhẫn trả lời đơn giản hoặc cùng bé đi tìm câu trả lời để khuyến khích tư duy của con.,Sách Không ai hoàn hảo - Trí tuệ,"Trả lời trực tiếp câu hỏi ngay từ câu đầu tiên: Không, không nên trả lời hết các câu hỏi ""Tại sao?"" liên tục của trẻ.",1,5,3,1158,2662,0.1904761904761904,61.64295239999956,qa_me_bim_sau_sinh_100.xlsx | Bo_De_Me_Va_Be.xlsx | data_store\pdf\Hành vi - Không ai hoàn hảo.pdf,
Q021,KB2,211,2200,"Bé nhà mình hay hỏi ""Tại sao?"" liên tục, đôi khi em thấy rất mệt mỏi, có nên trả lời hết các câu hỏi đó k",Những câu hỏi này chứng tỏ bé rất tò mò và ham học hỏi; bạn hãy kiên nhẫn trả lời đơn giản hoặc cùng bé đi tìm câu trả lời để khuyến khích tư duy của con.,Sách Không ai hoàn hảo - Trí tuệ,"Câu hỏi của bạn là: ""Trẻ nhà mình hay hỏi 'Tại sao?' liên tục, đôi khi em thấy rất mệt mỏi, có nên trả lời hết các câu hỏi đó không?"" Theo tài liệu RAG, trong khoảng từ 1,5 đến 2,5 tuổi, trẻ bắt đầu muốn tự mình quyết định mọi thứ. Bằng việc nói ""Không"", trẻ đang thể hiện cho bạn thấy rằng trẻ đang học cách tự mình suy nghĩ. Khi trẻ nói ""Không"", trẻ không hề có ý định chống lại bạn hoặc cố làm bạn tức giận. Vì vậy, MomCare trả lời: ""Không."" Theo tài liệu RAG, khi trẻ đang trong tuổi chập chững, từ ""Không"" có thể mang nhiều nghĩa, như là: trẻ muốn tự làm, không thích nó, muốn làm xong việc trẻ đang làm, muốn tự mình chọn, sợ, không muốn làm điều đó.",1,5,5,2101,4828,0.0888888888888888,1.928159400000368,qa_me_bim_sau_sinh_100.xlsx | Bo_De_Me_Va_Be.xlsx | data_store\pdf\Hành vi - Không ai hoàn hảo.pdf | Bo_De_Me_Va_Be.xlsx | Bo_De_Me_Va_Be.xlsx,
