split,config,dataset,profile,question,alpha,table_bonus,hit_at_5,rr_at_5,latency_seconds
test,Fixed alpha = 0.2,KB1_Standard,noisy_conversational,cho em hỏi lộ trình phát triển vận động bình thường của một em bé khỏe mạnh từ khi sinh ra đến khi biết ngồi vững là thế nào ạ?,0.2,0.0,1,0.5,6.140000186860561e-05
test,Fixed alpha = 0.2,KB1_Standard,noisy_conversational,Sữa mẹ bảo quản trong ngăn mát tủ lạnh (<4°C) được bao lâu?,0.2,0.0,1,1.0,6.019999273121357e-05
test,Fixed alpha = 0.2,KB1_Standard,noisy_conversational,"Ngoài việc cải thiện chuyện tiểu tiện, tập phục hồi sàn chậu có giúp ích gì cho đời sống vợ chồng sau sinh không ạ?",0.2,0.0,1,1.0,6.0999998822808266e-05
test,Fixed alpha = 0.2,KB1_Standard,noisy_conversational,có các biện pháp nào để duy trì nguồn sữa mẹ không ạ?,0.2,0.0,0,0.0,6.10999995842576e-05
test,Fixed alpha = 0.2,KB1_Standard,noisy_conversational,"Em cảm thấy rất tội lỗi khi không thể chăm sóc con tốt như mong đợi, đây có phải là dấu hiệu của trầm cảm không?",0.2,0.0,0,0.0,5.930001498199999e-05
test,Fixed alpha = 0.2,KB1_Standard,noisy_conversational,"Làm sao để em biết mình đã mặc tã cho con vừa vặn, không quá chật gây lằn da nhưng cũng không quá lỏng làm tràn tã ạ?",0.2,0.0,1,0.3333333333333333,5.500001134350896e-05
test,Fixed alpha = 0.2,KB1_Standard,noisy_conversational,Nếu con em bị béo phì từ nhỏ thì sau này lớn lên có dễ mắc các bệnh mạn tính nguy hiểm nào không?,0.2,0.0,1,0.25,5.9399986639618874e-05
test,Fixed alpha = 0.2,KB1_Standard,noisy_conversational,"Bé nhà em chưa biết nói nhưng hay bập bẹ ""ba ba, ma ma"", em nên phản ứng thế nào để khuyến khích bé ạ?",0.2,0.0,0,0.0,5.649999366141856e-05
test,Fixed alpha = 0.2,KB1_Standard,noisy_conversational,Tại sao phụ nữ mang thai bị phù (cân) phải giảm ăn mặn?,0.2,0.0,1,1.0,6.150000263005495e-05
test,Fixed alpha = 0.2,KB1_Standard,noisy_conversational,"Em đang mang thai tháng cuối, có loại thuốc đặt âm đạo nào an toàn để dự phòng nấm không?",0.2,0.0,0,0.0,6.0999998822808266e-05
test,Fixed alpha = 0.2,KB1_Standard,noisy_conversational,Tại sao việc tiêm chủng đúng lịch lại quan trọng đối với sức khỏe của bé vậy bác sĩ?,0.2,0.0,0,0.0,5.910001345910132e-05
test,Fixed alpha = 0.2,KB1_Standard,noisy_conversational,Chỉ em cách xử lý khi chẳng may bé bị bỏng nước sôi tại nhà với ạ?,0.2,0.0,0,0.0,6.019999273121357e-05
test,Fixed alpha = 0.2,KB1_Standard,noisy_conversational,"Trong thời kỳ hậu sản, một vài tuần đầu em thấy có chất dịch chảy ra thì có sao không ạ?",0.2,0.0,0,0.0,6.049999501556158e-05
test,Fixed alpha = 0.2,KB1_Standard,noisy_conversational,Con em đang bị nấm miệng thì em có cần phải tiệt trùng bình sữa hay núm vú giả kỹ hơn bình thường không ạ?,0.2,0.0,1,1.0,5.539998528547585e-05
test,Fixed alpha = 0.2,KB1_Standard,noisy_conversational,"em thấy trên thị trường có nhiều loại tã quá, làm sao để em chọn được loại tã giấy vừa vặn và thoải mái nhất cho bé nhà em ạ?",0.2,0.0,1,1.0,5.43000060133636e-05
test,Fixed alpha = 0.2,KB1_Standard,noisy_conversational,Âm đạo của em tiết mùi hồi gây khó chịu là bị gì vậy ạ,0.2,0.0,0,0.0,5.740000051446259e-05
test,Fixed alpha = 0.2,KB1_Standard,noisy_conversational,Trẻ nhận sữa mẹ hoàn toàn có cần uống thêm nước trắng không?,0.2,0.0,1,1.0,5.819997750222683e-05
test,Fixed alpha = 0.2,KB1_Standard,noisy_conversational,Liệu bế con không đúng tư thế có phải là một trong những nguyên nhân dẫn đến đau nhức mỏi lưng phải không ạ?,0.2,0.0,1,1.0,6.210000719875097e-05
test,Fixed alpha = 0.2,KB1_Standard,noisy_conversational,Tại sao bé nhà em dạo này hay khóc nhè và bám mẹ không rời vậy?,0.2,0.0,0,0.0,5.57999883312732e-05
test,Fixed alpha = 0.2,KB1_Standard,noisy_conversational,Chế độ sinh hoạt của bè mẹ sau sinh?,0.2,0.0,0,0.0,6.170000415295362e-05
test,Fixed alpha = 0.2,KB1_Standard,quantitative,"bé nhà em 6 tháng tuổi đang tập ăn dặm mà bị tiêu chảy kéo dài, em có nên tiếp tục cho con ăn cháo cà rốt hay thay đổi chế độ ăn như thế nào không ạ?",0.2,0.0,1,1.0,8.209998486563563e-05
test,Fixed alpha = 0.2,KB1_Standard,quantitative,"Bé em được 11 tháng tuổi, cận nặng 8,8kg, hiện bé mới đi tiêu và có ra giun kim, em muốn hỏi xem hiện nay bé đã xổ giun được chưa và nếu được thì sử dụng thuốc loại gì, liều dùng ra sao?",0.2,0.0,1,1.0,8.6199986981228e-05
test,Fixed alpha = 0.2,KB1_Standard,quantitative,"Ở nhà em nên để nhiệt độ phòng bao nhiêu là tốt nhất và cần làm gì ngay khi sinh để giữ ấm cho bé, tránh cho con bị nhiễm lạnh ạ",0.2,0.0,1,0.5,7.910002022981644e-05
test,Fixed alpha = 0.2,KB1_Standard,quantitative,"Em bị sốt cao, rét run và đau bụng dữ dội sau sinh 2 tuần là dấu hiệu bệnh gì vậy?",0.2,0.0,0,0.0,0.00034559998312033713
test,Fixed alpha = 0.2,KB1_Standard,quantitative,Lượng sữa cần cho trẻ từ khi sinh đến 1 tháng tuổi là bao nhiêu mỗi ngày?,0.2,0.0,1,0.5,9.320001117885113e-05
test,Fixed alpha = 0.2,KB1_Standard,quantitative,"Em mới mổ đẻ được 2 ngày mà giờ bị sốt 38,5 độ C thì có làm sao không ạ?",0.2,0.0,0,0.0,0.00012009998317807913
test,Fixed alpha = 0.2,KB1_Standard,quantitative,Bé 2 tháng tuổi thì cần phải đi tiêm những loại vắc xin gì theo định kỳ ạ?,0.2,0.0,0,0.0,0.00013719999697059393
test,Fixed alpha = 0.2,KB1_Standard,quantitative,"định nghĩa chính xác về việc ""nuôi con hoàn toàn bằng sữa mẹ"" trong 6 tháng đầu là như thế nào ạ?",0.2,0.0,1,0.2,8.460000390186906e-05
test,Fixed alpha = 0.2,KB1_Standard,quantitative,"Con em được 10 tháng tuổi rồi, em thấy bé có vẻ nhanh đói, em nên sắp xếp lịch ăn dặm cho bé như thế nào cho phù hợp?",0.2,0.0,0,0.0,8.099997648969293e-05
test,Fixed alpha = 0.2,KB1_Standard,quantitative,Sau 2 tuần mà rốn bé vẫn chưa rụng thì em có cần đưa bé đi viện không ạ?,0.2,0.0,0,0.0,8.72999953571707e-05
test,Fixed alpha = 0.2,KB1_Standard,quantitative,Hậu quả của thiếu dinh dưỡng trong 3 tháng cuối thai kỳ là gì?,0.2,0.0,1,1.0,8.480000542476773e-05
test,Fixed alpha = 0.2,KB1_Standard,quantitative,Mẹ sau sinh cần bổ sung Vitamin A với liều lượng bao nhiêu?,0.2,0.0,0,0.0,7.849998655728996e-05
test,Fixed alpha = 0.2,KB1_Standard,quantitative,"Để tránh tình trạng suy dinh dưỡng ở trẻ 34 tháng tuổi, em nên làm gì ạ?",0.2,0.0,1,0.5,8.210001396946609e-05
test,Fixed alpha = 0.2,KB1_Standard,quantitative,"Bé nhà em vừa tròn 6 tháng và mới tập ăn dặm, mỗi ngày em nên cho con ăn mấy bữa bột là đủ ạ?",0.2,0.0,1,1.0,7.119998917914927e-05
test,Fixed alpha = 0.2,KB1_Standard,quantitative,"Bé nhà em dưới 6 tháng tuổi, em có nên cho con uống thêm chút nước sau khi bú để tráng miệng cho sạch không bác sĩ?",0.2,0.0,1,1.0,7.899999036453664e-05
test,Fixed alpha = 0.2,KB1_Standard,quantitative,Bé nhà em được 3 tháng tuổi rồi ạ. Bé nhà em có nổi nốt sần khắp người. Em có mang bé đi khám thì bác sĩ họ bảo bị viêm da cơ địa. Em xin hỏi cách điều trị bệnh viêm da cơ địa trẻ 3 tháng tuổi?,0.2,0.0,1,1.0,7.899999036453664e-05
test,Fixed alpha = 0.2,KB1_Standard,quantitative,Trẻ từ 7-12 tháng tuổi cần ăn bao nhiêu bữa bột một ngày?,0.2,0.0,1,0.5,9.309998131357133e-05
test,Fixed alpha = 0.2,KB1_Standard,quantitative,Nếu em bị chảy máu nhiều sau sinh (trên 300ml) thì bác sĩ sẽ xử trí gì đầu tiên ạ?,0.2,0.0,0,0.0,8.979998528957367e-05
test,Fixed alpha = 0.2,KB1_Standard,quantitative,Trẻ từ 12-24 tháng tuổi cần ăn bao nhiêu bữa một ngày?,0.2,0.0,1,0.5,7.599999662488699e-05
test,Fixed alpha = 0.2,KB1_Standard,quantitative,"Bé nhà em đã 18 tháng tuổi rồi mà vẫn chưa biết đi, liệu đây có phải là tình trạng chậm biết đi cần phải can thiệp y tế không bác sĩ?",0.2,0.0,1,1.0,8.47000046633184e-05
test,Fixed alpha = 0.2,KB1_Standard,semantic,Bốn nhóm thực phẩm cần có trong bữa ăn của trẻ là gì?,0.2,0.0,0,0.0,5.889998283237219e-05
test,Fixed alpha = 0.2,KB1_Standard,semantic,Lợi ích của việc nuôi con bằng sữa mẹ đối với tử cung của mẹ sau sinh?,0.2,0.0,1,0.3333333333333333,5.729999975301325e-05
test,Fixed alpha = 0.2,KB1_Standard,semantic,"Khi về khoa hậu sản, có những dấu hiệu nào em phải gọi cấp cứu ngay?",0.2,0.0,0,0.0,5.949998740106821e-05
test,Fixed alpha = 0.2,KB1_Standard,semantic,Lợi ích của việc cho trẻ tiếp xúc da kề da ngay sau sinh?,0.2,0.0,1,1.0,5.750000127591193e-05
test,Fixed alpha = 0.2,KB1_Standard,semantic,Dấu hiệu nào cho thấy trẻ bú tốt?,0.2,0.0,0,0.0,5.800000508315861e-05
test,Fixed alpha = 0.2,KB1_Standard,semantic,Viêm tiểu phế quản ở trẻ sơ sinh là gì?,0.2,0.0,0,0.0,5.949998740106821e-05
test,Fixed alpha = 0.2,KB1_Standard,semantic,Liệt kê các dấu hiệu nguy hiểm ở trẻ sơ sinh cần đi khám ngay?,0.2,0.0,0,0.0,5.729999975301325e-05
test,Fixed alpha = 0.2,KB1_Standard,semantic,"Con em hay bị táo bón, đi ngoài rất khó khăn, em nên điều chỉnh chế độ ăn cho bé thế nào?",0.2,0.0,0,0.0,5.830000736750662e-05
test,Fixed alpha = 0.2,KB1_Standard,semantic,Nuôi con bằng sữa mẹ giúp giảm nguy cơ mắc bệnh gì cho mẹ sau này?,0.2,0.0,1,0.3333333333333333,5.5500015150755644e-05
test,Fixed alpha = 0.2,KB1_Standard,semantic,Những thực phẩm nào mẹ mang thai nên dùng để cung cấp năng lượng?,0.2,0.0,1,1.0,6.0399994254112244e-05
test,Fixed alpha = 0.2,KB1_Standard,semantic,"Con em thường xuyên thức giấc giữa đêm và khóc, em phải làm gì để bé ngủ sâu hơn?",0.2,0.0,0,0.0,9.26000066101551e-05
test,Fixed alpha = 0.2,KB1_Standard,semantic,Cần đưa trẻ đi khám ngay khi bị nôn ói?,0.2,0.0,0,0.0,7.270000060088933e-05
test,Fixed alpha = 0.2,KB1_Standard,semantic,Cách chuẩn bị dụng cụ đựng sữa trước khi vắt như thế nào?,0.2,0.0,1,1.0,7.56000226829201e-05
test,Fixed alpha = 0.2,KB1_Standard,semantic,Bố mẹ phải nói như thế nào để giúp con có thể học nói?,0.2,0.0,0,0.0,6.760001997463405e-05
test,Fixed alpha = 0.2,KB1_Standard,semantic,Việc cho con bú ngay trong vòng một giờ đầu sau sinh có lợi gì cho người mẹ?,0.2,0.0,0,0.0,5.7600002037361264e-05
test,Fixed alpha = 0.2,KB1_Standard,semantic,Giải pháp phòng ngừa bệnh xuất huyết não ở trẻ,0.2,0.0,0,0.0,5.8999983593821526e-05
test,Fixed alpha = 0.2,KB1_Standard,semantic,Chế độ nghỉ ngơi của bè mẹ sau sinh?,0.2,0.0,0,0.0,5.940001574344933e-05
test,Fixed alpha = 0.2,KB1_Standard,semantic,Cách xử trí khi vú bị căng sữa hoặc cương tức?,0.2,0.0,1,1.0,5.529998452402651e-05
test,Fixed alpha = 0.2,KB1_Standard,semantic,Nghén điều trị như thế nào?,0.2,0.0,0,0.0,6.230000872164965e-05
test,Fixed alpha = 0.2,KB1_Standard,semantic,Khuyến nghị về số lần khám thai tối thiểu trong thai kỳ?,0.2,0.0,0,0.0,6.110002868808806e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,exact_lexical,Làm sao để phân biệt vàng da sinh lý và vàng da bệnh lý ở bé sơ sinh mn ơi,0.2,0.0,0,0.0,5.740000051446259e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,exact_lexical,giải pháp hỗ trợ phản xạ oxytocin hoạt động tốt ạ,0.2,0.0,1,1.0,5.9399986639618874e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,exact_lexical,Kích thích phản xạ oxytocin trước khi vắt sữa có quan trọng không z ạ,0.2,0.0,1,1.0,5.77000027988106e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,exact_lexical,Thiếu vitamin D gây ảnh hưởng ntn,0.2,0.0,0,0.0,5.549998604692519e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,exact_lexical,"Hướng dẫn em cách xử lý, chăm sóc khi bị sản dịch hôi v ạ",0.2,0.0,0,0.0,6.180000491440296e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,exact_lexical,"Khi con em bước sang tháng thứ 7 đến tháng thứ 9, em có cần tăng thêm số lượng bữa ăn dặm cho bé con k",0.2,0.0,1,0.5,5.7900004321709275e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,exact_lexical,Các nguồn bổ sung vitamin D khác ko a,0.2,0.0,0,0.0,5.4500007536262274e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,exact_lexical,Băng huyết sau sinh sớm và muộn khác nhau ra sao bs ơi,0.2,0.0,0,0.0,6.140000186860561e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,exact_lexical,Thuốc đầu tay đc lựa chọn để co hồi tử cung dự phòng băng huyết là j,0.2,0.0,0,0.0,5.9999991208314896e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,exact_lexical,Em thấy sản dịch có màu đen sậm và mùi hôi kèm sốt nhẹ là dấu hiệu j a,0.2,0.0,0,0.0,5.830000736750662e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,exact_lexical,"Trong 1 bát bột ăn dặm chuẩn cho bé, em cần fải đảm bảo có đủ 4 nhóm chất dinh dưỡng nào",0.2,0.0,1,1.0,5.7900004321709275e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,exact_lexical,Băng huyết sau sinh đc kđịnh nghĩa như thế nào nhỉ,0.2,0.0,0,0.0,6.079999729990959e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,noisy_conversational,Làm sao để nhận biết nhau bong non a,0.2,0.0,0,0.0,6.170000415295362e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,noisy_conversational,"Bé nhà t rất nhát, gặp người lạ là khóc và trốn sau lưng mẹ thì có bình thường k mn ơi",0.2,0.0,0,0.0,5.400000372901559e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,noisy_conversational,Khi nào thì cần đưa bé con đi khám sức khỏe định kỳ dù bé vẫn đang khỏe mạnh ạ,0.2,0.0,0,0.0,5.7900004321709275e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,noisy_conversational,Kỹ thuật cho bé ăn bằng cốc đúng cách là như thế nào mn ơi,0.2,0.0,1,0.3333333333333333,5.420000525191426e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,noisy_conversational,Bị nhau bằng non có cần đến bệnh viện ko a,0.2,0.0,0,0.0,7.079998613335192e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,noisy_conversational,Âm đạo của em tiết mùi hồi gây khó chịu là bị j v a,0.2,0.0,0,0.0,6.180000491440296e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,noisy_conversational,"Em nghe nói dùng tã vải ít bị hăm da hơn tã giấy, điều này có đúng k và em cần lưu ý j thêm",0.2,0.0,1,1.0,5.360000068321824e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,noisy_conversational,Hormon nào chịu trách nhiệm tạo sưa và hormon nào giúp phun sưa ai ơi,0.2,0.0,0,0.0,7.429998368024826e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,noisy_conversational,Nếu em bị nhiễm nấm âm đạo thì bé sơ sinh có bị lây k các Mom,0.2,0.0,0,0.0,5.810000584460795e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,noisy_conversational,Chế độ ăn uống ntn giúp em giảm bớt tình trạng đau mỏi xương khớp sau khi sinh em bé,0.2,0.0,1,0.3333333333333333,6.049999501556158e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,noisy_conversational,Tại sao cứ khuyến khích mẹ nên ngồi để cho con bú thay vì nằm bú vậy ạ,0.2,0.0,1,1.0,0.0003093999985139817
test,Fixed alpha = 0.2,KB2_Mom_Style,noisy_conversational,"EEm nghe nói sau sinh sẽ rối loạn nội tiết tố nữ phải không, dấu hiệu nhận biết rối loạn nội tiết tố là j v ạ",0.2,0.0,0,0.0,7.760000880807638e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,noisy_conversational,"Con em dạo này hay bắt chước các hành động của bố mẹ, đây có phải là 1 dấu hiệu tốt k",0.2,0.0,0,0.0,5.85000088904053e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,noisy_conversational,"Em thấy chân của bé con có vẻ yếu và k chịu đứng vững khi em dắt tay, những dấu hiệu nào khác cảnh báo con em đang bị chậm vận động?",0.2,0.0,1,1.0,5.729999975301325e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,noisy_conversational,Chồng em cần làm j để giúp em vượt qua giai đoạn bị trầm cảm sau sinh nhẹ v nho,0.2,0.0,0,0.0,6.0999998822808266e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,noisy_conversational,"Bé nhà t bị ho và chảy nước mũi nhiều, có nên tự mua thuốc ho cho bé uống k mn ơi",0.2,0.0,0,0.0,5.709999823011458e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,noisy_conversational,Khi nào thì rốn của bé bị sưng đỏ đc coi là nhiễm trùng mức độ nặng mn,0.2,0.0,0,0.0,5.469997995533049e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,noisy_conversational,"Sau khi cho con bú xong, em nên làm j để bé k bị ọc sưa hay bị sặc khi nằm xuống",0.2,0.0,1,1.0,5.569998756982386e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,noisy_conversational,"Miệng bé nhà t có mấy mảng trắng như cặn sưa mà lau k sạch, liệu có phải con bị nấm miệng k",0.2,0.0,1,1.0,5.509998300112784e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,noisy_conversational,Làm sao để dạy con cách kiểm soát cảm giác tức giận mà k la hét mn ơi,0.2,0.0,0,0.0,5.43000060133636e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,quantitative,Tại sao lại dặn là k nên nêm thêm mắm hay muối vào thức ăn dặm của trẻ dưới 1 tuổi,0.2,0.0,1,1.0,8.349999552592635e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,quantitative,"Em có cần fải đánh giá lại sự phát triển của bé thường xuyên k, hay chỉ cần thực hiện 1 lần khi bé có dấu hiệu lạ?",0.2,0.0,1,1.0,8.540000999346375e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,quantitative,"Bé nhà t vừa tròn 6 tháng và mới tập ăn dặm, mỗi ngày em nên cho con ăn mấy bữa bột là đủ",0.2,0.0,1,1.0,7.169999298639596e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,quantitative,"Bé nhà mình đã hơn 6 tháng rùi mà vẫn chưa thấy biết ""ê, a"" hay bập bẹ nói chuyện j hết, liệu con em có đang gặp vấn đề về ngôn ngữ k?",0.2,0.0,1,1.0,7.700000423938036e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,quantitative,"Em bị sốt cao, rét run và đau bụng dữ dội sau sinh 2 tuần là dấu hiệu bệnh j vậy c",0.2,0.0,0,0.0,8.399999933317304e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,quantitative,Lượng sưa cần cho bé nhà mình từ khi sinh đến 1 tháng tuổi là bao nhiêu mỗi ngày,0.2,0.0,0,0.0,7.810001261532307e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,quantitative,"Em mới mổ đẻ đc 2 ngày mà giờ bị sốt 38,5 độ C thì có làm sao k ai oi",0.2,0.0,0,0.0,8.239998714998364e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,quantitative,Bé 2 tháng tuổi thì fải đi tiêm những loại vắc xin j theo định kỳ mn ơi,0.2,0.0,0,0.0,8.170001092366874e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,quantitative,"Bé nhà mình đc 2 tháng tuổi và hay đi ngoài nhiều vào ban đêm, em nên dùng loại tã j để con ngủ ngon mà k bị tràn tã",0.2,0.0,1,0.5,6.360001862049103e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,quantitative,"Con em đã 22 tháng tuổi rồi mà vẫn chậm nói, chưa thể phát âm được những từ ngữ cơ bản, bé cứ dùng tay chân để chỉ trỏ mỗi khi muốn gì đó thì có phải là dấu hiệu đáng lo k v a",0.2,0.0,1,1.0,7.43999844416976e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,quantitative,"Bé nhà t đã 18 tháng tuổi rùi mà vẫn chưa biết đi, liệu đây có phải là tình trạng chậm biết đi cần fải can thiệp y tế k?",0.2,0.0,1,1.0,7.780001033097506e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,quantitative,Sau 2 tuần mà rốn bé vẫn chưa rụng thì có cần đưa bé đi viện k ạ,0.2,0.0,0,0.0,7.43999844416976e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,quantitative,Hậu quả của thiếu dinh dưỡng trong 3 tháng cuối thai kỳ là j v,0.2,0.0,1,1.0,7.719997665844858e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,quantitative,"Khi sử dụng tã vải, em có cần fải thay tã cho bé thường xuyên như khi dùng tã giấy dùng 1 lần k",0.2,0.0,1,1.0,6.379999103955925e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,quantitative,"Để tránh tình trạng suy dinh dưỡng ở trẻ 34 tháng tuổi, em nên lam j a",0.2,0.0,1,1.0,8.140000863932073e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,quantitative,"Bé nhà t đc 34 tháng rùi, em nên sắp xếp các bữa chính và bữa phụ trong ngày ntn để đảm bảo con đủ chất?",0.2,0.0,1,0.3333333333333333,7.189999450929463e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,quantitative,"Bé nhà mình dưới 6 tháng tuổi, em có nên cho con uống thêm chút nước sau khi bú để tráng miệng cho sạch k",0.2,0.0,1,1.0,7.399998139590025e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,quantitative,Bé nhà em được 3 tháng tuổi rồi ạ. Bé nhà em có nổi nốt sần khắp người. Em có mang bé đi khám thì bác sĩ họ bảo bị viêm da cơ địa. Em xin hỏi cách điều trị bệnh viêm da cơ địa trẻ 3 tháng tuổi v a,0.2,0.0,1,1.0,7.54999928176403e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,quantitative,Bé từ 7-12 tháng tuổi cần ăn bao nhiêu bữa bột 1 ngày các v a,0.2,0.0,1,0.25,7.170002209022641e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,quantitative,Nếu em bị chảy máu nhiều sau sinh (trên 300ml) thì bs sẽ xử trí j đầu tiên ok,0.2,0.0,0,0.0,8.100000559352338e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,semantic,Chồng và người thân nên làm j để giúp em cảm thấy bớt căng thẳng khi chăm sóc bé nhà t,0.2,0.0,0,0.0,5.699999746866524e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,semantic,"Ngoài việc phát âm, em cần quan sát những phản ứng nào khác của con đối với lời nói của cha mẹ để biết bé phát triển tâm sinh lý bình thường k?",0.2,0.0,1,1.0,5.750000127591193e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,semantic,"Có phải các bệnh lý về cơ hay thần kinh là nguyên nhân chính khiến trẻ chậm biết đi k, hay còn do yếu tố nào khác?",0.2,0.0,1,0.5,6.079999729990959e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,semantic,Lợi ích của việc nuôi con bằng sưa mẹ đối với tử cung của mẹ sau sinh,0.2,0.0,1,0.3333333333333333,7.390000973828137e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,semantic,Con em đang bị nấm miệng thì có cần fải tiệt trùng bình sưa hay núm vú giả kỹ hơn bình thường k,0.2,0.0,1,1.0,5.830000736750662e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,semantic,"Sau sinh tuần đầu, em và bé cần được cán bộ y tế đến thăm khám vào những gì v a",0.2,0.0,0,0.0,6.619998021051288e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,semantic,10 điều kiện nuôi con bằng sưa mẹ thành công bao gồm những j,0.2,0.0,1,1.0,0.0001134999911300838
test,Fixed alpha = 0.2,KB2_Mom_Style,semantic,Nguyên nhân xuất huyết não ở trẻ sơ sinh l j,0.2,0.0,0,0.0,6.67999847792089e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,semantic,Cách xử trí nứt núm vú cho mẹ bỉm sau bú bs ơi,0.2,0.0,1,0.3333333333333333,5.259999306872487e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,semantic,"Khi đưa con đi đánh giá sự phát triển, thường sẽ đặt những câu hỏi j cho cha mẹ chúng em?",0.2,0.0,1,1.0,5.9299985878169537e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,semantic,Bệnh chàm da là j,0.2,0.0,0,0.0,5.9600017266348004e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,semantic,Em nghe nói gây tê ngoài màng cứng cũng làm mình bị bí tiểu lâu hơn fải k?,0.2,0.0,0,0.0,6.620000931434333e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,semantic,Khi nào thì em có thể bắt đầu tập thể dục hoặc vận động nhẹ nhàng sau sinh chat,0.2,0.0,0,0.0,8.850000449456275e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,semantic,Bệnh tay chân miệng biểu hiện ra sao vay a,0.2,0.0,0,0.0,0.00011329998960718513
test,Fixed alpha = 0.2,KB2_Mom_Style,semantic,"Khi bé bị tiêu chảy ở nhà, mẹ bỉm cần cho bé uống nước j",0.2,0.0,0,0.0,5.989999044686556e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,semantic,"Ngực em tự nhiên bị sưng cứng và đau nhức quá, có phải em đã bị tắc tia sưa rồi k",0.2,0.0,1,1.0,5.979998968541622e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,semantic,"Ngoài việc tập đi, em có nên bổ sung thêm các vi chất dinh dưỡng nào để giúp xương chắc khỏe và hỗ trợ bé vận động tốt hơn k?",0.2,0.0,1,0.2,5.910001345910132e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,semantic,Làm thế nào để khuyến khích bé yêu thích việc khám phá thiên nhiên và môi trường bên ngoài,0.2,0.0,0,0.0,6.819999543949962e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,semantic,Nuôi con bằng sưa mẹ giúp giảm nguy cơ mắc bệnh j cho mẹ sau này,0.2,0.0,1,0.25,7.920002099126577e-05
test,Fixed alpha = 0.2,KB2_Mom_Style,semantic,Thời kỳ hậu sản là j,0.2,0.0,0,0.0,0.00015720000374130905
