split,dataset,profile,question,alpha,table_bonus,hit_at_5,rr_at_5,latency_seconds,config
test,KB1_Standard,semantic,Cần đưa trẻ đi khám ngay khi bị nôn ói?,0.4,0.0,0,0.0,0.08828840000205673,Fixed alpha = 0.4
test,KB1_Standard,semantic,Cách chuẩn bị dụng cụ đựng sữa trước khi vắt như thế nào?,0.4,0.0,1,1.0,0.09975500000291504,Fixed alpha = 0.4
test,KB1_Standard,semantic,Bố mẹ phải nói như thế nào để giúp con có thể học nói?,0.4,0.0,0,0.0,0.1058478000049945,Fixed alpha = 0.4
test,KB1_Standard,semantic,Việc cho con bú ngay trong vòng một giờ đầu sau sinh có lợi gì cho người mẹ?,0.4,0.0,0,0.0,0.11645520001184195,Fixed alpha = 0.4
test,KB1_Standard,semantic,Giải pháp phòng ngừa bệnh xuất huyết não ở trẻ,0.4,0.0,0,0.0,0.08903189998818561,Fixed alpha = 0.4
test,KB1_Standard,semantic,Chế độ nghỉ ngơi của bè mẹ sau sinh?,0.4,0.0,0,0.0,0.091732700006105,Fixed alpha = 0.4
test,KB1_Standard,semantic,Cách xử trí khi vú bị căng sữa hoặc cương tức?,0.4,0.0,1,1.0,0.09073009999701753,Fixed alpha = 0.4
test,KB1_Standard,semantic,Nghén điều trị như thế nào?,0.4,0.0,0,0.0,0.07543090000399388,Fixed alpha = 0.4
test,KB1_Standard,semantic,Khuyến nghị về số lần khám thai tối thiểu trong thai kỳ?,0.4,0.0,0,0.0,0.10292359997401945,Fixed alpha = 0.4
test,KB2_Mom_Style,exact_lexical,Làm sao để phân biệt vàng da sinh lý và vàng da bệnh lý ở bé sơ sinh mn ơi,0.4,0.0,0,0.0,0.12448899997980334,Fixed alpha = 0.4
test,KB2_Mom_Style,exact_lexical,giải pháp hỗ trợ phản xạ oxytocin hoạt động tốt ạ,0.4,0.0,1,1.0,0.090091999998549,Fixed alpha = 0.4
test,KB2_Mom_Style,exact_lexical,Kích thích phản xạ oxytocin trước khi vắt sữa có quan trọng không z ạ,0.4,0.0,1,0.5,0.10481590000563301,Fixed alpha = 0.4
test,KB2_Mom_Style,exact_lexical,Thiếu vitamin D gây ảnh hưởng ntn,0.4,0.0,0,0.0,0.07825319998664781,Fixed alpha = 0.4
test,KB2_Mom_Style,exact_lexical,"Hướng dẫn em cách xử lý, chăm sóc khi bị sản dịch hôi v ạ",0.4,0.0,0,0.0,0.10676949998014607,Fixed alpha = 0.4
test,KB2_Mom_Style,exact_lexical,"Khi con em bước sang tháng thứ 7 đến tháng thứ 9, em có cần tăng thêm số lượng bữa ăn dặm cho bé con k",0.4,0.0,1,0.3333333333333333,0.15053359998273663,Fixed alpha = 0.4
test,KB2_Mom_Style,exact_lexical,Các nguồn bổ sung vitamin D khác ko a,0.4,0.0,0,0.0,0.09172319999197498,Fixed alpha = 0.4
test,KB2_Mom_Style,exact_lexical,Băng huyết sau sinh sớm và muộn khác nhau ra sao bs ơi,0.4,0.0,0,0.0,0.09930810000514612,Fixed alpha = 0.4
test,KB2_Mom_Style,exact_lexical,Thuốc đầu tay đc lựa chọn để co hồi tử cung dự phòng băng huyết là j,0.4,0.0,0,0.0,0.11582539998926222,Fixed alpha = 0.4
test,KB2_Mom_Style,exact_lexical,Em thấy sản dịch có màu đen sậm và mùi hôi kèm sốt nhẹ là dấu hiệu j a,0.4,0.0,0,0.0,0.11515139997936785,Fixed alpha = 0.4
test,KB2_Mom_Style,exact_lexical,"Trong 1 bát bột ăn dặm chuẩn cho bé, em cần fải đảm bảo có đủ 4 nhóm chất dinh dưỡng nào",0.4,0.0,1,1.0,0.1345625999965705,Fixed alpha = 0.4
test,KB2_Mom_Style,exact_lexical,Băng huyết sau sinh đc kđịnh nghĩa như thế nào nhỉ,0.4,0.0,0,0.0,0.09461249999003485,Fixed alpha = 0.4
test,KB2_Mom_Style,noisy_conversational,Làm sao để nhận biết nhau bong non a,0.4,0.0,0,0.0,0.09320219999062829,Fixed alpha = 0.4
test,KB2_Mom_Style,noisy_conversational,"Bé nhà t rất nhát, gặp người lạ là khóc và trốn sau lưng mẹ thì có bình thường k mn ơi",0.4,0.0,0,0.0,0.13792609999654815,Fixed alpha = 0.4
test,KB2_Mom_Style,noisy_conversational,Khi nào thì cần đưa bé con đi khám sức khỏe định kỳ dù bé vẫn đang khỏe mạnh ạ,0.4,0.0,0,0.0,0.1299157000030391,Fixed alpha = 0.4
test,KB2_Mom_Style,noisy_conversational,Kỹ thuật cho bé ăn bằng cốc đúng cách là như thế nào mn ơi,0.4,0.0,1,0.5,0.10643299997900613,Fixed alpha = 0.4
test,KB2_Mom_Style,noisy_conversational,Bị nhau bằng non có cần đến bệnh viện ko a,0.4,0.0,0,0.0,0.09379230000195093,Fixed alpha = 0.4
test,KB2_Mom_Style,noisy_conversational,Âm đạo của em tiết mùi hồi gây khó chịu là bị j v a,0.4,0.0,0,0.0,0.1005113999999594,Fixed alpha = 0.4
test,KB2_Mom_Style,noisy_conversational,"Em nghe nói dùng tã vải ít bị hăm da hơn tã giấy, điều này có đúng k và em cần lưu ý j thêm",0.4,0.0,1,1.0,0.13574520000838675,Fixed alpha = 0.4
test,KB2_Mom_Style,noisy_conversational,Hormon nào chịu trách nhiệm tạo sưa và hormon nào giúp phun sưa ai ơi,0.4,0.0,0,0.0,0.10947840000153519,Fixed alpha = 0.4
test,KB2_Mom_Style,noisy_conversational,Nếu em bị nhiễm nấm âm đạo thì bé sơ sinh có bị lây k các Mom,0.4,0.0,0,0.0,0.11926609999500215,Fixed alpha = 0.4
test,KB2_Mom_Style,noisy_conversational,Chế độ ăn uống ntn giúp em giảm bớt tình trạng đau mỏi xương khớp sau khi sinh em bé,0.4,0.0,1,0.5,0.12253490000148304,Fixed alpha = 0.4
test,KB2_Mom_Style,noisy_conversational,Tại sao cứ khuyến khích mẹ nên ngồi để cho con bú thay vì nằm bú vậy ạ,0.4,0.0,1,1.0,0.11146610000287183,Fixed alpha = 0.4
test,KB2_Mom_Style,noisy_conversational,"EEm nghe nói sau sinh sẽ rối loạn nội tiết tố nữ phải không, dấu hiệu nhận biết rối loạn nội tiết tố là j v ạ",0.4,0.0,0,0.0,0.14574400000856258,Fixed alpha = 0.4
test,KB2_Mom_Style,noisy_conversational,"Con em dạo này hay bắt chước các hành động của bố mẹ, đây có phải là 1 dấu hiệu tốt k",0.4,0.0,0,0.0,0.1270524999999907,Fixed alpha = 0.4
test,KB2_Mom_Style,noisy_conversational,"Em thấy chân của bé con có vẻ yếu và k chịu đứng vững khi em dắt tay, những dấu hiệu nào khác cảnh báo con em đang bị chậm vận động?",0.4,0.0,1,1.0,0.16473629997926764,Fixed alpha = 0.4
test,KB2_Mom_Style,noisy_conversational,Chồng em cần làm j để giúp em vượt qua giai đoạn bị trầm cảm sau sinh nhẹ v nho,0.4,0.0,0,0.0,0.13767789999837987,Fixed alpha = 0.4
test,KB2_Mom_Style,noisy_conversational,"Bé nhà t bị ho và chảy nước mũi nhiều, có nên tự mua thuốc ho cho bé uống k mn ơi",0.4,0.0,0,0.0,0.1372630000114441,Fixed alpha = 0.4
test,KB2_Mom_Style,noisy_conversational,Khi nào thì rốn của bé bị sưng đỏ đc coi là nhiễm trùng mức độ nặng mn,0.4,0.0,0,0.0,0.11423959999228828,Fixed alpha = 0.4
test,KB2_Mom_Style,noisy_conversational,"Sau khi cho con bú xong, em nên làm j để bé k bị ọc sưa hay bị sặc khi nằm xuống",0.4,0.0,1,1.0,0.13409149998915382,Fixed alpha = 0.4
test,KB2_Mom_Style,noisy_conversational,"Miệng bé nhà t có mấy mảng trắng như cặn sưa mà lau k sạch, liệu có phải con bị nấm miệng k",0.4,0.0,1,1.0,0.12632929999381304,Fixed alpha = 0.4
test,KB2_Mom_Style,noisy_conversational,Làm sao để dạy con cách kiểm soát cảm giác tức giận mà k la hét mn ơi,0.4,0.0,0,0.0,0.11065200000302866,Fixed alpha = 0.4
test,KB2_Mom_Style,quantitative,Tại sao lại dặn là k nên nêm thêm mắm hay muối vào thức ăn dặm của trẻ dưới 1 tuổi,0.4,0.0,1,1.0,0.12673539997194894,Fixed alpha = 0.4
test,KB2_Mom_Style,quantitative,"Em có cần fải đánh giá lại sự phát triển của bé thường xuyên k, hay chỉ cần thực hiện 1 lần khi bé có dấu hiệu lạ?",0.4,0.0,1,1.0,0.16098019998753443,Fixed alpha = 0.4
test,KB2_Mom_Style,quantitative,"Bé nhà t vừa tròn 6 tháng và mới tập ăn dặm, mỗi ngày em nên cho con ăn mấy bữa bột là đủ",0.4,0.0,1,1.0,0.13923219998832792,Fixed alpha = 0.4
test,KB2_Mom_Style,quantitative,"Bé nhà mình đã hơn 6 tháng rùi mà vẫn chưa thấy biết ""ê, a"" hay bập bẹ nói chuyện j hết, liệu con em có đang gặp vấn đề về ngôn ngữ k?",0.4,0.0,1,1.0,0.1874381999950856,Fixed alpha = 0.4
test,KB2_Mom_Style,quantitative,"Em bị sốt cao, rét run và đau bụng dữ dội sau sinh 2 tuần là dấu hiệu bệnh j vậy c",0.4,0.0,0,0.0,0.12910910000209697,Fixed alpha = 0.4
test,KB2_Mom_Style,quantitative,Lượng sưa cần cho bé nhà mình từ khi sinh đến 1 tháng tuổi là bao nhiêu mỗi ngày,0.4,0.0,1,0.2,0.12147620000177994,Fixed alpha = 0.4
test,KB2_Mom_Style,quantitative,"Em mới mổ đẻ đc 2 ngày mà giờ bị sốt 38,5 độ C thì có làm sao k ai oi",0.4,0.0,0,0.0,0.12554400000954047,Fixed alpha = 0.4
test,KB2_Mom_Style,quantitative,Bé 2 tháng tuổi thì fải đi tiêm những loại vắc xin j theo định kỳ mn ơi,0.4,0.0,0,0.0,0.11827810000977479,Fixed alpha = 0.4
test,KB2_Mom_Style,quantitative,"Bé nhà mình đc 2 tháng tuổi và hay đi ngoài nhiều vào ban đêm, em nên dùng loại tã j để con ngủ ngon mà k bị tràn tã",0.4,0.0,1,0.5,0.17061319999629632,Fixed alpha = 0.4
test,KB2_Mom_Style,quantitative,"Con em đã 22 tháng tuổi rồi mà vẫn chậm nói, chưa thể phát âm được những từ ngữ cơ bản, bé cứ dùng tay chân để chỉ trỏ mỗi khi muốn gì đó thì có phải là dấu hiệu đáng lo k v a",0.4,0.0,1,1.0,0.21095300000160933,Fixed alpha = 0.4
test,KB2_Mom_Style,quantitative,"Bé nhà t đã 18 tháng tuổi rùi mà vẫn chưa biết đi, liệu đây có phải là tình trạng chậm biết đi cần fải can thiệp y tế k?",0.4,0.0,1,1.0,0.15854090001084842,Fixed alpha = 0.4
test,KB2_Mom_Style,quantitative,Sau 2 tuần mà rốn bé vẫn chưa rụng thì có cần đưa bé đi viện k ạ,0.4,0.0,0,0.0,0.11496829998213798,Fixed alpha = 0.4
test,KB2_Mom_Style,quantitative,Hậu quả của thiếu dinh dưỡng trong 3 tháng cuối thai kỳ là j v,0.4,0.0,1,1.0,0.10561140000936575,Fixed alpha = 0.4
test,KB2_Mom_Style,quantitative,"Khi sử dụng tã vải, em có cần fải thay tã cho bé thường xuyên như khi dùng tã giấy dùng 1 lần k",0.4,0.0,1,1.0,0.1368308000091929,Fixed alpha = 0.4
test,KB2_Mom_Style,quantitative,"Để tránh tình trạng suy dinh dưỡng ở trẻ 34 tháng tuổi, em nên lam j a",0.4,0.0,1,1.0,0.1213974000129383,Fixed alpha = 0.4
test,KB2_Mom_Style,quantitative,"Bé nhà t đc 34 tháng rùi, em nên sắp xếp các bữa chính và bữa phụ trong ngày ntn để đảm bảo con đủ chất?",0.4,0.0,1,0.5,0.15219989998149686,Fixed alpha = 0.4
test,KB2_Mom_Style,quantitative,"Bé nhà mình dưới 6 tháng tuổi, em có nên cho con uống thêm chút nước sau khi bú để tráng miệng cho sạch k",0.4,0.0,1,1.0,0.15234719999716617,Fixed alpha = 0.4
test,KB2_Mom_Style,quantitative,Bé nhà em được 3 tháng tuổi rồi ạ. Bé nhà em có nổi nốt sần khắp người. Em có mang bé đi khám thì bác sĩ họ bảo bị viêm da cơ địa. Em xin hỏi cách điều trị bệnh viêm da cơ địa trẻ 3 tháng tuổi v a,0.4,0.0,1,1.0,0.2272559000120964,Fixed alpha = 0.4
test,KB2_Mom_Style,quantitative,Bé từ 7-12 tháng tuổi cần ăn bao nhiêu bữa bột 1 ngày các v a,0.4,0.0,1,0.25,0.11020610001287423,Fixed alpha = 0.4
test,KB2_Mom_Style,quantitative,Nếu em bị chảy máu nhiều sau sinh (trên 300ml) thì bs sẽ xử trí j đầu tiên ok,0.4,0.0,0,0.0,0.12354979998781346,Fixed alpha = 0.4
test,KB2_Mom_Style,semantic,Chồng và người thân nên làm j để giúp em cảm thấy bớt căng thẳng khi chăm sóc bé nhà t,0.4,0.0,0,0.0,0.1230138000100851,Fixed alpha = 0.4
test,KB2_Mom_Style,semantic,"Ngoài việc phát âm, em cần quan sát những phản ứng nào khác của con đối với lời nói của cha mẹ để biết bé phát triển tâm sinh lý bình thường k?",0.4,0.0,1,1.0,0.1703191999986302,Fixed alpha = 0.4
test,KB2_Mom_Style,semantic,"Có phải các bệnh lý về cơ hay thần kinh là nguyên nhân chính khiến trẻ chậm biết đi k, hay còn do yếu tố nào khác?",0.4,0.0,1,0.3333333333333333,0.18210950001957826,Fixed alpha = 0.4
test,KB2_Mom_Style,semantic,Lợi ích của việc nuôi con bằng sưa mẹ đối với tử cung của mẹ sau sinh,0.4,0.0,1,0.3333333333333333,0.1166293999995105,Fixed alpha = 0.4
test,KB2_Mom_Style,semantic,Con em đang bị nấm miệng thì có cần fải tiệt trùng bình sưa hay núm vú giả kỹ hơn bình thường k,0.4,0.0,1,1.0,0.13573119998909533,Fixed alpha = 0.4
test,KB2_Mom_Style,semantic,"Sau sinh tuần đầu, em và bé cần được cán bộ y tế đến thăm khám vào những gì v a",0.4,0.0,0,0.0,0.13395840002340265,Fixed alpha = 0.4
test,KB2_Mom_Style,semantic,10 điều kiện nuôi con bằng sưa mẹ thành công bao gồm những j,0.4,0.0,1,1.0,0.09869110002182424,Fixed alpha = 0.4
test,KB2_Mom_Style,semantic,Nguyên nhân xuất huyết não ở trẻ sơ sinh l j,0.4,0.0,0,0.0,0.09808189998148009,Fixed alpha = 0.4
test,KB2_Mom_Style,semantic,Cách xử trí nứt núm vú cho mẹ bỉm sau bú bs ơi,0.4,0.0,1,0.5,0.09470359998522326,Fixed alpha = 0.4
test,KB2_Mom_Style,semantic,"Khi đưa con đi đánh giá sự phát triển, thường sẽ đặt những câu hỏi j cho cha mẹ chúng em?",0.4,0.0,1,1.0,0.13629080000100657,Fixed alpha = 0.4
test,KB2_Mom_Style,semantic,Bệnh chàm da là j,0.4,0.0,0,0.0,0.07345180000993423,Fixed alpha = 0.4
test,KB2_Mom_Style,semantic,Em nghe nói gây tê ngoài màng cứng cũng làm mình bị bí tiểu lâu hơn fải k?,0.4,0.0,0,0.0,0.12372800000593998,Fixed alpha = 0.4
test,KB2_Mom_Style,semantic,Khi nào thì em có thể bắt đầu tập thể dục hoặc vận động nhẹ nhàng sau sinh chat,0.4,0.0,0,0.0,0.12645379998139106,Fixed alpha = 0.4
test,KB2_Mom_Style,semantic,Bệnh tay chân miệng biểu hiện ra sao vay a,0.4,0.0,0,0.0,0.08940320002147928,Fixed alpha = 0.4
test,KB2_Mom_Style,semantic,"Khi bé bị tiêu chảy ở nhà, mẹ bỉm cần cho bé uống nước j",0.4,0.0,0,0.0,0.12345610000193119,Fixed alpha = 0.4
test,KB2_Mom_Style,semantic,"Ngực em tự nhiên bị sưng cứng và đau nhức quá, có phải em đã bị tắc tia sưa rồi k",0.4,0.0,1,1.0,0.13376910000806674,Fixed alpha = 0.4
test,KB2_Mom_Style,semantic,"Ngoài việc tập đi, em có nên bổ sung thêm các vi chất dinh dưỡng nào để giúp xương chắc khỏe và hỗ trợ bé vận động tốt hơn k?",0.4,0.0,0,0.0,0.16454480000538751,Fixed alpha = 0.4
test,KB2_Mom_Style,semantic,Làm thế nào để khuyến khích bé yêu thích việc khám phá thiên nhiên và môi trường bên ngoài,0.4,0.0,0,0.0,0.11695269998745061,Fixed alpha = 0.4
test,KB2_Mom_Style,semantic,Nuôi con bằng sưa mẹ giúp giảm nguy cơ mắc bệnh j cho mẹ sau này,0.4,0.0,1,0.5,0.10619749999023043,Fixed alpha = 0.4
test,KB2_Mom_Style,semantic,Thời kỳ hậu sản là j,0.4,0.0,0,0.0,0.07349500001873821,Fixed alpha = 0.4
test,KB3_Information_Noise,exact_lexical,"Mẹ em bảo lúc trước cho em ăn dặm là muối mặn chát cho quen mồi, nhưng em nghe bây giờ phải nhạt thếch, khi mới bắt đầu tập ăn, em nên cho bé ăn những loại thức ăn có độ đặc và hương vị như thế nào để con dễ thích nghi ạ",0.4,0.0,1,1.0,0.24757330000284128,Fixed alpha = 0.4
test,KB3_Information_Noise,exact_lexical,"Người ta bảo cho ăn thêm nước trắng cũng là bú mẹ, thế nào là nuôi con bằng sữa mẹ hoàn toàn chuẩn y khoa vậy ạ",0.4,0.0,0,0.0,0.14793059998191893,Fixed alpha = 0.4
test,KB3_Information_Noise,exact_lexical,"Em nấu cháo đặc cho con nhưng bé khóc không ăn, nguyên tắc cho trẻ ăn dặm về độ đặc và số lượng là gì ạ",0.4,0.0,0,0.0,0.1584898000000976,Fixed alpha = 0.4
test,KB3_Information_Noise,exact_lexical,"Em nghe quảng cáo TV bảo cho bé uống canxi nước Mỹ là nhanh biết bò đi, ngoài việc tập luyện, em có cần bổ sung thêm dưỡng chất gì để hỗ trợ hệ cơ xương và tiêu hóa giúp bé vận động nhanh nhẹn hơn không",0.4,0.0,0,0.0,0.22246290001203306,Fixed alpha = 0.4
test,KB3_Information_Noise,exact_lexical,"Em vừa mua thuốc bổ não cho con, giải pháp hỗ trợ phản xạ oxytocin hoạt động tốt ạ",0.4,0.0,1,1.0,0.1258877000072971,Fixed alpha = 0.4
test,KB3_Information_Noise,exact_lexical,"Em đang lướt Shopee mua thuốc tâm thần, hướng dẫn em cách xử lý, chăm sóc khi bị sản dịch hôi với ạ",0.4,0.0,0,0.0,0.14041749999159947,Fixed alpha = 0.4
test,KB3_Information_Noise,exact_lexical,"Em xem quảng cáo bảo cho bé dùng thuốc sủi dạng nước chứa canxi là răng chắc khỏe ngay, ngoài chế độ ăn, em có cần bổ sung thêm vi chất gì để hỗ trợ hệ răng của con chắc khỏe và bé ăn ngon miệng hơn không",0.4,0.0,1,0.5,0.22754429999622516,Fixed alpha = 0.4
test,KB3_Information_Noise,exact_lexical,"Em đang uống nhiều nước mía vì thấy ít sữa, cho em hỏi vì sao em vẫn cho con bú đều mà vẫn bị tắc tia sữa, nguyên nhân thường gặp là gì ạ",0.4,0.0,1,1.0,0.1850335999915842,Fixed alpha = 0.4
test,KB3_Information_Noise,exact_lexical,"Hôm nay chồng em mới đi làm về, cho em hỏi các nguồn bổ sung vitamin D khác?",0.4,0.0,0,0.0,0.1272449000098277,Fixed alpha = 0.4
test,KB3_Information_Noise,exact_lexical,"Em đang bật điều hòa 20 độ vì sợ con nóng, những ngày trời nắng nóng thế này, em sợ con chỉ bú mẹ sẽ bị khát, em có cần bổ sung thêm nước lọc cho bé không ạ",0.4,0.0,1,1.0,0.20763399999123067,Fixed alpha = 0.4
test,KB3_Information_Noise,exact_lexical,"Em tính sinh mổ vì sợ đau, băng huyết sau sinh sớm và muộn khác nhau ra sao ạ",0.4,0.0,0,0.0,0.118992600007914,Fixed alpha = 0.4
test,KB3_Information_Noise,exact_lexical,"Em đang bị dị ứng thuốc, thuốc đầu tay được lựa chọn để co hồi tử cung dự phòng băng huyết là gì ạ",0.4,0.0,0,0.0,0.13536020001629367,Fixed alpha = 0.4
test,KB3_Information_Noise,exact_lexical,"Em đang dùng băng vệ sinh thơm, em thấy sản dịch có màu đen sậm và mùi hôi kèm sốt nhẹ là dấu hiệu gì ạ",0.4,0.0,0,0.0,0.14416689999052323,Fixed alpha = 0.4
test,KB3_Information_Noise,exact_lexical,"Em đang ăn nhiều đồ ăn nhanh vì mệt không muốn nấu, để không bị tắc tia sữa lại lần nữa, em nên thay đổi thói quen sinh hoạt động và ăn uống như thế nào ạ",0.4,0.0,0,0.0,0.18098050000844523,Fixed alpha = 0.4
test,KB3_Information_Noise,exact_lexical,"Em đang bị rong kinh lại mang thai, lo quá, băng huyết sau sinh được định nghĩa như thế nào ạ",0.4,0.0,0,0.0,0.12753779999911785,Fixed alpha = 0.4
test,KB3_Information_Noise,noisy_conversational,"Em đang thèm ăn bún đậu mắm tôm cực kỳ, những thực phẩm nào mẹ mang thai nên dùng để cung cấp năng lượng ạ",0.4,0.0,1,1.0,0.1370566000114195,Fixed alpha = 0.4
test,KB3_Information_Noise,noisy_conversational,"Em đang định đi nặn mụn ở spa, tại sao sau khi sinh xong em lại thấy mặt nổi nhiều mụn bọc và mụn mủ vậy",0.4,0.0,0,0.0,0.13572170000406913,Fixed alpha = 0.4
test,KB3_Information_Noise,noisy_conversational,"Em đang bận làm việc nhà không để ý đến con, làm sao để gia đình em có thể nhận biết sớm các dấu hiệu em bị trầm cảm sau sinh ạ",0.4,0.0,0,0.0,0.1688756999792531,Fixed alpha = 0.4
test,KB3_Information_Noise,noisy_conversational,"Nhà em có nhiều không qian và rộng rãi, em muốn biết không gian nào trong gia đình là phù hợp nhất để dạy con học nói?",0.4,0.0,0,0.0,0.14420090001658536,Fixed alpha = 0.4
test,KB3_Information_Noise,noisy_conversational,"Em coi trên mạng thấy nhiều bé bị bệnh em sợ quá, cho em hỏi biểu hiện và cách điều trị của viêm hạnh bạch huyết?",0.4,0.0,0,0.0,0.1491338999767322,Fixed alpha = 0.4
test,KB3_Information_Noise,noisy_conversational,"Em stress quá vì điện nước hay bị cắt, bé nhà em đang ở giai đoạn sơ sinh, em nên sắp xếp lịch giặt tã vải như thế nào để luôn có đủ tã sạch cho con dùng",0.4,0.0,1,1.0,0.18128729998716153,Fixed alpha = 0.4
test,KB3_Information_Noise,noisy_conversational,"Em đang tính mua máy massage lưng, em nghe nói gây tê ngoài màng cứng cũng làm mình bị bí tiểu lâu hơn phải không ạ",0.4,0.0,0,0.0,0.1352513000019826,Fixed alpha = 0.4
test,KB3_Information_Noise,noisy_conversational,"Bà nội bảo cho bé uống nước đường để sạch họng, các loại nước uống nào tuyệt đối không cho trẻ uống trước bữa bú đầu tiên ạ",0.4,0.0,1,1.0,0.15200559998629615,Fixed alpha = 0.4
test,KB3_Information_Noise,noisy_conversational,"Em bị sỏi thận từ trước, đang uống thuốc đông y, những trường hợp nào bà mẹ không nên cho con bú mà phải dùng sữa thay thế ạ",0.4,0.0,0,0.0,0.15200020000338554,Fixed alpha = 0.4
test,KB3_Information_Noise,noisy_conversational,"Em đang tức giận lắm muốn đánh đòn, em có nên đánh đòn khi con không nghe lời không ạ",0.4,0.0,0,0.0,0.12039650001679547,Fixed alpha = 0.4
test,KB3_Information_Noise,noisy_conversational,"Con em thích bú nằm ngủ, hậu quả của việc trẻ ngậm bắt vú sai là gì ạ",0.4,0.0,1,1.0,0.12560519998078234,Fixed alpha = 0.4
test,KB3_Information_Noise,noisy_conversational,"Em đang sốt ruột nhìn con chơi chậm quá, em thấy bé có vẻ lúng túng khi chơi một trò chơi mới, em có nên làm hộ bé luôn cho nhanh không ạ",0.4,0.0,0,0.0,0.18403860001126304,Fixed alpha = 0.4
test,KB3_Information_Noise,noisy_conversational,"Tủ lạnh nhà em hay bị ngắt điện, sữa mẹ bảo quản trong ngăn mát tủ lạnh (<4°C) được bao lâu ạ",0.4,0.0,1,1.0,0.1466941999970004,Fixed alpha = 0.4
test,KB3_Information_Noise,noisy_conversational,"Em đang định bôi thuốc mỡ đặc vào miệng con, bé bị nấm miệng như vậy thì có đau lắm không, sao dạo này em thấy con hay khóc khi đang bú và ăn kém đi hẳn ạ",0.4,0.0,1,1.0,0.1996045999985654,Fixed alpha = 0.4
test,KB3_Information_Noise,noisy_conversational,"Mẹ chồng em bảo mặc quần dài cộc cho mát cho bé tập bò, nhưng em thì sợ con đau đầu gối, cho em hỏi nên chọn quần áo như thế nào cho bé trong giai đoạn tập bò để con dễ dàng vận động mà không bị đau đầu gối",0.4,0.0,1,1.0,0.23682980000739917,Fixed alpha = 0.4
test,KB3_Information_Noise,noisy_conversational,"Em đang thèm ăn lẩu cay nóng, chế độ ăn uống thế nào để giúp em cải thiện tình trạng rối loạn nội tiết sau sinh ạ",0.4,0.0,0,0.0,0.15547500000684522,Fixed alpha = 0.4
test,KB3_Information_Noise,noisy_conversational,"Em thấy ở phòng khám bắt con xếp hình như chơi trò chơi thôi mà, ngoài việc trả lời câu hỏi, con em sẽ phải trải qua những bài kiểm tra thực tế nào để bác sĩ đưa ra kết luận chính xác ạ",0.4,0.0,1,0.3333333333333333,0.20485760000883602,Fixed alpha = 0.4
test,KB3_Information_Noise,noisy_conversational,"Em dạo này hay bị stress nên hay nhạy cảm thái quá, nếu em cảm thấy con mình có gì đó ""không ổn"" so với các bạn cùng lứa nhưng bài kiểm tra cho kết quả bình thường thì em nên làm gì",0.4,0.0,1,1.0,0.21478149999165908,Fixed alpha = 0.4
test,KB3_Information_Noise,noisy_conversational,"Đang nấu ăn thì nghe con khóc, em run quá, cách xử trí tại nhà khi trẻ sơ sinh bị sốt cao là làm gì ạ",0.4,0.0,0,0.0,0.15600709998398088,Fixed alpha = 0.4
test,KB3_Information_Noise,noisy_conversational,"Em đang xem drama khóc lắm, nếu em bị bí tiểu sau sinh mà không điều trị sớm thì có gặp biến chứng gì nguy hiểm không ạ?",0.4,0.0,0,0.0,0.14962500002002344,Fixed alpha = 0.4
test,KB3_Information_Noise,quantitative,"Em đang ăn cháo dinh dưỡng loại đặc, nhu cầu năng lượng bổ sung hàng ngày cho bà mẹ nuôi con bú 6 tháng đầu là bao nhiêu ạ",0.4,0.0,1,0.2,0.1678574999968987,Fixed alpha = 0.4
test,KB3_Information_Noise,quantitative,"Em đang định cho con nằm yên không đụng vào 24 tiếng, bé nhà em bị ngã đập đầu xuống đất, em cần theo dõi những dấu hiệu gì trong 24 giờ tới ạ",0.4,0.0,0,0.0,0.16884119997848757,Fixed alpha = 0.4
test,KB3_Information_Noise,quantitative,"Em đang định dùng tã giấy dùng 1 lần để gấp thành gối cho con nằm cao, em muốn dùng tã vải cho con thì cần chuẩn bị những loại tã và phụ kiện đi kèm nào cho đúng ạ",0.4,0.0,1,1.0,0.18574629997601733,Fixed alpha = 0.4
test,KB3_Information_Noise,quantitative,"Em đang định cho con uống thuốc tiêu hóa vì bé hay khóc, bé nhà em 2 ngày đầu phân màu xanh đen và nhầy thì có bình thường không ạ",0.4,0.0,0,0.0,0.18391910000354983,Fixed alpha = 0.4
test,KB3_Information_Noise,quantitative,"Em cho con bú nhiều nhưng bé vẫn khóc, đến ngày thứ 3 sau sinh, dung tích dạ dày của bé tăng lên bao nhiêu nhỉ",0.4,0.0,0,0.0,0.15519240000867285,Fixed alpha = 0.4
test,KB3_Information_Noise,quantitative,"Em thấy trên mạng bảo bé bị nổi mẩn là do thời tiết dị ứng thôi, nhưng em thì thấy con ngứa khóc quấy lắm, Bé nhà em được 3 tháng tuổi rồi ạ. Bé nhà em có nổi nốt sần khắp người. Em có mang bé đi khám thì bác sĩ họ bảo bị viêm da cơ địa. Em xin hỏi cách điều trị bệnh viêm da cơ địa trẻ 3 tháng tuổi?",0.4,0.0,1,1.0,0.31674420001218095,Fixed alpha = 0.4
test,KB3_Information_Noise,quantitative,"Em đang giấu chuyện cơ thể đau nhức vì sợ mẹ chồng lo, cho em biết tỷ lệ phụ nữ trầm cảm sau sinh là bao nhiêu vậy ạ",0.4,0.0,0,0.0,0.15732060000300407,Fixed alpha = 0.4
